"TIMESTAMP_UTC_TIME","TIMESTAMP_UTC_DATE","TIMESTAMP_LOCAL_TIME","TIMESTAMP_LOCAL_DATE","PAYOUT_TIME","PAYOUT_DATE","STORE_ID","BUSINESS_ID","STORE_NAME","MERCHANT_STORE_ID","TRANSACTION_TYPE","TRANSACTION_ID","DOORDASH_ORDER_ID","MERCHANT_DELIVERY_ID","EXTERNAL_ID","DESCRIPTION","FINAL_ORDER_STATUS","CURRENCY","SUBTOTAL","TAX_SUBTOTAL","COMMISSION","COMMISSION_TAX_AMOUNT","MARKETING_FEES","STAFF_TIP","CREDIT","DEBIT","DOORDASH_TRANSACTION_ID","PAYOUT_ID","DRIVE_CHARGE","TAX_REMITTED_BY_DOORDASH_TO_STATE","SUBTOTAL_FOR_TAX","DOORDASH_FUNDED_SUBTOTAL_DISCOUNT_AMOUNT","MERCHANT_FUNDED_SUBTOTAL_DISCOUNT_AMOUNT"
"19:06:42","2021-07-01","12:06:42","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","03277a5f-619c-4230-b3ab-162568e500ff","=""68e500ff""","NULL","NULL","Order Received Time: 2021-07-01 18:33:22.046334000
Order Pickup Time: 2021-07-01 19:06:42.154435000","Delivered","USD",13.78,1.24,3.45,0.00,0.00,0.00,11.57,0.00,"2529693996",153487735,0.00,0.00,13.78,NULL,NULL
"19:40:11","2021-07-01","12:40:11","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","581e36d3-1013-4639-8620-f2918228c725","=""8228c725""","NULL","NULL","Order Received Time: 2021-07-01 19:13:30.303306000
Order Pickup Time: 2021-07-01 19:40:11.410322000","Delivered","USD",26.73,2.41,6.68,0.00,0.00,0.00,22.46,0.00,"2529884403",153487735,0.00,0.00,26.73,NULL,NULL
"20:19:36","2021-07-01","13:19:36","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","2e41f2e9-fb2c-43a1-af7d-055c4c293614","=""4c293614""","NULL","NULL","Order Received Time: 2021-07-01 19:41:48.345466000
Order Pickup Time: 2021-07-01 20:19:36.271047000","Delivered","USD",65.94,5.93,16.49,0.00,0.00,0.00,55.38,0.00,"2530092973",153487735,0.00,0.00,65.94,NULL,NULL
"20:28:06","2021-07-01","13:28:06","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","82872160-2eea-41f8-8a70-cd57f21d8e4a","=""f21d8e4a""","NULL","NULL","Order Received Time: 2021-07-01 20:00:26.786907000
Order Pickup Time: 2021-07-01 20:28:06.130996000","Delivered","USD",15.98,1.44,4.00,0.00,0.00,0.00,13.42,0.00,"2530136247",153487735,0.00,0.00,15.98,NULL,NULL
"20:40:51","2021-07-01","13:40:51","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","7aa87c18-3e56-4956-a494-64028ea9a3c6","=""8ea9a3c6""","NULL","NULL","Order Received Time: 2021-07-01 20:26:45.835762000
Order Pickup Time: 2021-07-01 20:40:51.223270000","Delivered","USD",20.48,1.84,5.12,0.00,0.00,0.00,17.20,0.00,"2530204796",153487735,0.00,0.00,20.48,NULL,NULL
"21:18:45","2021-07-01","14:18:45","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","9922c806-57f1-4e0a-b3f0-aaffa587ab31","=""a587ab31""","NULL","NULL","Order Received Time: 2021-07-01 20:55:30.716622000
Order Pickup Time: 2021-07-01 21:18:45.855442000","Delivered","USD",13.98,1.26,3.50,0.00,0.00,0.00,11.74,0.00,"2530406449",153487735,0.00,0.00,13.98,NULL,NULL
"22:20:14","2021-07-01","15:20:14","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","b79d21bd-3dce-4c27-84d0-ce17448cc294","=""448cc294""","NULL","NULL","Order Received Time: 2021-07-01 22:04:34.894117000
Order Pickup Time: 2021-07-01 22:20:14.494368000","Delivered","USD",21.98,1.98,5.50,0.00,0.00,0.00,18.46,0.00,"2530783050",153487735,0.00,0.00,21.98,NULL,NULL
"22:21:54","2021-07-01","15:21:54","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","d5fd5709-06be-432c-b3a7-cbabc81657e7","=""c81657e7""","NULL","NULL","Order Received Time: 2021-07-01 21:44:24.537312000
Order Pickup Time: 2021-07-01 22:21:54.234228000","Delivered","USD",36.97,3.33,9.24,0.00,0.00,0.00,31.06,0.00,"2530794248",153487735,0.00,0.00,36.97,NULL,NULL
"22:25:36","2021-07-01","15:25:36","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","a38a0870-ecfa-45da-a99b-69ec7be3fae5","=""7be3fae5""","NULL","NULL","Order Received Time: 2021-07-01 21:55:43.576591000
Order Pickup Time: 2021-07-01 22:25:36.079198000","Delivered","USD",35.96,3.24,8.99,0.00,0.00,0.00,30.21,0.00,"2530819097",153487735,0.00,0.00,35.96,NULL,NULL
"22:54:14","2021-07-01","15:54:14","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","2dd38fc2-547f-430e-badb-db2e67cf178e","=""67cf178e""","NULL","NULL","Order Received Time: 2021-07-01 22:36:10.082157000
Order Pickup Time: 2021-07-01 22:54:14.877620000","Delivered","USD",36.55,3.29,9.14,0.00,0.00,0.00,30.70,0.00,"2531023411",153487735,0.00,0.00,36.55,NULL,NULL
"00:13:58","2021-07-02","17:13:58","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","1b403c40-d8c9-4956-86e4-481a70e1ddb5","=""70e1ddb5""","NULL","NULL","Order Received Time: 2021-07-01 23:54:24.296733000
Order Pickup Time: 2021-07-02 00:13:58.975032000","Delivered","USD",36.97,3.33,9.24,0.00,0.00,0.00,31.06,0.00,"2531644761",153487735,0.00,0.00,36.97,NULL,NULL
"00:24:46","2021-07-02","17:24:46","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","bdcd5d0a-ca16-44a1-b98b-b39c5f03c675","=""5f03c675""","NULL","NULL","Order Received Time: 2021-07-01 23:56:00.091995000
Order Pickup Time: 2021-07-02 00:24:46.793705000","Delivered","USD",39.05,3.51,9.76,0.00,0.00,0.00,32.80,0.00,"2531729667",153487735,0.00,0.00,39.05,NULL,NULL
"00:35:54","2021-07-02","17:35:54","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","a12e1f4c-d160-4044-8888-58d441f7b372","=""41f7b372""","NULL","NULL","Order Received Time: 2021-07-02 00:13:23.043966000
Order Pickup Time: 2021-07-02 00:35:54.594015000","Delivered","USD",20.98,1.89,5.25,0.00,0.00,0.00,17.62,0.00,"2531818875",153487735,0.00,0.00,20.98,NULL,NULL
"01:13:45","2021-07-02","18:13:45","2021-07-01","2021-07-05 07:31:38.729207000","2021-07-05",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","32b72fb7-c926-4c37-b5d3-9818752cd5bf","=""752cd5bf""","NULL","NULL","Order Received Time: 2021-07-02 00:54:48.795878000
Order Pickup Time: 2021-07-02 01:13:45.288194000","Delivered","USD",20.98,1.89,5.25,0.00,0.00,0.00,17.62,0.00,"2532109598",153487735,0.00,0.00,20.98,5.00,NULL
