"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"7/7/2021 19:39:42","31.78","2.46","0","0","34.24","cash","pickup"
"7/9/2021 10:47:20","77.73","6.26","2.99","5","91.98","credit_card","delivery"
"7/15/2021 12:04:54","118.96","9.45","2.99","5","136.4","credit_card","delivery"
"7/15/2021 21:32:08","37.76","3.16","2.99","8.78","52.69","credit_card","delivery"
"7/17/2021 21:18:39","56.04","4.34","0","9.06","69.44","credit_card","pickup"
"7/22/2021 18:28:32","45.73","3.7","1.99","5.58","57","credit_card","delivery"
"7/26/2021 21:22:32","16.52","1.28","0","0","17.8","cash","pickup"
"Total","384.52","30.65","10.96","33.42","459.55","",""
"","","","","","","",""
"All Orders","459.55","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","407.51","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","31.45","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","376.06","","(you will receive a check for this amount in 3-4 days)","","","",""
