"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"12/1/2020 20:44:04","48.67","4","2.99","11.13","66.79","credit_card","delivery"
"12/8/2020 20:56:59","12.37","0.96","0","2","15.33","credit_card","pickup"
"12/11/2020 21:38:20","63.76","4.94","0","0","68.7","credit_card","pickup"
"12/18/2020 21:00:56","38.3","3.2","2.99","6.67","51.16","credit_card","delivery"
"12/24/2020 19:44:18","19.94","1.7","1.99","5","28.63","credit_card","delivery"
"12/27/2020 22:03:54","59.01","4.81","2.99","0","66.81","cash","delivery"
"12/29/2020 14:40:28","40.91","3.4","2.99","7.1","54.4","credit_card","delivery"
"12/29/2020 21:39:53","16.53","1.28","0","0","17.81","cash","pickup"
"12/31/2020 21:42:03","33.76","2.85","2.99","5.94","45.54","credit_card","delivery"
"Total","333.25","27.14","16.94","37.84","415.17","",""
"","","","","","","",""
"All Orders","415.17","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","330.55","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","26.58","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","303.97","","(you will receive a check for this amount in 3-4 days)","","","",""
