"TIMESTAMP_UTC_TIME","TIMESTAMP_UTC_DATE","TIMESTAMP_LOCAL_TIME","TIMESTAMP_LOCAL_DATE","PAYOUT_TIME","PAYOUT_DATE","STORE_ID","BUSINESS_ID","STORE_NAME","MERCHANT_STORE_ID","TRANSACTION_TYPE","TRANSACTION_ID","DOORDASH_ORDER_ID","MERCHANT_DELIVERY_ID","EXTERNAL_ID","DESCRIPTION","FINAL_ORDER_STATUS","CURRENCY","SUBTOTAL","TAX_SUBTOTAL","COMMISSION","COMMISSION_TAX_AMOUNT","MARKETING_FEES","CREDIT","DEBIT","DOORDASH_TRANSACTION_ID","DRIVE_CHARGE","TAX_REMITTED_BY_DOORDASH_TO_STATE"
"06:12:21","2020-12-12","22:12:21","2020-12-11","2020-12-15 08:31:56.957765000","2020-12-15",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","bb22dc59-87e7-435c-b7c9-146484cc4e60","=""84cc4e60""","NULL","NULL","Order Received Time: 2020-12-12 05:28:33.046251000
Order Pickup Time: 2020-12-12 06:12:21.210253000","Delivered","USD",10.99,0.99,2.75,0.00,0.00,9.23,0.00,"1521623695",0.00,0.00
"06:00:05","2020-12-11","22:00:05","2020-12-10","2020-12-14 08:32:13.418132000","2020-12-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","a5541651-3836-4ba1-8636-aa3ab7a38688","=""b7a38688""","NULL","NULL","Order Received Time: 2020-12-11 05:26:42.017654000
Order Pickup Time: 2020-12-11 06:00:05.933393000","Delivered","USD",20.98,1.89,5.25,0.00,0.00,17.62,0.00,"1516004681",0.00,0.00
"05:58:06","2020-12-07","21:58:06","2020-12-06","2020-12-10 08:31:59.132451000","2020-12-10",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","48f02b3f-9a1b-4dcd-a6ea-a3c81c740d05","=""1c740d05""","NULL","NULL","Order Received Time: 2020-12-07 05:24:53.407741000
Order Pickup Time: 2020-12-07 05:58:06.971411000","Delivered","USD",13.98,1.26,3.50,0.00,0.00,11.74,0.00,"1498862511",0.00,0.00
"05:57:58","2020-12-14","21:57:58","2020-12-13","2020-12-17 08:31:45.848170000","2020-12-17",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","ERROR_CHARGE","147976890","=""12cb6d8f""","NULL","NULL","Issue: 1 Zucchini Sticks missing
Customer Explanation: Hi Halen,

Thank you for contacting our support team. We sincerely apologize for the issue with your order.

We have issued credits to your account in the amount of $5.49 for the inconvenience.

These credits are available immediately and will automatically be applied towards your next order.

If you have any questions or need help, our support teams are available at the links below!

Best regards,
DoorDash and Caviar Support
help.doordash.com / help.trycaviar.com

*Please do not reply to this email. Replies are not delivered to sender.","Delivered","USD",4.03,0.00,0.00,0.00,0.00,0.00,4.03,"1531264228",0.00,0.00
"05:54:59","2020-12-02","21:54:59","2020-12-01","2020-12-07 08:32:41.018266000","2020-12-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","8d20c348-8ffa-4095-85d7-c0e3287e5114","=""287e5114""","NULL","NULL","Order Received Time: 2020-12-02 05:22:04.917091000
Order Pickup Time: 2020-12-02 05:54:59.353890000","Delivered","USD",21.98,1.98,5.50,0.00,0.00,18.46,0.00,"1475333319",0.00,0.00
"05:52:56","2020-12-30","21:52:56","2020-12-29","2021-01-04 17:30:17.134517000","2021-01-04",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","da1e8684-5cb8-4694-819b-b7f386b02e27","=""86b02e27""","NULL","NULL","Order Received Time: 2020-12-30 05:24:04.511345000
Order Pickup Time: 2020-12-30 05:52:56.142111000","Delivered","USD",31.45,2.83,7.86,0.00,0.00,26.42,0.00,"1600289589",0.00,0.00
"05:52:44","2020-12-04","21:52:44","2020-12-03","2020-12-07 08:32:41.018266000","2020-12-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","bb1b4851-4e7f-490b-927f-ce3541617455","=""41617455""","NULL","NULL","Order Received Time: 2020-12-04 05:15:47.164565000
Order Pickup Time: 2020-12-04 05:52:44.927738000","Delivered","USD",10.99,0.99,2.75,0.00,0.00,9.23,0.00,"1484131603",0.00,0.00
"05:52:43","2020-12-30","21:52:43","2020-12-29","2021-01-04 17:30:17.134517000","2021-01-04",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","82b1ed40-9d3e-451a-9371-656d53013d99","=""53013d99""","NULL","NULL","Order Received Time: 2020-12-30 05:25:04.329487000
Order Pickup Time: 2020-12-30 05:52:43.269985000","Delivered","USD",25.96,2.34,6.49,0.00,0.00,21.81,0.00,"1600289273",0.00,0.00
"05:50:03","2020-12-22","21:50:03","2020-12-21","2020-12-25 08:31:59.768181000","2020-12-25",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","fc1dcea6-4561-46c8-b3a8-1758695b9fbe","=""695b9fbe""","NULL","NULL","Order Received Time: 2020-12-22 05:16:10.225178000
Order Pickup Time: 2020-12-22 05:50:03.935619000","Delivered","USD",19.73,1.78,4.93,0.00,0.00,16.58,0.00,"1568358228",0.00,0.00
"05:48:41","2020-12-08","21:48:41","2020-12-07","2020-12-11 08:31:53.935837000","2020-12-11",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","bce1ca13-fa72-46cb-b9d1-8ec112891113","=""12891113""","NULL","NULL","Order Received Time: 2020-12-08 05:22:55.138712000
Order Pickup Time: 2020-12-08 05:48:41.152692000","Delivered","USD",21.98,1.98,5.50,0.00,0.00,18.46,0.00,"1502795765",0.00,0.00
"05:47:25","2021-01-01","21:47:25","2020-12-31","2021-01-04 17:30:17.134517000","2021-01-04",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","eb4c98af-bd42-49f2-bb04-9907647ff8ee","=""647ff8ee""","NULL","NULL","Order Received Time: 2021-01-01 05:18:42.834793000
Order Pickup Time: 2021-01-01 05:47:25.378882000","Delivered","USD",14.48,1.30,3.62,0.00,0.00,12.16,0.00,"1609978594",0.00,0.00
"05:47:24","2020-12-09","21:47:24","2020-12-08","2020-12-14 08:32:13.418132000","2020-12-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","bb6ee20d-4f6e-4c48-86c9-0ac5243560f8","=""243560f8""","NULL","NULL","Order Received Time: 2020-12-09 05:28:25.306516000
Order Pickup Time: 2020-12-09 05:47:24.949441000","Delivered","USD",43.21,3.89,10.80,0.00,0.00,36.30,0.00,"1506989612",0.00,0.00
"05:46:45","2020-12-13","21:46:45","2020-12-12","2020-12-16 08:31:55.399434000","2020-12-16",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","cf28d486-1400-4466-98d5-c85855820204","=""55820204""","NULL","NULL","Order Received Time: 2020-12-13 05:26:47.892860000
Order Pickup Time: 2020-12-13 05:46:45.782124000","Delivered","USD",30.23,2.72,7.56,0.00,0.00,25.39,0.00,"1526588458",0.00,0.00
"05:46:34","2020-12-12","21:46:34","2020-12-11","2020-12-15 08:31:56.957765000","2020-12-15",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","0b05e383-64e1-4f4c-a807-fb4ebf3b09e0","=""bf3b09e0""","NULL","NULL","Order Received Time: 2020-12-12 05:22:06.909636000
Order Pickup Time: 2020-12-12 05:46:34.838854000","Delivered","USD",29.22,2.63,7.31,0.00,0.00,24.54,0.00,"1521574616",0.00,0.00
"05:45:12","2020-12-31","21:45:12","2020-12-30","2021-01-04 17:30:17.134517000","2021-01-04",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","759d5f82-5094-4fda-81f7-714e748f9213","=""748f9213""","NULL","NULL","Order Received Time: 2020-12-31 05:24:39.514228000
Order Pickup Time: 2020-12-31 05:45:12.738147000","Delivered","USD",27.46,2.47,6.87,0.00,0.00,23.06,0.00,"1605111114",0.00,0.00
"05:44:29","2020-12-13","21:44:29","2020-12-12","2020-12-16 08:31:55.399434000","2020-12-16",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","5e5592f2-6317-4dd9-8c8a-09f1d26191cd","=""d26191cd""","NULL","NULL","Order Received Time: 2020-12-13 05:10:55.988397000
Order Pickup Time: 2020-12-13 05:44:29.662840000","Delivered","USD",39.22,3.53,9.81,0.00,0.00,32.94,0.00,"1526583973",0.00,0.00
"05:43:36","2020-12-21","21:43:36","2020-12-20","2020-12-24 08:31:54.302030000","2020-12-24",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","bd592688-7978-49a6-9d7a-7b3857e8fafc","=""57e8fafc""","NULL","NULL","Order Received Time: 2020-12-21 05:25:20.717331000
Order Pickup Time: 2020-12-21 05:43:36.877156000","Delivered","USD",14.98,1.35,3.75,0.00,0.00,12.58,0.00,"1564081611",0.00,0.00
"05:43:24","2020-12-20","21:43:24","2020-12-19","2020-12-23 08:31:53.072480000","2020-12-23",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","6e30b1b1-205d-484a-be5e-663f31389ee0","=""31389ee0""","NULL","NULL","Order Received Time: 2020-12-20 05:23:44.338292000
Order Pickup Time: 2020-12-20 05:43:24.962270000","Delivered","USD",71.96,6.48,17.99,0.00,0.00,60.45,0.00,"1559572398",0.00,0.00
"05:43:19","2020-12-29","21:43:19","2020-12-28","2021-01-01 08:31:52.583481000","2021-01-01",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","7ae2cf8a-2196-42fc-b202-1a6d422a658e","=""422a658e""","NULL","NULL","Order Received Time: 2020-12-29 05:26:05.410233000
Order Pickup Time: 2020-12-29 05:43:19.936607000","Delivered","USD",30.97,2.79,7.74,0.00,0.00,26.02,0.00,"1595897629",0.00,0.00
"05:42:32","2020-12-11","21:42:32","2020-12-10","2020-12-14 08:32:13.418132000","2020-12-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","201e2c7a-8d51-41f5-95de-375818c8f6bd","=""18c8f6bd""","NULL","NULL","Order Received Time: 2020-12-11 05:22:44.419695000
Order Pickup Time: 2020-12-11 05:42:32.915558000","Delivered","USD",30.97,2.79,7.74,0.00,0.00,26.02,0.00,"1515979873",0.00,0.00
"05:42:01","2020-12-21","21:42:01","2020-12-20","2020-12-24 08:31:54.302030000","2020-12-24",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","a1104ba9-6bea-4668-af5a-20e6b43b08ce","=""b43b08ce""","NULL","NULL","Order Received Time: 2020-12-21 05:21:31.777081000
Order Pickup Time: 2020-12-21 05:42:01.137064000","Delivered","USD",21.47,1.93,5.37,0.00,0.00,18.03,0.00,"1564079201",0.00,0.00
"05:40:45","2020-12-23","21:40:45","2020-12-22","2020-12-28 08:32:11.841670000","2020-12-28",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","dedaf42e-838f-4902-8951-1c5f16043872","=""16043872""","NULL","NULL","Order Received Time: 2020-12-23 05:25:45.220758000
Order Pickup Time: 2020-12-23 05:40:45.171326000","Delivered","USD",20.98,1.89,5.25,0.00,0.00,17.62,0.00,"1572744186",0.00,0.00
"05:40:41","2020-12-15","21:40:41","2020-12-14","2020-12-18 08:31:54.461071000","2020-12-18",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","84389e57-330a-4583-ac55-1492dbb2a1ee","=""dbb2a1ee""","NULL","NULL","Order Received Time: 2020-12-15 05:17:25.151686000
Order Pickup Time: 2020-12-15 05:40:41.284647000","Delivered","USD",16.49,1.48,4.12,0.00,0.00,13.85,0.00,"1535352088",0.00,0.00
"05:40:01","2020-12-14","21:40:01","2020-12-13","2020-12-17 08:31:45.848170000","2020-12-17",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","75a51fd0-791c-4f7f-9a02-52ef12cb6d8f","=""12cb6d8f""","NULL","NULL","Order Received Time: 2020-12-14 05:13:48.932932000
Order Pickup Time: 2020-12-14 05:40:01.675405000","Delivered","USD",39.95,3.60,9.99,0.00,0.00,33.56,0.00,"1531239118",0.00,0.00
"05:39:56","2021-01-01","21:39:56","2020-12-31","2021-01-04 17:30:17.134517000","2021-01-04",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","345b6410-8617-429c-955d-a1dd67877473","=""67877473""","NULL","NULL","Order Received Time: 2021-01-01 05:17:13.626072000
Order Pickup Time: 2021-01-01 05:39:56.037613000","Delivered","USD",18.57,1.67,4.64,0.00,0.00,15.60,0.00,"1609964894",0.00,0.00
"05:39:50","2020-12-10","21:39:50","2020-12-09","2020-12-14 08:32:13.418132000","2020-12-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","c82f3199-3cc6-4b6a-b305-128897fb7f92","=""97fb7f92""","NULL","NULL","Order Received Time: 2020-12-10 05:19:33.603151000
Order Pickup Time: 2020-12-10 05:39:50.837037000","Delivered","USD",29.46,2.65,7.37,0.00,0.00,24.74,0.00,"1511381629",0.00,0.00
"05:39:30","2020-12-18","21:39:30","2020-12-17","2020-12-21 08:32:11.155940000","2020-12-21",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","58b5c150-edb8-4a48-99b2-7b961a6a3c40","=""1a6a3c40""","NULL","NULL","Order Received Time: 2020-12-18 05:15:13.150548000
Order Pickup Time: 2020-12-18 05:39:30.280314000","Delivered","USD",36.72,3.30,9.18,0.00,0.00,30.84,0.00,"1549005018",0.00,0.00
"05:39:28","2020-12-10","21:39:28","2020-12-09","2020-12-14 08:32:13.418132000","2020-12-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","6d7148ba-3607-4441-88e9-286ed9aae790","=""d9aae790""","NULL","NULL","Order Received Time: 2020-12-10 05:18:43.539602000
Order Pickup Time: 2020-12-10 05:39:28.555333000","Delivered","USD",17.72,1.59,4.43,0.00,0.00,14.88,0.00,"1511381038",0.00,0.00
"05:39:14","2020-12-14","21:39:14","2020-12-13","2020-12-17 08:31:45.848170000","2020-12-17",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","36ef87a2-7eb6-45a3-911c-34e653df9e85","=""53df9e85""","NULL","NULL","Order Received Time: 2020-12-14 05:18:03.900499000
Order Pickup Time: 2020-12-14 05:39:14.733127000","Delivered","USD",35.97,3.24,8.99,0.00,0.00,30.22,0.00,"1531237928",0.00,0.00
"05:39:09","2020-12-09","21:39:09","2020-12-08","2020-12-14 08:32:13.418132000","2020-12-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","bd6ee417-630e-44ad-889b-526da69e0dca","=""a69e0dca""","NULL","NULL","Order Received Time: 2020-12-09 05:21:39.777722000
Order Pickup Time: 2020-12-09 05:39:09.106401000","Delivered","USD",22.15,1.99,5.54,0.00,0.00,18.60,0.00,"1506978078",0.00,0.00
"05:38:02","2020-12-04","21:38:02","2020-12-03","2020-12-07 08:32:41.018266000","2020-12-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","4e897766-fc7f-48f3-934e-d56b78d2573d","=""78d2573d""","NULL","NULL","Order Received Time: 2020-12-04 05:11:05.317146000
Order Pickup Time: 2020-12-04 05:38:02.902384000","Delivered","USD",11.49,1.03,2.87,0.00,0.00,9.65,0.00,"1484110219",0.00,0.00
