"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"9/5/2022 14:28:57","32.29","2.5","0","0","34.79","cash","pickup"
"9/9/2022 20:06:19","37.77","3.16","2.99","6.59","50.51","credit_card","delivery"
"9/15/2022 15:59:38","22.33","1.73","0","0","24.06","cash","pickup"
"9/22/2022 22:14:18","30.86","2.62","2.99","5.47","41.94","credit_card","delivery"
"9/23/2022 22:49:20","66.46","5.15","0","0","71.61","cash","pickup"
"9/24/2022 15:20:31","25.17","1.95","0","2","29.12","credit_card","pickup"
"9/27/2022 15:43:15","12.59","0.98","0","0","13.57","cash","pickup"
"9/28/2022 00:16:52","29.42","2.28","0","0","31.7","cash","pickup"
"9/28/2022 22:01:05","25.96","2.01","0","0","27.97","credit_card","pickup"
"9/28/2022 23:11:14","25.99","2.01","0","4.2","32.2","credit_card","pickup"
"Total","308.84","24.39","5.98","18.26","357.47","",""
"","","","","","","",""
"All Orders","357.47","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","181.74","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","20.89","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","160.85","","(you will receive a check for this amount in 3-4 days)","","","",""
