"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"8/6/2022 16:35:15","16.79","1.53","2.99","3.2","24.51","credit_card","delivery"
"8/9/2022 21:06:28","27.79","2.15","0","0","29.94","cash","pickup"
"8/17/2022 20:08:51","63.32","5.14","2.99","10.72","82.17","credit_card","delivery"
"8/21/2022 20:13:49","63.44","4.92","0","0","68.36","credit_card","pickup"
"8/23/2022 21:35:48","87.41","6.77","0","14.13","108.31","credit_card","pickup"
"8/25/2022 20:58:05","33.26","2.58","0","5.38","41.22","credit_card","pickup"
"8/26/2022 21:29:39","44.86","3.48","0","0","48.34","cash","pickup"
"8/28/2022 00:30:09","28.93","2.24","0","4.68","35.85","credit_card","pickup"
"Total","365.8","28.81","5.98","38.11","438.7","",""
"","","","","","","",""
"All Orders","438.7","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","360.42","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","29.1","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","331.32","","(you will receive a check for this amount in 3-4 days)","","","",""
