,,Ameci Pi]｝a & Pasｗa - Lake Foresｗ,,,,,
,,,,SWaｕｗ Daｗe,,3/1/2021,
,,,,,Eｑd Daｗe,4/1/2021,
,,,,Pｕeｓaid Tｒｗal,,$ 24.８；,
,,,,Ta｛eｖ Wiｗhheld,,$43.14,
,Oｕdeｕｖ,Sｘbｗｒｗal,Ta｛,Deliｙeｕ｜,Tiｓ,,Tｒｗal
Caｕd,20,$372.22,$0.00,$62.00,$90.36,$524.58,
Caｖh,0,$0.00,$0.00,$0.00,,-,$0.00
Tｒｗal,20,$372.22,$0.00,$62.00,$90.36,$524.58,
,,Chaｕge,,,,,Nｒｗe
PUeｓaｌd Tｒｗaｏ,,$524.58,,,,,
CommiVｖion (Comm),,($65.15),,,,,
Proceｖｖing (Proc),,($24.34),,,,,
Tｒｗaｏ Cｋaｕｊeｖ,,($89.49),,,,,
3/1/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
11:24 AM,Deliｙer｜,CARD,26330343,$4.32,$22.79,$1.10,$2.71
3/2/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
11:37 AM,Deliｙer｜,CARD,26346058,$4.76,$24.82,$1.17,$2.99
3/4/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
12:03 PM,Deliｙer｜,CARD,26381716,$4.00,$23.56,$1.12,$2.90
3/5/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
11:06 AM,Deliｙer｜,CARD,26400728,$3.70,$23.26,$1.11,$2.90
3/6/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
2:09 PM,Deliｙer｜,CARD,26429227,$4.35,$22.91,$1.10,$2.72
3/8/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
11:36 AM,Deliｙer｜,CARD,26467457,$4.00,$22.77,$1.10,$2.76
3/10/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
11:44 AM,Deliｙer｜,CARD,26500285,$4.41,$23.18,$1.11,$2.76
3/11/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
11:40 AM,Deliｙer｜,CARD,26518684,$4.41,$23.18,$1.11,$2.76
3/14/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
3:27 PM,DeliYer｜,CARD,26595010,$4.33,$22.81,$1.10,$2.71
3/15/2021,,,ID,TiS,Tｒｗal,Pｕｒc,Cｒmm
1:12 PM,Deliｙer｜,CARD,26610656,$4.00,$23.27,$1.11,$2.85
3/17/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
1:06 PM,Deliｙer｜,CARD,26648992,$4.00,$22.77,$1.10,$2.76
3/18/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
12:40 PM,Deliｙer｜,CARD,26671001,$4.41,$23.18,$1.11,$2.76
3/19/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
11:27 AM,Deliｙer｜,CARD,26693333,$4.41,$23.18,$1.11,$2.76
3/20/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
6:09 PM,Deliｙer｜,CARD,26736682,$6.15,$52.13,$2.12,$7.17
3/24/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
12:07 PM,Deliｙer｜,CARD,26804725,$4.41,$23.18,$1.11,$2.76
3/26/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
12:41 PM,Deliｙer｜,CARD,26847674,$4.41,$23.18,$1.11,$2.76
3/28/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
12:35 PM,Deliｙer｜,CARD,26898850,$5.15,$26.62,$1.23,$3.23
3/29/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
11:17 AM,Deliｙer｜,CARD,26918184,$4.41,$23.18,$1.11,$2.76
3/30/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
12:33 PM,Deliｙer｜,CARD,26936730,$4.41,$23.18,$1.11,$2.76
3/31/2021,,,ID,Tiｓ,Tｒｗal,Pｕｒc,Cｒmm
6:25 PM,Deliｙer｜,CARD,26967774,$6.32,$51.43,$2.10,$7.37
,PKｒｑｈ: (866) 654-8777,,Eｐaｌｏ: ｖｘｓｓｒｕｗ@ｈaｗｖｗｕｈｈｗ.cｒｐ,,,,
