Store ID,Store Name,Business ID,Merchant Store ID,Payout Date,Currency,Subtotal,Tax Subtotal,Commission,Commission Tax,Drive Charge,Marketing Fees,Tips,Error Charges,Adjustments,Total Before Adjustments,Net Payout,Transactions Start Local Date,Transactions End Local Date,Transactions Start UTC Date,Transactions End UTC Date,Payout ID,Payout Status,Tax Remitted by DoorDash to State
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-28,USD,1330.96,103.14,190.7,0.0,0.0,8.91,0.0,0.0,0.0,1234.49,1234.49,2022-02-22,2022-02-24,2022-02-22,2022-02-25,205412144,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-25,USD,397.29,30.79,57.29,0.0,0.0,1.98,0.0,0.0,0.0,368.81,368.81,2022-02-21,2022-02-21,2022-02-21,2022-02-22,205327080,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-24,USD,722.06,55.96,106.61,0.0,0.0,3.96,8.25,3.71,0.0,671.99,671.99,2022-02-20,2022-02-20,2022-02-20,2022-02-21,204968808,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-23,USD,845.71,65.51,153.57,0.0,0.0,6.93,0.0,0.0,0.0,750.72,750.72,2022-02-19,2022-02-19,2022-02-19,2022-02-20,204910912,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-22,USD,712.56,55.23,103.66,0.0,0.0,4.95,0.0,0.0,0.0,659.18,659.18,2022-02-18,2022-02-18,2022-02-18,2022-02-19,204857386,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-21,USD,1286.44,99.68,185.26,0.0,0.0,3.96,4.59,9.01,0.0,1192.48,1192.48,2022-02-15,2022-02-17,2022-02-15,2022-02-18,203872599,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-18,USD,752.68,58.34,109.77,0.0,0.0,7.92,0.0,0.0,0.0,693.33,693.33,2022-02-14,2022-02-14,2022-02-14,2022-02-15,203788503,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-17,USD,936.53,72.57,136.76,0.0,0.0,11.88,0.0,2.09,0.0,858.37,858.37,2022-02-13,2022-02-13,2022-02-13,2022-02-14,203431135,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-16,USD,787.49,61.04,110.07,0.0,0.0,4.95,5.49,3.02,0.0,735.98,735.98,2022-02-12,2022-02-12,2022-02-12,2022-02-13,203359629,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-15,USD,726.04,56.25,108.91,0.0,0.0,4.95,0.0,0.0,0.0,668.43,668.43,2022-02-11,2022-02-11,2022-02-11,2022-02-12,203334956,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-14,USD,1246.06,96.55,182.19,0.0,0.0,7.92,11.35,13.91,0.0,1149.94,1149.94,2022-02-08,2022-02-10,2022-02-08,2022-02-11,202321658,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-11,USD,345.13,26.76,51.79,0.0,0.0,1.98,0.0,0.0,0.0,318.12,318.12,2022-02-07,2022-02-07,2022-02-07,2022-02-08,202237022,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-10,USD,696.2,53.95,100.09,0.0,0.0,4.95,0.0,0.0,0.0,645.11,645.11,2022-02-06,2022-02-06,2022-02-06,2022-02-07,201879946,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-09,USD,989.94,76.73,141.58,0.0,0.0,12.87,0.0,0.0,0.0,912.22,912.22,2022-02-05,2022-02-05,2022-02-05,2022-02-06,201808745,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-08,USD,904.82,70.1,130.97,0.0,0.0,4.95,0.0,26.64,0.0,812.36,812.36,2022-02-04,2022-02-04,2022-02-04,2022-02-05,201769644,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-07,USD,1118.41,86.67,163.77,0.0,0.0,5.94,3.92,0.0,0.0,1039.29,1039.29,2022-02-01,2022-02-03,2022-02-01,2022-02-04,200738114,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-04,USD,349.03,27.06,52.36,0.0,0.0,2.97,0.0,0.0,0.0,320.76,320.76,2022-01-31,2022-01-31,2022-01-31,2022-02-01,200649836,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-03,USD,795.37,61.62,115.41,0.0,0.0,5.94,0.0,3.02,0.0,732.62,732.62,2022-01-30,2022-01-30,2022-01-30,2022-01-31,200288226,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-02,USD,979.66,75.93,141.37,0.0,0.0,8.91,4.73,14.6,0.0,895.44,895.44,2022-01-29,2022-01-29,2022-01-29,2022-01-30,200227158,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-02-01,USD,715.39,55.45,113.53,0.0,0.0,6.93,0.0,0.0,0.0,650.38,650.38,2022-01-28,2022-01-28,2022-01-28,2022-01-29,200190625,paid,0.0
