,,,,,,,4800000500763
MERCHANT STATEMENT,,,,,PROCESSING MONTH: APR 2021,,
WORLDPAY INTEGRATED PAYMENTS,,,,,MERCHANT NBR:,4800000500763,
8500 GOVERNORS HILL DR MD 1GH2X2,,,,,,,PAGE 1 of 3
"SYMMES TOWNSHIP, OH 45249",,,,,,,
FOR CUSTOMER SERVICE CALL 1-800-846-4472,,,,,,,
DBA NAME: AMECIS PIZZA LAKE FOREST,,,,,,,
,,,,Attention: SAID HAIDREY,,,
,,,,SAHA PIZZA INC,,,
,,,,25431 TRABUCO RD,,,
,,,,"LAKE FOREST, CA 92630",,,
DEPOSIT SUMMARY,,,,,,,
Process Date,Number Sales,Net Sales,Adjustments,Chargebacks,Disc,3rd Party Funded,Net Deposits
01-Apr,30,"1,084.74",0.00,0.00,0.00,0.00,"1,084.74"
02-Apr,41,"1,344.09",0.00,0.00,0.00,0.00,"1,344.09"
03-Apr,63,"1,919.71",0.00,0.00,0.00,0.00,"1,919.71"
04-Apr,56,"2,356.99",0.00,0.00,0.00,0.00,"2,356.99"
05-Apr,46,"1,840.25",0.00,0.00,0.00,0.00,"1,840.25"
06-Apr,29,917.08,0.00,0.00,0.00,0.00,917.08
07-Apr,19,725.27,0.00,0.00,0.00,0.00,725.27
08-Apr,35,"1,079.62",0.00,0.00,0.00,0.00,"1,079.62"
09-Apr,42,"1,244.07",0.00,0.00,0.00,0.00,"1,244.07"
10-Apr,58,"1,961.35",0.00,0.00,0.00,0.00,"1,961.35"
11-Apr,58,"1,999.47",0.00,0.00,0.00,0.00,"1,999.47"
11-Apr,1,9.57,-9.57,0.00,0.00,0.00,0.00
12-Apr,1,-9.57,0.00,0.00,0.00,0.00,-9.57
12-Apr,38,"1,272.85",0.00,0.00,0.00,0.00,"1,272.85"
13-Apr,20,539.20,0.00,0.00,0.00,0.00,539.20
14-Apr,29,937.01,0.00,0.00,0.00,0.00,937.01
15-Apr,37,"1,245.18",0.00,0.00,0.00,0.00,"1,245.18"
16-Apr,35,"1,381.32",0.00,0.00,0.00,0.00,"1,381.32"
17-Apr,62,"2,039.15",0.00,0.00,0.00,0.00,"2,039.15"
18-Apr,56,"1,951.82",0.00,0.00,0.00,0.00,"1,951.82"
19-Apr,52,"1,866.54",0.00,0.00,0.00,0.00,"1,866.54"
20-Apr,27,855.72,0.00,0.00,0.00,0.00,855.72
21-Apr,24,946.72,0.00,0.00,0.00,0.00,946.72
22-Apr,31,"1,005.56",0.00,0.00,0.00,0.00,"1,005.56"
23-Apr,37,"1,361.35",0.00,0.00,0.00,0.00,"1,361.35"
"American Express does not charge ""interchange."" For Amex, this amount is the percentage fee applicable to your Amex card",,,,,,,
transactions.,,,,,,,

MERCHANT NBR: 4800000500763,,,,,,,,MERCHANT STATEMENT,,
DBA: AMECIS PIZZA LAKE FOREST,,,,,,,,,,PAGE 2 of 3
,,,,,,,,,,"April 30, 2021"
Process Date,Number Sales,Net Sales,,Adjustments,Chargebacks,,Disc,3rd Party Funded,,Net Deposits
24-Apr,72,"2,507.35",,0.00,,0.00,0.00,,0.00,"2,507.35"
25-Apr,45,"1,640.20",,0.00,,0.00,0.00,,0.00,"1,640.20"
26-Apr,67,"2,712.09",,0.00,,0.00,0.00,,0.00,"2,712.09"
27-Apr,34,"1,108.67",,0.00,,0.00,0.00,,0.00,"1,108.67"
28-Apr,22,,708.42,0.00,,0.00,0.00,,0.00,708.42
29-Apr,31,"1,126.71",,0.00,,0.00,0.00,,0.00,"1,126.71"
30-Apr,36,"1,026.35",,0.00,,0.00,0.00,,0.00,"1,026.35"
"Deposits Total
ADJUSTMENT DETAIL","1,234","42,704.85",,-9.57,,0.00,0.00,,0.00,"42,695.28"
Date,Batch Amount,,Reason,,,,,,,Amount
11-Apr,,9.57,Batch Review,,,,,,,9.57
PROCESSING ACTIVITY SUMMARY,,,,,,,Total Adjustments,,,9.57
Card Type,"Settled
Sales",,"Amount of
Sales","Settled
Credits","Amount of
Credits","Amount of
Net Sales","Average
Ticket","Settled
Per
Item*","Disc
Rate","Processing
Fees"
AMEXOPTBLUE,50,,"2,043.03",0,0.00,"2,043.03",40.86,0.0500,0.7000,16.81
DISCOVER,14,,456.57,0,0.00,456.57,32.61,0.0000,1.9000,8.68
MASTERCARD,103,,"3,628.46",1,9.57,"3,618.89",35.23,0.0000,1.9000,69.12
MCDEBIT,45,,"1,727.86",0,0.00,"1,727.86",38.40,0.0000,1.7500,30.24
MCDEBITCAP,128,,"4,424.25",0,0.00,"4,424.25",34.56,0.0000,1.7500,77.42
VISA,292,,"11,062.70",0,0.00,"11,062.70",37.89,0.0000,1.9000,210.20
VISADEBIT,98,,"3,196.19",0,0.00,"3,196.19",32.61,0.0000,1.7500,55.93
VISADEBITCAP,502,,"16,165.79",0,0.00,"16,165.79",32.20,0.0000,1.7500,282.91
"Total 1,232 42,704.85 1 9.57 42,695.28 34.66
* For processor per item fee charged on transaction types other than settled transactions, see Other Fees section below.
OTHER FEES",,,,,,,,,,751.31
Number,Amount,Description,,,,,,Rate,,Total
52,,"PROCESSOR PER ITEM FEE - AUTHORIZATIONS, AX",,,,,,0.0600,,3.12
14,,DISCOVER NETWORK AUTHORIZATION FEE,,,,,,0.0025,,0.04
,31.48,MASTERCARD CROSS BORDER US - 6959,,,,,,0.6000,,0.19
,31.48,MC ACQ POS PROGRAM SUPPORT,,,,,,0.8500,,0.27
,"4,214.88",MC DIGITAL ENABLEMENT FEE,,,,,,0.0100,,0.42
276,,MC FILE TRANSMISSION FEE - 6957,,,,,,0.0022,,0.61
286,,MC NABU FEE,,,,,,0.0195,,5.58
1,,OMNISHIELDASSURE,,,,,,9.9500,,9.95
1,,SIGNATURE MERCHANT LOCATION FEE,,,,,,2.5000,,2.50
302,,VISA ACQUIRER PROCESSING FEE,,,,,,0.0195,,5.89
1,,VISA APF SIG CREDIT AUTH REV,,,,,,0.0195,,0.02
617,,VISA APF SIG DEBIT,,,,,,0.0155,,9.56
3,,VISA APF SIGNATURE DEBIT INTER,,,,,,0.0355,,0.11
923,,VISA BASE II TRAN FEE,,,,,,0.0020,,1.85
"American Express does not charge ""interchange."" For Amex, this amount is the percentage fee applicable to your Amex card",,,,,,,,,,
transactions.,,,,,,,,,,

MERCHANT NBR: 4800000500763,,,MERCHANT STATEMENT,
DBA: AMECIS PIZZA LAKE FOREST,,,,PAGE 3 of 3
,,,,"April 30, 2021"
Number,Amount,Description,Rate,Total
32,,VISA CREDIT TRANSACTION INTEGRITY FEE,0.1000,3.20
56,,VISA DEBIT TRANSACTION INTEGRITY FEE,0.1000,5.60
4,,VISA MISUSE FEE,0.0900,0.36
,,,Total Other Fees,49.27
TOTAL FEES,,,,
Processing Fees,,,,751.31
Interchange Fees,,,,0.00
"Other Fees
Discount Collected",,,,"49.27
0.00"
Total Fees,,,,800.58
"American Express does not charge ""interchange."" For Amex, this amount is the percentage fee applicable to your Amex card",,,,
transactions.,,,,
