"TIMESTAMP_UTC_TIME","TIMESTAMP_UTC_DATE","TIMESTAMP_LOCAL_TIME","TIMESTAMP_LOCAL_DATE","PAYOUT_TIME","PAYOUT_DATE","STORE_ID","BUSINESS_ID","STORE_NAME","MERCHANT_STORE_ID","TRANSACTION_TYPE","TRANSACTION_ID","DOORDASH_ORDER_ID","MERCHANT_DELIVERY_ID","EXTERNAL_ID","DESCRIPTION","FINAL_ORDER_STATUS","CURRENCY","SUBTOTAL","TAX_SUBTOTAL","COMMISSION","COMMISSION_TAX_AMOUNT","MARKETING_FEES","STAFF_TIP","CREDIT","DEBIT","DOORDASH_TRANSACTION_ID","PAYOUT_ID","DRIVE_CHARGE","TAX_REMITTED_BY_DOORDASH_TO_STATE"
"07:31:26","2021-04-01","00:31:26","2021-04-01","2021-04-01 07:31:26.535147000","2021-04-01",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","PAYOUT","132912731","NULL","N/A","N/A","NULL","N/A","USD",895.15,0.00,0.00,0.00,0.00,0.00,0.00,895.15,"NULL",132912731,0.00,0.00
"19:28:27","2021-04-01","12:28:27","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","069b2034-96bb-49e3-9fed-a6ad84e56c67","=""84e56c67""","NULL","NULL","Order Received Time: 2021-04-01 19:05:20.402634000
Order Pickup Time: 2021-04-01 19:28:27.851553000","Delivered","USD",21.98,1.98,5.50,0.00,0.00,0.00,18.46,0.00,"2061577512",133306900,0.00,0.00
"19:33:40","2021-04-01","12:33:40","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","9e624aa6-5fb4-43aa-83a1-aec83f6dfcd7","=""3f6dfcd7""","NULL","NULL","Order Received Time: 2021-04-01 18:10:44.222792000
Order Pickup Time: 2021-04-01 19:33:40.649777000","Picked Up","USD",13.78,1.24,2.07,0.00,0.00,0.00,12.95,0.00,"2061606580",133306900,0.00,0.00
"19:48:12","2021-04-01","12:48:12","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","705a2c8e-fae6-453a-a37f-f5a9608799e6","=""608799e6""","NULL","NULL","Order Received Time: 2021-04-01 19:30:36.097702000
Order Pickup Time: 2021-04-01 19:48:12.815985000","Delivered","USD",25.97,2.34,6.49,0.00,0.00,0.00,21.82,0.00,"2061683487",133306900,0.00,0.00
"21:25:44","2021-04-01","14:25:44","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","35c241e9-6168-47d1-9308-9ae2778ddf12","=""778ddf12""","NULL","NULL","Order Received Time: 2021-04-01 20:59:57.111763000
Order Pickup Time: 2021-04-01 21:25:44.414587000","Delivered","USD",34.46,3.10,8.62,0.00,0.00,0.00,28.94,0.00,"2062198003",133306900,0.00,0.00
"22:23:55","2021-04-01","15:23:55","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","328c7889-23de-4ca4-bcd7-ce57c3774dd4","=""c3774dd4""","NULL","NULL","Order Received Time: 2021-04-01 22:03:03.978040000
Order Pickup Time: 2021-04-01 22:23:55.172458000","Delivered","USD",16.98,1.53,4.25,0.00,0.00,0.00,14.26,0.00,"2062554665",133306900,0.00,0.00
"00:05:31","2021-04-02","17:05:31","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","7466c654-0d98-434d-80fb-82894864273f","=""4864273f""","NULL","NULL","Order Received Time: 2021-04-01 23:46:43.793483000
Order Pickup Time: 2021-04-02 00:05:31.759163000","Delivered","USD",24.77,2.23,6.19,0.00,0.00,0.00,20.81,0.00,"2063333584",133306900,0.00,0.00
"00:52:17","2021-04-02","17:52:17","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","e35ed688-3fec-48cb-8bd1-c57559b90b0f","=""59b90b0f""","NULL","NULL","Order Received Time: 2021-04-02 00:35:59.894674000
Order Pickup Time: 2021-04-02 00:52:17.343802000","Delivered","USD",22.58,2.03,5.65,0.00,0.00,0.00,18.96,0.00,"2063714587",133306900,0.00,0.00
"00:56:29","2021-04-02","17:56:29","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","bdd49c3f-7d96-4fcc-b7a1-ecb0cc25cb70","=""cc25cb70""","NULL","NULL","Order Received Time: 2021-04-02 00:33:05.556536000
Order Pickup Time: 2021-04-02 00:56:29.308964000","Delivered","USD",34.95,3.15,8.74,0.00,0.00,0.00,29.36,0.00,"2063747692",133306900,0.00,0.00
"01:29:09","2021-04-02","18:29:09","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","503e97fe-7c4f-4c87-ab8c-86d29d8e0397","=""9d8e0397""","NULL","NULL","Order Received Time: 2021-04-02 01:01:05.598769000
Order Pickup Time: 2021-04-02 01:29:09.966636000","Delivered","USD",38.74,3.49,9.69,0.00,0.00,0.00,32.54,0.00,"2063998941",133306900,0.00,0.00
"01:42:38","2021-04-02","18:42:38","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","6826f04d-20f9-46cf-b711-8958142d9649","=""142d9649""","NULL","NULL","Order Received Time: 2021-04-02 01:18:02.861538000
Order Pickup Time: 2021-04-02 01:42:38.506120000","Delivered","USD",62.53,5.63,15.63,0.00,0.00,0.00,52.53,0.00,"2064096836",133306900,0.00,0.00
"02:04:10","2021-04-02","19:04:10","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","e5dae244-ed4d-4eab-8b5b-c5ab492cc3c5","=""492cc3c5""","NULL","NULL","Order Received Time: 2021-04-02 01:33:04.881456000
Order Pickup Time: 2021-04-02 02:04:10.675443000","Delivered","USD",59.55,5.36,14.89,0.00,0.00,0.00,50.02,0.00,"2064243169",133306900,0.00,0.00
"02:04:17","2021-04-02","19:04:17","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","5e94eaa6-6aa1-4077-aba2-40f464038196","=""64038196""","NULL","NULL","Order Received Time: 2021-04-02 01:35:04.390934000
Order Pickup Time: 2021-04-02 02:04:17.296733000","Delivered","USD",23.98,2.16,6.00,0.00,0.00,0.00,20.14,0.00,"2064243337",133306900,0.00,0.00
"02:08:35","2021-04-02","19:08:35","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","33371310-dddd-4545-b01d-7ad0c4ddaba5","=""c4ddaba5""","NULL","NULL","Order Received Time: 2021-04-02 01:42:12.770034000
Order Pickup Time: 2021-04-02 02:08:35.974772000","Delivered","USD",28.97,2.61,7.24,0.00,0.00,0.00,24.34,0.00,"2064271493",133306900,0.00,0.00
"02:11:53","2021-04-02","19:11:53","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","888711d1-9fc0-4b0d-955c-192ced7010c0","=""ed7010c0""","NULL","NULL","Order Received Time: 2021-04-02 01:44:12.548807000
Order Pickup Time: 2021-04-02 02:11:53.083061000","Delivered","USD",62.40,5.62,15.60,0.00,0.00,0.00,52.42,0.00,"2064292548",133306900,0.00,0.00
"03:00:50","2021-04-02","20:00:50","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","bab74967-657b-4e5d-8d6a-cdc3e4215466","=""e4215466""","NULL","NULL","Order Received Time: 2021-04-02 02:41:01.487883000
Order Pickup Time: 2021-04-02 03:00:50.068364000","Delivered","USD",22.97,2.07,5.74,0.00,0.00,0.00,19.30,0.00,"2064569291",133306900,0.00,0.00
"03:15:51","2021-04-02","20:15:51","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","dbe7f184-14ad-4f02-bc25-ba8369081cc5","=""69081cc5""","NULL","NULL","Order Received Time: 2021-04-02 02:47:00.445415000
Order Pickup Time: 2021-04-02 03:15:51.881362000","Delivered","USD",16.32,1.47,4.08,0.00,0.00,0.00,13.71,0.00,"2064641575",133306900,0.00,0.00
"03:17:02","2021-04-02","20:17:02","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","354c1b61-31fb-4082-997b-ce5a8d015264","=""8d015264""","NULL","NULL","Order Received Time: 2021-04-02 02:50:31.125951000
Order Pickup Time: 2021-04-02 03:17:02.212190000","Delivered","USD",45.96,4.14,11.49,0.00,0.00,0.00,38.61,0.00,"2064646934",133306900,0.00,0.00
"03:42:25","2021-04-02","20:42:25","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","b09bd24a-717c-4cfa-ab67-0be8f9524def","=""f9524def""","NULL","NULL","Order Received Time: 2021-04-02 03:17:40.178112000
Order Pickup Time: 2021-04-02 03:42:25.472117000","Delivered","USD",18.52,1.67,4.63,0.00,0.00,0.00,15.56,0.00,"2064751882",133306900,0.00,0.00
"03:43:58","2021-04-02","20:43:58","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","2de00fdd-a5bf-46c8-93ec-52e86058eff4","=""6058eff4""","NULL","NULL","Order Received Time: 2021-04-02 03:21:25.218902000
Order Pickup Time: 2021-04-02 03:43:58.277963000","Delivered","USD",27.45,2.47,6.86,0.00,0.00,0.00,23.06,0.00,"2064757639",133306900,0.00,0.00
"03:57:10","2021-04-02","20:57:10","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","0dd7c4d0-ab5a-4fe2-953c-4977c3a59f2f","=""c3a59f2f""","NULL","NULL","Order Received Time: 2021-04-02 03:38:00.570775000
Order Pickup Time: 2021-04-02 03:57:10.128200000","Delivered","USD",36.96,3.33,9.24,0.00,0.00,0.00,31.05,0.00,"2064804414",133306900,0.00,0.00
"04:45:40","2021-04-02","21:45:40","2021-04-01","2021-04-05 07:35:13.269089000","2021-04-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","3af534b8-a372-44b0-a600-2feb82aa3410","=""82aa3410""","NULL","NULL","Order Received Time: 2021-04-02 04:25:53.602206000
Order Pickup Time: 2021-04-02 04:45:40.986219000","Delivered","USD",17.48,1.57,4.37,0.00,0.00,0.00,14.68,0.00,"2064944109",133306900,0.00,0.00
"07:33:02","2021-04-02","00:33:02","2021-04-02","2021-04-02 07:33:02.133882000","2021-04-02",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","PAYOUT","133232835","NULL","N/A","N/A","NULL","N/A","USD",416.27,0.00,0.00,0.00,0.00,0.00,0.00,416.27,"NULL",133232835,0.00,0.00
"18:50:23","2021-04-02","11:50:23","2021-04-02","2021-04-06 07:31:15.131736000","2021-04-06",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","60504d48-b082-4d83-8974-f294338d6d68","=""338d6d68""","NULL","NULL","Order Received Time: 2021-04-02 18:28:15.259432000
Order Pickup Time: 2021-04-02 18:50:23.560445000","Delivered","USD",33.57,3.02,8.39,0.00,0.00,0.00,28.20,0.00,"2066691152",134284396,0.00,0.00
"19:49:44","2021-04-02","12:49:44","2021-04-02","2021-04-06 07:31:15.131736000","2021-04-06",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","f6232fb9-0a7d-4cdb-a24c-64180fc68335","=""0fc68335""","NULL","NULL","Order Received Time: 2021-04-02 19:31:56.727702000
Order Pickup Time: 2021-04-02 19:49:44.913530000","Delivered","USD",16.98,1.53,4.25,0.00,0.00,0.00,14.26,0.00,"2067022793",134284396,0.00,0.00
"20:32:18","2021-04-02","13:32:18","2021-04-02","2021-04-06 07:31:15.131736000","2021-04-06",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","4b97d66f-cecc-4df7-a6fb-f72343213480","=""43213480""","NULL","NULL","Order Received Time: 2021-04-02 20:17:25.274487000
Order Pickup Time: 2021-04-02 20:32:18.371924000","Delivered","USD",19.99,1.80,5.00,0.00,0.00,0.00,16.79,0.00,"2067251122",134284396,0.00,0.00
"21:06:17","2021-04-02","14:06:17","2021-04-02","2021-04-06 07:31:15.131736000","2021-04-06",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","252cd1da-0052-4030-a0ec-518be28282ed","=""e28282ed""","NULL","NULL","Order Received Time: 2021-04-02 20:51:08.825641000
Order Pickup Time: 2021-04-02 21:06:17.616918000","Delivered","USD",23.97,2.16,5.99,0.00,0.00,0.00,20.14,0.00,"2067435249",134284396,0.00,0.00
"22:59:03","2021-04-02","15:59:03","2021-04-02","2021-04-06 07:31:15.131736000","2021-04-06",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","3a868dd8-e1e6-405a-b1d1-0f926fd3f341","=""6fd3f341""","NULL","NULL","Order Received Time: 2021-04-02 22:42:27.364219000
Order Pickup Time: 2021-04-02 22:59:03.649758000","Delivered","USD",21.98,1.98,5.50,0.00,0.00,0.00,18.46,0.00,"2068198191",134284396,0.00,0.00
"23:45:25","2021-04-02","16:45:25","2021-04-02","2021-04-06 07:31:15.131736000","2021-04-06",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","13b38014-fed1-42df-9d3b-f8baf771937a","=""f771937a""","NULL","NULL","Order Received Time: 2021-04-02 23:30:22.750756000
Order Pickup Time: 2021-04-02 23:45:25.395353000","Delivered","USD",31.47,2.83,7.87,0.00,0.00,0.00,26.43,0.00,"2068575133",134284396,0.00,0.00
"00:20:46","2021-04-03","17:20:46","2021-04-02","2021-04-06 07:31:15.131736000","2021-04-06",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","d0791e0c-3700-4c06-a7bb-3093005f27f8","=""005f27f8""","NULL","NULL","Order Received Time: 2021-04-03 00:03:09.869369000
Order Pickup Time: 2021-04-03 00:20:46.880945000","Delivered","USD",31.97,2.88,7.99,0.00,0.00,0.00,26.86,0.00,"2068883712",134284396,0.00,0.00
"00:27:48","2021-04-03","17:27:48","2021-04-02","2021-04-06 07:31:15.131736000","2021-04-06",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","f4a3e86c-1837-499e-a64f-7d6bf85bbe42","=""f85bbe42""","NULL","NULL","Order Received Time: 2021-04-03 00:12:57.632885000
Order Pickup Time: 2021-04-03 00:27:48.574952000","Delivered","USD",39.76,3.58,9.94,0.00,0.00,0.00,33.40,0.00,"2068945233",134284396,0.00,0.00
"01:12:43","2021-04-03","18:12:43","2021-04-02","2021-04-06 07:31:15.131736000","2021-04-06",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","8c75e2a6-311c-4b12-a041-ddd57cd8fffa","=""7cd8fffa""","NULL","NULL","Order Received Time: 2021-04-03 00:56:33.732187000
Order Pickup Time: 2021-04-03 01:12:43.417284000","Delivered","USD",20.73,1.87,5.18,0.00,0.00,0.00,17.42,0.00,"2069332905",134284396,0.00,0.00
"01:31:22","2021-04-03","18:31:22","2021-04-02","2021-04-06 07:31:15.131736000","2021-04-06",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","8869a71a-3a28-4e8f-b8cc-fe1df28e502f","=""f28e502f""","NULL","NULL","Order Received Time: 2021-04-03 01:15:22.121574000
Order Pickup Time: 2021-04-03 01:31:22.306211000","Delivered","USD",22.98,2.07,5.75,0.00,0.00,0.00,19.30,0.00,"2069485572",134284396,0.00,0.00
"02:10:25","2021-04-03","19:10:25","2021-04-02","2021-04-06 07:31:15.131736000","2021-04-06",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","eae22fe7-7fae-4e07-8def-1ce1d21e13f0","=""d21e13f0""","NULL","NULL","Order Received Time: 2021-04-03 01:52:12.003442000
Order Pickup Time: 2021-04-03 02:10:25.985365000","Delivered","USD",16.98,1.53,4.25,0.00,0.00,0.00,14.26,0.00,"2069783319",134284396,0.00,0.00
