Period,Location,Provider,Cash,Credit,Tip,Delivery_Fees,Tax,Payout,Commission,Merchant_Services,Notes
Apr 2021,Ameci,Beyond Menu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Check against email.
Apr 2021,Ameci,Brygid,871.32,9539.29,942.93,352.0,681.0,9143.87,212.53,182.89,"Check commission from brygid email report (dates shifted).
Del Zip Codes: ['92610', '92618', '92630', '92691']"
Apr 2021,Ameci,Doordash,0.0,21136.99,53.04,0.0,1745.64,16564.46,4754.61,0.0,"Transaction types found: ['ERROR_CHARGE', 'STORE_PAYMENT'] 
Net Adjustments: $182.08 Payout Records Total: $16936.48"
Apr 2021,Ameci,Eatstreet,0.0,426.76,70.68,44.0,0.0,317.79,54.6,19.15,Withheld taxes remitted: $35.22
Apr 2021,Ameci,Ezcater,0.0,585.34,48.87,10.0,37.86,446.93,123.65,-14.76,
Apr 2021,Ameci,Grubhub,150.63,6227.41,711.27,312.07,407.01,5541.97,454.62,231.63,"Missing ids for reimbursement: {443014951331233}
$0.81 in adjustment payments (Not Counted In)"
Apr 2021,Ameci,House,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Get report from check deposits - Hunsbaker & Associates.
Apr 2021,Ameci,Menufy,0.0,21.36,2.0,0.0,1.28,19.02,1.5,0.84,
Apr 2021,Ameci,Menustar,39.4,299.0,43.47,17.94,21.22,324.74,24.26,0.0,"Merchant Services included in commission.
Adjustments: $50.0"
Apr 2021,Ameci,Office Express,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Check against payout pdf to verify. Taxes remitted by them.
Apr 2021,Ameci,Order Inn,0.0,1085.13,0.0,0.0,0.0,692.18,392.95,0.0,Dont include in total calc as accounted for in speedline.
Apr 2021,Ameci,Postmates,0.0,4471.32,0.0,0.0,321.65,3665.26,806.06,0.0,
Apr 2021,Ameci,Slice,0.0,4659.41,489.38,196.38,0.0,3988.74,267.75,186.49,"Withheld taxes remitted: $316.42
Adjustments: $99.99."
Apr 2021,Ameci,Speedline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.58,Tips only drivers tips - cashier not included.
Apr 2021,Ameci,Ubereats,0.0,3702.04,0.0,0.0,262.51,2896.42,574.33,0.0,Withheld Taxes: $266.0900000000001
