"TIMESTAMP_UTC_TIME","TIMESTAMP_UTC_DATE","TIMESTAMP_LOCAL_TIME","TIMESTAMP_LOCAL_DATE","PAYOUT_TIME","PAYOUT_DATE","STORE_ID","BUSINESS_ID","STORE_NAME","MERCHANT_STORE_ID","TRANSACTION_TYPE","TRANSACTION_ID","DOORDASH_ORDER_ID","MERCHANT_DELIVERY_ID","EXTERNAL_ID","DESCRIPTION","FINAL_ORDER_STATUS","CURRENCY","SUBTOTAL","TAX_SUBTOTAL","COMMISSION","COMMISSION_TAX_AMOUNT","MARKETING_FEES","STAFF_TIP","CREDIT","DEBIT","DOORDASH_TRANSACTION_ID","PAYOUT_ID","DRIVE_CHARGE","TAX_REMITTED_BY_DOORDASH_TO_STATE","PAYOUT_STATUS"
"08:38:17","2021-03-01","00:38:17","2021-03-01","2021-03-01 08:38:17.123226000","2021-03-01",486867,223895,"Aroma Pizza & Pasta","NULL","PAYOUT","126230486","NULL","N/A","N/A","NULL","N/A","USD",1039.04,0.00,0.00,0.00,0.00,0.00,0.00,1039.04,"NULL",126230486,0.00,0.00,"paid"
"20:48:53","2021-03-01","12:48:53","2021-03-01","2021-03-05 08:33:08.856649000","2021-03-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","e5e1994d-f5ea-480a-898c-6821e6d21d9b","=""e6d21d9b""","NULL","NULL","Order Received Time: 2021-03-01 20:31:13.964266000
Order Pickup Time: 2021-03-01 20:48:53.138965000","Delivered","USD",15.74,1.22,2.36,0.00,0.99,0.00,13.61,0.00,"1906531336",127556438,0.00,0.00,"paid"
"01:07:58","2021-03-02","17:07:58","2021-03-01","2021-03-05 08:33:08.856649000","2021-03-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","02989405-0b03-4ed1-b892-00fc30168d01","=""30168d01""","NULL","NULL","Order Received Time: 2021-03-02 00:50:21.039718000
Order Pickup Time: 2021-03-02 01:07:58.136723000","Delivered","USD",13.78,1.07,2.07,0.00,0.00,0.00,12.78,0.00,"1907956477",127556438,0.00,0.00,"paid"
"02:07:45","2021-03-02","18:07:45","2021-03-01","2021-03-05 08:33:08.856649000","2021-03-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","4f99df6a-349f-4c5d-b356-a48b0fbdc1b2","=""0fbdc1b2""","NULL","NULL","Order Received Time: 2021-03-02 01:50:00.244651000
Order Pickup Time: 2021-03-02 02:07:45.536458000","Delivered","USD",25.97,2.01,3.90,0.00,0.00,0.00,24.08,0.00,"1908343619",127556438,0.00,0.00,"paid"
"03:13:07","2021-03-02","19:13:07","2021-03-01","2021-03-05 08:33:08.856649000","2021-03-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","71465949-cb66-4356-90c7-93d8ff6461a3","=""ff6461a3""","NULL","NULL","Order Received Time: 2021-03-02 02:55:37.567641000
Order Pickup Time: 2021-03-02 03:13:07.334349000","Delivered","USD",34.96,2.71,5.24,0.00,0.99,0.00,31.44,0.00,"1908697981",127556438,0.00,0.00,"paid"
"03:14:31","2021-03-02","19:14:31","2021-03-01","2021-03-05 08:33:08.856649000","2021-03-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","eaee0343-f925-41e0-880c-ae52d0e0bb74","=""d0e0bb74""","NULL","NULL","Order Received Time: 2021-03-02 02:53:14.705865000
Order Pickup Time: 2021-03-02 03:14:31.374456000","Delivered","USD",34.47,2.67,5.17,0.00,0.00,0.00,31.97,0.00,"1908704497",127556438,0.00,0.00,"paid"
"03:54:26","2021-03-02","19:54:26","2021-03-01","2021-03-05 08:33:08.856649000","2021-03-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","9c6384e2-22b4-43ae-a2a2-de5beb6b1437","=""eb6b1437""","NULL","NULL","Order Received Time: 2021-03-02 03:45:10.253736000
Order Pickup Time: 2021-03-02 03:54:26.700115000","Delivered","USD",17.96,1.39,2.69,0.00,0.99,0.00,15.67,0.00,"1908869969",127556438,0.00,0.00,"paid"
"05:03:39","2021-03-02","21:03:39","2021-03-01","2021-03-05 08:33:08.856649000","2021-03-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","a4aee335-700e-48a5-a651-e104fab114fd","=""fab114fd""","NULL","NULL","Order Received Time: 2021-03-02 04:52:45.176226000
Order Pickup Time: 2021-03-02 05:03:39.989131000","Delivered","USD",24.97,1.94,3.75,0.00,0.00,0.00,23.16,0.00,"1909071311",127556438,0.00,0.00,"paid"
"05:04:43","2021-03-02","21:04:43","2021-03-01","2021-03-05 08:33:08.856649000","2021-03-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","890289ed-872b-4aa9-b34c-5ef76da497c4","=""6da497c4""","NULL","NULL","Order Received Time: 2021-03-02 04:29:29.397295000
Order Pickup Time: 2021-03-02 05:04:43.817715000","Delivered","USD",40.46,3.14,6.07,0.00,0.00,0.00,37.53,0.00,"1909073757",127556438,0.00,0.00,"paid"
"08:34:35","2021-03-02","00:34:35","2021-03-02","2021-03-02 08:34:35.727914000","2021-03-02",486867,223895,"Aroma Pizza & Pasta","NULL","PAYOUT","127159455","NULL","N/A","N/A","NULL","N/A","USD",490.88,0.00,0.00,0.00,0.00,0.00,0.00,490.88,"NULL",127159455,0.00,0.00,"paid"
"19:39:41","2021-03-02","11:39:41","2021-03-02","2021-03-08 08:42:24.511715000","2021-03-08",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","3e05d328-6b67-493c-a822-5b20afa3879d","=""afa3879d""","NULL","NULL","Order Received Time: 2021-03-02 19:23:40.671100000
Order Pickup Time: 2021-03-02 19:39:41.030609000","Delivered","USD",12.48,0.97,1.87,0.00,0.00,0.00,11.58,0.00,"1910595942",127657573,0.00,0.00,"paid"
