Timestamp UTC Time,Timestamp UTC Date,Timestamp Local Time,Timestamp Local Date,Payout Time,Payout Date,Store ID,Business ID,Store Name,Merchant Store ID,Transaction Type,Transaction ID,DoorDash Order ID,Merchant Delivery ID,External ID,Description,Final Order Status,Currency,Subtotal,Tax Subtotal,Commission,Commission Tax,Marketing Fees,Tips,Credit,Debit,DoorDash Transaction ID,Payout ID,Drive Charge,Tax Remitted by DoorDash to State,Subtotal for tax,Doordash funded subtotal discount amount,Merchant funded subtotal discount amount,Consumer Delivery Fee,Consumer Service Fee,Consumer Small Order Fee,Consumer Legislative Fee,Consumer Tip
08:32:17,2022-03-01,00:32:17,2022-03-01,2022-03-01 08:32:17.952335,2022-03-01,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,PAYOUT,206377091,NULL,N/A,N/A,NULL,N/A,USD,1235.86,0.0,0.0,0.0,0.0,0.0,0.0,1235.86,NULL,206377091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:25:22,2022-03-01,12:25:22,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,abfcdbbe-4e31-4db2-8225-5b7774bbdf0a,"=""74bbdf0a""",NULL,NULL,"Order Received Time: 2022-03-01 20:01:45.334587000
Order Pickup Time: 2022-03-01 20:25:22.515338000",Delivered,USD,11.99,1.08,3.0,0.0,0.0,0.0,10.07,0.0,3848989006,206934397,0.0,0.0,11.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:36:14,2022-03-01,12:36:14,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,f1c1416d-d84d-45d7-a593-2a16486c3ccf,"=""486c3ccf""",NULL,NULL,"Order Received Time: 2022-03-01 20:19:41.242828000
Order Pickup Time: 2022-03-01 20:36:14.040233000",Delivered,USD,20.31,1.83,5.08,0.0,0.0,0.0,17.06,0.0,3849053138,206934397,0.0,0.0,20.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21:24:35,2022-03-01,13:24:35,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,1ac1b150-49d0-4d63-b7e3-d4db964dd9ca,"=""964dd9ca""",NULL,NULL,"Order Received Time: 2022-03-01 21:02:05.542592000
Order Pickup Time: 2022-03-01 21:24:35.353414000",Delivered,USD,20.98,1.89,5.25,0.0,0.0,0.0,17.62,0.0,3849340560,206934397,0.0,0.0,20.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22:19:44,2022-03-01,14:19:44,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,73a75c29-995c-4656-b2f8-11a59954efeb,"=""9954efeb""",NULL,NULL,"Order Received Time: 2022-03-01 21:47:14.223466000
Order Pickup Time: 2022-03-01 22:19:44.279113000",Delivered,USD,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,3849705619,206934397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22:19:44,2022-03-01,14:19:44,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,73a75c29-995c-4656-b2f8-11a59954efeb,"=""9954efeb""",NULL,NULL,"Order Received Time: 2022-03-01 21:47:14.223466000
Order Pickup Time: 2022-03-01 22:19:44.279113000",Delivered,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,3849842185,206934397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22:19:44,2022-03-01,14:19:44,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,73a75c29-995c-4656-b2f8-11a59954efeb,"=""9954efeb""",NULL,NULL,"Order Received Time: 2022-03-01 21:47:14.223466000
Order Pickup Time: 2022-03-01 22:19:44.279113000",Delivered,USD,27.97,2.52,6.99,0.0,0.0,0.0,23.5,0.0,3849842339,206934397,0.0,0.0,27.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22:31:49,2022-03-01,14:31:49,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,8db3956d-18a6-4fa3-9ca5-7b0fd16ca726,"=""d16ca726""",NULL,NULL,"Order Received Time: 2022-03-01 22:08:08.221466000
Order Pickup Time: 2022-03-01 22:31:49.670932000",Delivered,USD,43.72,3.93,10.93,0.0,0.0,0.0,36.72,0.0,3849790625,206934397,0.0,0.0,43.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22:38:40,2022-03-01,14:38:40,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,ERROR_CHARGE,384462279,"=""9954efeb""",NULL,NULL,Issue: 1 Tiramisu missing,Delivered,USD,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,3849842074,206934397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23:31:57,2022-03-01,15:31:57,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,4f449448-badd-4aa0-93a0-ab5b378ce363,"=""378ce363""",NULL,NULL,"Order Received Time: 2022-03-01 22:55:46.612567000
Order Pickup Time: 2022-03-01 23:31:57.775094000",Delivered,USD,10.99,0.99,2.75,0.0,0.0,0.0,9.23,0.0,3850268716,206934397,0.0,0.0,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:25:42,2022-03-02,17:25:42,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,67dcfa71-811c-485f-8094-041a1e20bfd4,"=""1e20bfd4""",NULL,NULL,"Order Received Time: 2022-03-02 01:13:51.919750000
Order Pickup Time: 2022-03-02 01:25:42.220606000",Delivered,USD,14.99,1.35,3.75,0.0,0.0,0.0,12.59,0.0,3851306438,206934397,0.0,0.0,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:25:47,2022-03-02,17:25:47,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,e8946d15-f86d-4a6f-91d3-473ba5283e43,"=""a5283e43""",NULL,NULL,"Order Received Time: 2022-03-02 01:03:59.268665000
Order Pickup Time: 2022-03-02 01:25:47.120454000",Delivered,USD,15.98,1.44,4.0,0.0,0.0,0.0,13.42,0.0,3851307155,206934397,0.0,0.0,15.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:03:06,2022-03-02,18:03:06,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,40603198-bbf6-4710-b1a3-4272eff999ff,"=""eff999ff""",NULL,NULL,"Order Received Time: 2022-03-02 01:41:46.234044000
Order Pickup Time: 2022-03-02 02:03:06.394796000",Delivered,USD,29.96,2.7,7.49,0.0,0.0,0.0,25.17,0.0,3851643932,206934397,0.0,0.0,29.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:11:33,2022-03-02,18:11:33,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,f7e59e15-6a04-4879-ad88-844582c7f513,"=""82c7f513""",NULL,NULL,"Order Received Time: 2022-03-02 01:52:43.939955000
Order Pickup Time: 2022-03-02 02:11:33.439790000",Delivered,USD,10.99,0.99,2.75,0.0,0.0,0.0,9.23,0.0,3851717758,206934397,0.0,0.0,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:23:02,2022-03-02,18:23:02,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,48611192-dfc3-4165-abbd-0a1e5efd9deb,"=""5efd9deb""",NULL,NULL,"Order Received Time: 2022-03-02 02:04:12.722634000
Order Pickup Time: 2022-03-02 02:23:02.211403000",Delivered,USD,29.73,2.68,7.43,0.0,0.0,0.0,24.98,0.0,3851813007,206934397,0.0,0.0,29.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:27:30,2022-03-02,18:27:30,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,71b8ba62-891b-4750-a01c-ed0a0909a613,"=""0909a613""",NULL,NULL,"Order Received Time: 2022-03-02 02:10:26.176214000
Order Pickup Time: 2022-03-02 02:27:30.538200000",Delivered,USD,14.99,1.35,3.75,0.0,0.0,0.0,12.59,0.0,3851848647,206934397,0.0,0.0,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:29:33,2022-03-02,18:29:33,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,2b89b0a9-07f9-4a78-a2d1-7bd565c59d2d,"=""65c59d2d""",NULL,NULL,"Order Received Time: 2022-03-02 02:08:22.986412000
Order Pickup Time: 2022-03-02 02:29:33.680066000",Delivered,USD,39.55,3.56,9.89,0.0,0.0,0.0,33.22,0.0,3851864752,206934397,0.0,0.0,39.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:13:59,2022-03-02,19:13:59,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,aafc110d-aeee-4904-9360-87d556dce17f,"=""56dce17f""",NULL,NULL,"Order Received Time: 2022-03-02 02:52:46.495511000
Order Pickup Time: 2022-03-02 03:13:59.944459000",Delivered,USD,82.29,7.41,20.57,0.0,0.0,0.0,69.13,0.0,3852199017,206934397,0.0,0.0,82.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:15:34,2022-03-02,19:15:34,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,d9d3db8b-d340-49df-84c2-43d6f64cbbf9,"=""f64cbbf9""",NULL,NULL,"Order Received Time: 2022-03-02 02:46:09.525880000
Order Pickup Time: 2022-03-02 03:15:34.102898000",Delivered,USD,22.98,2.07,5.75,0.0,0.0,0.0,19.3,0.0,3852209620,206934397,0.0,0.0,22.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:53:36,2022-03-02,19:53:36,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,6e4f8b27-5acb-4081-b45d-6e636735dbba,"=""6735dbba""",NULL,NULL,"Order Received Time: 2022-03-02 03:27:46.668156000
Order Pickup Time: 2022-03-02 03:53:36.928948000",Delivered,USD,26.98,2.43,6.75,0.0,0.0,0.0,22.66,0.0,3852439713,206934397,0.0,0.0,26.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:55:41,2022-03-02,19:55:41,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,67539422-6ea3-4d04-a56c-1e993558eb72,"=""3558eb72""",NULL,NULL,"Order Received Time: 2022-03-02 03:31:28.748047000
Order Pickup Time: 2022-03-02 03:55:41.529723000",Delivered,USD,22.58,2.03,5.65,0.0,0.0,0.0,18.96,0.0,3852450633,206934397,0.0,0.0,22.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:59:13,2022-03-02,19:59:13,2022-03-01,2022-03-07 08:32:22.508392,2022-03-07,111737,4736,Ameci Pizza & Pasta (Trabuco Rd),NULL,DELIVERY,da418b78-7bd2-4009-a131-c2aaf68bac48,"=""f68bac48""",NULL,NULL,"Order Received Time: 2022-03-02 03:38:13.745618000
Order Pickup Time: 2022-03-02 03:59:13.131881000",Delivered,USD,19.98,1.8,5.0,0.0,0.0,0.0,16.78,0.0,3852468826,206934397,0.0,0.0,19.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
