Store ID,Store Name,Business ID,Merchant Store ID,Payout Date,Currency,Subtotal,Tax Subtotal,Commission,Commission Tax,Drive Charge,Marketing Fees,Tips,Error Charges,Adjustments,Total Before Adjustments,Net Payout,Transactions Start Local Date,Transactions End Local Date,Transactions Start UTC Date,Transactions End UTC Date,Payout ID,Payout Status,Tax Remitted by DoorDash to State
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-31,USD,1070.03,96.3,265.29,0.0,0.0,0.0,0.0,5.36,0.0,895.68,895.68,2022-03-27,2022-03-27,2022-03-27,2022-03-27,212459750,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-30,USD,1182.26,106.42,285.31,0.0,0.0,0.0,0.0,5.88,0.0,997.49,997.49,2022-03-26,2022-03-26,2022-03-26,2022-03-26,212387374,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-29,USD,982.58,88.44,245.7,0.0,0.0,0.0,0.0,0.0,0.0,825.32,825.32,2022-03-25,2022-03-25,2022-03-25,2022-03-25,212347631,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-28,USD,1868.91,168.27,465.06,0.0,0.0,0.0,0.0,13.44,0.0,1558.68,1558.68,2022-03-22,2022-03-24,2022-03-22,2022-03-24,211403007,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-25,USD,561.26,50.52,126.61,0.0,0.0,0.0,0.0,0.0,0.0,485.17,485.17,2022-03-21,2022-03-21,2022-03-21,2022-03-21,211322875,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-24,USD,664.71,59.83,166.22,0.0,0.0,0.0,0.0,13.44,0.0,544.88,544.88,2022-03-20,2022-03-20,2022-03-20,2022-03-20,210951242,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-23,USD,32.97,2.97,8.25,0.0,0.0,0.0,0.0,0.0,0.0,27.69,27.69,2022-03-19,2022-03-19,2022-03-19,2022-03-19,210878600,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-22,USD,10.99,1.98,2.75,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,2022-03-18,2022-03-18,2022-03-18,2022-03-18,210838367,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-21,USD,1105.91,99.57,262.66,0.0,0.0,0.0,0.0,17.85,0.0,924.97,924.97,2022-03-15,2022-03-16,2022-03-15,2022-03-16,209931111,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-18,USD,528.5,47.59,132.13,0.0,0.0,0.0,0.0,0.0,0.0,443.96,443.96,2022-03-14,2022-03-14,2022-03-14,2022-03-14,209861746,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-17,USD,642.59,57.86,148.99,0.0,0.0,0.0,0.0,0.0,0.0,551.46,551.46,2022-03-13,2022-03-13,2022-03-13,2022-03-13,209485664,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-03-16,USD,1177.37,106.01,290.77,0.0,0.0,0.0,0.0,9.24,0.0,983.37,983.37,2022-03-12,2022-03-12,2022-03-12,2022-03-12,209429633,paid,0.0
