"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"1/2/2023 21:10:45","35.58","2.99","2.99","6.23","47.79","credit_card","delivery"
"1/13/2023 20:51:31","55.64","4.54","2.99","11.37","74.54","credit_card","delivery"
"1/16/2023 21:51:14","18.55","1.67","2.99","0","23.21","credit_card","delivery"
"1/19/2023 20:06:01","45.72","3.78","2.99","9.45","61.94","credit_card","delivery"
"1/20/2023 20:23:51","41.32","3.43","2.99","8.59","56.33","credit_card","delivery"
"Total","196.81","16.41","14.95","35.64","263.81","",""
"","","","","","","",""
"All Orders","263.81","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","263.81","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","39.4","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","224.41","","(you will receive a check for this amount in 3-4 days)","","","",""
