"TIMESTAMP_UTC_TIME","TIMESTAMP_UTC_DATE","TIMESTAMP_LOCAL_TIME","TIMESTAMP_LOCAL_DATE","PAYOUT_TIME","PAYOUT_DATE","STORE_ID","BUSINESS_ID","STORE_NAME","MERCHANT_STORE_ID","TRANSACTION_TYPE","TRANSACTION_ID","DOORDASH_ORDER_ID","MERCHANT_DELIVERY_ID","EXTERNAL_ID","DESCRIPTION","FINAL_ORDER_STATUS","CURRENCY","SUBTOTAL","TAX_SUBTOTAL","COMMISSION","COMMISSION_TAX_AMOUNT","MARKETING_FEES","STAFF_TIP","CREDIT","DEBIT","DOORDASH_TRANSACTION_ID","PAYOUT_ID","DRIVE_CHARGE","TAX_REMITTED_BY_DOORDASH_TO_STATE","PAYOUT_STATUS"
"08:45:18","2021-02-01","00:45:18","2021-02-01","2021-02-01 08:45:18.877957000","2021-02-01",486867,223895,"Aroma Pizza & Pasta","NULL","PAYOUT","120561277","NULL","N/A","N/A","NULL","N/A","USD",1206.60,0.00,0.00,0.00,0.00,0.00,0.00,1206.60,"NULL",120561277,0.00,0.00,"paid"
"20:05:34","2021-02-01","12:05:34","2021-02-01","2021-02-05 08:33:57.367053000","2021-02-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","4c64ba90-cdf3-4bfc-92b6-5bc74bf92b8d","=""4bf92b8d""","NULL","NULL","Order Received Time: 2021-02-01 19:50:00.932233000
Order Pickup Time: 2021-02-01 20:05:34.596973000","Delivered","USD",27.23,2.11,4.08,0.00,0.00,0.00,25.26,0.00,"1766875286",121881059,0.00,0.00,"paid"
"21:53:03","2021-02-01","13:53:03","2021-02-01","2021-02-05 08:33:57.367053000","2021-02-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","a7bb3cc6-dd6a-48f3-9a32-2dbde785636a","=""e785636a""","NULL","NULL","Order Received Time: 2021-02-01 21:22:26.851187000
Order Pickup Time: 2021-02-01 21:53:03.233937000","Delivered","USD",41.81,3.24,6.27,0.00,0.99,0.00,37.79,0.00,"1767355121",121881059,0.00,0.00,"paid"
"00:01:38","2021-02-02","16:01:38","2021-02-01","2021-02-05 08:33:57.367053000","2021-02-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","4ad0fc7f-3ae4-47d2-a4af-d7abd825719b","=""d825719b""","NULL","NULL","Order Received Time: 2021-02-01 23:42:20.203507000
Order Pickup Time: 2021-02-02 00:01:38.026638000","Delivered","USD",21.71,1.68,3.26,0.00,0.99,0.00,19.14,0.00,"1768043898",121881059,0.00,0.00,"paid"
"00:05:09","2021-02-02","16:05:09","2021-02-01","2021-02-05 08:33:57.367053000","2021-02-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","5547e736-9a1b-4194-ab54-f89b2633549e","=""2633549e""","NULL","NULL","Order Received Time: 2021-02-01 23:44:03.839441000
Order Pickup Time: 2021-02-02 00:05:09.595343000","Delivered","USD",18.98,1.47,2.85,0.00,0.00,0.00,17.60,0.00,"1768066760",121881059,0.00,0.00,"paid"
"01:23:20","2021-02-02","17:23:20","2021-02-01","2021-02-05 08:33:57.367053000","2021-02-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","ddb6c1f4-e5c2-4d55-a525-1cda69dd7fb8","=""69dd7fb8""","NULL","NULL","Order Received Time: 2021-02-02 01:00:18.499920000
Order Pickup Time: 2021-02-02 01:23:20.706873000","Delivered","USD",39.21,3.04,5.88,0.00,0.99,0.00,35.38,0.00,"1768567284",121881059,0.00,0.00,"paid"
"01:31:57","2021-02-02","17:31:57","2021-02-01","2021-02-05 08:33:57.367053000","2021-02-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","8503f58e-b1d4-469a-9f37-a2388d71d7cb","=""8d71d7cb""","NULL","NULL","Order Received Time: 2021-02-02 01:17:01.264013000
Order Pickup Time: 2021-02-02 01:31:57.236588000","Delivered","USD",15.74,1.22,2.36,0.00,0.99,0.00,13.61,0.00,"1768622025",121881059,0.00,0.00,"paid"
"01:31:57","2021-02-02","17:31:57","2021-02-01","2021-02-05 08:33:57.367053000","2021-02-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","e040b971-f4a7-4458-b9d6-2f75aaf653f9","=""aaf653f9""","NULL","NULL","Order Received Time: 2021-02-02 01:15:53.095310000
Order Pickup Time: 2021-02-02 01:31:57.341792000","Delivered","USD",55.94,4.34,8.39,0.00,0.00,0.00,51.89,0.00,"1768622057",121881059,0.00,0.00,"paid"
"02:25:25","2021-02-02","18:25:25","2021-02-01","2021-02-05 08:33:57.367053000","2021-02-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","11cb8c69-90db-4d25-8ab1-af466ef44d00","=""6ef44d00""","NULL","NULL","Order Received Time: 2021-02-02 01:08:11.251138000
Order Pickup Time: 2021-02-02 02:25:25.276173000","Picked Up","USD",25.48,1.97,3.82,0.00,0.00,0.00,23.63,0.00,"1768940382",121881059,0.00,0.00,"paid"
"02:55:45","2021-02-02","18:55:45","2021-02-01","2021-02-05 08:33:57.367053000","2021-02-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","0d4750f4-6fe8-437f-a748-c0ba1d2bdf25","=""1d2bdf25""","NULL","NULL","Order Received Time: 2021-02-02 02:41:31.601058000
Order Pickup Time: 2021-02-02 02:55:45.680873000","Delivered","USD",15.23,1.18,2.28,0.00,0.99,0.00,13.14,0.00,"1769096645",121881059,0.00,0.00,"paid"
