"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"7/9/2023 20:01:13","39.62","3.22","1.99","6","50.83","credit_card","delivery"
"7/15/2023 21:43:30","36.21","1.26","0","4.89","22.36","credit_card","pickup"
"7/18/2023 20:55:27","29.83","2.54","2.99","0","35.36","cash","delivery"
"7/28/2023 19:30:31","24.03","2.09","2.99","5.24","34.35","credit_card","delivery"
"Total","129.69","9.11","7.97","16.13","142.9","",""
"","","","","","","",""
"All Orders","142.9","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","107.54","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","25.86","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","81.68","","(you will receive a check for this amount in 3-4 days)","","","",""
