"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"6/1/2023 20:43:38","19.71","1.53","0","0","21.24","cash","pickup"
"6/2/2023 22:31:56","34.72","2.69","0","0","37.41","cash","pickup"
"6/8/2023 15:16:19","71.29","5.91","4.99","0","82.19","credit_card","delivery"
"6/27/2023 20:05:11","24.35","2.12","2.99","5.3","34.76","credit_card","delivery"
"6/28/2023 20:53:43","39.24","3.27","2.99","5","50.5","credit_card","delivery"
"Total","189.31","15.52","10.97","10.3","226.1","",""
"","","","","","","",""
"All Orders","226.1","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","167.45","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","37.5","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","129.95","","(you will receive a check for this amount in 3-4 days)","","","",""
