Period,Location,Provider,Cash,Credit,Tip,Delivery_Fees,Tax,Payout,Commission,Merchant_Services,Notes
Oct 2020,Aroma,Toast,4174.2,30025.4,2290.61,396.0,2258.44,33363.19,0.0,836.41,"Get true del fee from service charges in backend.
Cross check fees for credit processing."
Oct 2020,Aroma,Menufy,129.07,87.01,6.74,2.99,14.2,81.22,9.0,2.79,
Oct 2020,Aroma,Postmates,0.0,4158.97,0.0,0.0,299.11,3165.92,1010.89,0.0,
Oct 2020,Aroma,Ezcater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Oct 2020,Aroma,Menustar,0.0,32.0,4.17,4.99,2.06,29.08,2.92,0.0,Merchant Services included in commission.
Oct 2020,Aroma,Ubereats,0.0,1922.45,0.0,0.0,137.56,1438.45,513.53,0.0,
Oct 2020,Aroma,Office Express,0.0,204.54,0.0,0.0,0.0,143.18,0.0,0.0,Check against payout pdf to verify. Taxes remitted by them.
Oct 2020,Aroma,Grubhub,44.13,5543.72,577.1,512.99,345.95,4184.87,1155.89,205.34,"Missing ids for reimbursement: {281213088447246}
$136.0 in promo fees. $140.0 reimbursed.
$138.38 in adjustment payments (Not Counted In)"
Oct 2020,Aroma,Doordash,0.0,14734.21,0.0,0.0,1059.82,12386.15,2051.34,0.0,"Transaction types found: ['ERROR_CHARGE', 'ADJUSTMENT', 'STORE_PAYMENT'] 
Net Adjustments: $-95.75 Payout Records Total: $11797.85 Marketing Fees: $200.97"
Oct 2020,Aroma,Eatstreet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Withheld taxes remitted: $0.0
Oct 2020,Aroma,Cater2Me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Oct 2020,Aroma,Fooda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Oct 2020,Aroma,Delivery.Com,0.0,155.65,11.5,3.0,9.2,133.88,17.24,4.53,"Cross check commission/merchant services.
Get del fees from backend."
Oct 2020,Aroma,Slice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Get report from statement.
Withheld taxes remitted: $0.00"
Oct 2020,Aroma,Beyond Menu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Get report by phone app or through an email from them.
Oct 2020,Aroma,Future Foods,0.0,17104.13,7.0,0.0,1470.88,9859.4,6999.92,0.0,"Dates: 9/26 - 10/30. Adjustment Amount: $29.31
Future Foods Payout: $8240.28. Percent Comm: 45%"
Oct 2020,Aroma,Age Well,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Oct 2020,Aroma,On Demand Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Period,Location,Provider,Cash,Credit,Tip,Delivery_Fees,Tax,Payout,Commission,Merchant_Services,Notes
Oct 2020,The Wing Stop,Ubereats,0.0,3330.55,0.0,0.0,239.56,2420.99,903.91,0.0,
Oct 2020,The Wing Stop,Grubhub,0.0,1314.86,0.0,0.0,87.27,964.98,366.22,52.11,$68.45 in adjustment payments (Not Counted In)
Period,Location,Provider,Cash,Credit,Tip,Delivery_Fees,Tax,Payout,Commission,Merchant_Services,Notes
Oct 2020,Trattoria Contadina,Ubereats,0.0,1793.78,0.0,0.0,131.9,1264.56,498.27,0.0,
Oct 2020,Trattoria Contadina,Grubhub,0.0,660.98,0.0,0.0,47.53,451.66,184.05,25.27,
Oct 2020,Trattoria Contadina,Postmates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
