Period,Location,Provider,Cash,Credit,Tip,Delivery_Fees,Tax,Payout,Commission,Merchant_Services,Notes
Sep 2021,Aroma,Beyond Menu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Check against email.
Sep 2021,Aroma,Cater2Me,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taxes Remitted by them (not included in credit total either).
Sep 2021,Aroma,Delivery.Com,0.0,71.98,10.0,3.0,4.0,62.25,7.5,2.23,"Cross check commission/merchant services.
Get del fees from backend."
Sep 2021,Aroma,Doordash,0.0,14981.34,36.18,0.0,1077.52,12843.98,2028.33,0.0,"Transaction types found: ['ERROR_CHARGE', 'ADJUSTMENT'] 
Net Adjustments: $-4.63 Payout Records Total: $12510.57 Marketing Fees: $140.58"
Sep 2021,Aroma,Eatstreet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"
Currently use subtotal for credit. Use total when available.
Order   Amount: $
Order   Amount: $
Order Tax Withheld Report  Amount: $
Order Copyright (c) 2000-2021 salesforce.com, inc. All rights reserved.  Amount: $
Order Confidential Information - Do Not Distribute  Amount: $
Order Generated By:  Jamison Huseth  10/5/2021 8:40 AM  Amount: $
Order EatStreet  Amount: $
"
Sep 2021,Aroma,Ezcater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sep 2021,Aroma,Fooda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sep 2021,Aroma,Foodee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taxes Remitted by them (not included in credit total either).
Sep 2021,Aroma,Future Foods,0.0,15377.08,0.0,0.0,802.8,9784.81,5757.31,0.0,"Transaction Types: {'Adjustment', 'Delivery', 'Reimbursement'}
Adjustment Orders: {'', '#a387bcaf', '#52feeb52', '#bcfde83b', '#5f064402', '#a7824bb3', '#31d6e3c7', '#7CAC4', '#f74a7467', '#c8d5af09'}
other || 0.0
adjustments || -83.77
reimbursement adjustments || 194.38
ubereats payments || 0.0
missed transaction types || set()
VR STORE | ORDERS | TOTAL
Mothership Pizza | 59 | 1724.83
F*CKING GOOD PIZZA | 86 | 2473.86
Pasta Pirozzi | 20 | 584.39
Fusilli Fusilli | 96 | 2469.56
Ma's Meatballs | 35 | 807.92
Brooklyn Calzones | 152 | 3297.69
The United Pepperonis of Pizza | 17 | 629.09
Philly Fresh Cheesesteaks | 45 | 1025.95
Cheeky's Cheesesteaks | 22 | 446.92
The Hot Italian | 17 | 396.04
Just Wing It. | 23 | 585.15
Killer Wings | 25 | 758.53
Cupid's Wings | 6 | 177.15
"
Sep 2021,Aroma,Grubhub,231.08,6586.99,554.62,543.58,428.51,5331.83,843.26,236.17,"Missing ids for reimbursement: {696516605512081, 595516490267267, 738716619320925}
$96.0 in promo fees. $0.0 reimbursed.
$-79.73 in adjustment payments"
Sep 2021,Aroma,Mealhi5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sep 2021,Aroma,Menufy,48.22,0.0,0.0,0.0,0.0,0.0,1.5,0.0,
Sep 2021,Aroma,Menustar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Merchant Services included in commission.
Sep 2021,Aroma,Office Express,0.0,1204.59,0.0,0.0,0.0,843.21,0.0,0.0,Check against payout pdf to verify. Taxes remitted by them.
Sep 2021,Aroma,Slice,0.0,6225.71,511.87,219.33,0.0,5278.75,333.0,249.33,"Withheld taxes remitted: $414.62
Adjustments: $49.99."
Sep 2021,Aroma,Toast,4050.14,31571.81,2229.66,363.0,2397.17,34759.3,0.0,862.65,"Get true del fee from service charges in backend.
Statement MS (Dates Adjusted): $0.0. Calculated MS: $862.65.
Discrepancy in credit. Order Total: $31918.43. Payment Total: $31571.81."
Sep 2021,Aroma,Ubereats,0.0,3833.67,0.0,0.0,0.0,2954.32,614.58,0.0,"Contains Postmates Orders.
Withheld Taxes: $275.76"
Period,Location,Provider,Cash,Credit,Tip,Delivery_Fees,Tax,Payout,Commission,Merchant_Services,Notes
Sep 2021,The Wing Stop,Grubhub,0.0,425.04,0.0,0.0,29.17,288.39,118.37,16.88,$-1.4 in adjustment payments
Sep 2021,The Wing Stop,Postmates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Part of Ubereats now.
Sep 2021,The Wing Stop,Ubereats,0.0,2304.56,0.0,0.0,0.0,1771.38,406.41,0.0,"Contains Postmates Orders.
Withheld Taxes: $165.76"
Period,Location,Provider,Cash,Credit,Tip,Delivery_Fees,Tax,Payout,Commission,Merchant_Services,Notes
Sep 2021,Trattoria Contadina,Grubhub,0.0,1574.28,0.0,0.0,109.2,1065.67,438.39,61.22,"Missing ids for reimbursement: {817116436288600, 836516339401625, 616816473976189, 816364428927}
$-9.0 in adjustment payments"
Sep 2021,Trattoria Contadina,Postmates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Part of Ubereats now.
Sep 2021,Trattoria Contadina,Ubereats,0.0,2568.86,0.0,0.0,0.0,1949.25,436.26,0.0,"Contains Postmates Orders.
Withheld Taxes: $183.35"
