Transaction ID,Merchant Delivery ID,Timestamp Local Date,Payout Date,Store Name,Store ID,Store Address,Business ID,Merchant Store ID,Error Charge,Adjustment,Transaction Type,Description
420756998,635aad94-fdd0-431c-9d3e-fa87d315174b,2022-04-25,2022-04-29,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,14.27,0.0,ERROR_CHARGE,Issue: 1 Chicken Pesto Rigatoni missing
419353880,d12664fc-6a31-4890-84fc-92cfd878c660,2022-04-23,2022-04-27,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,2.7,0.0,ERROR_CHARGE,Issue: 1 Mixed Antipasto Salad missing
419527780,835960d3-ec94-43d0-ad95-995d02ffc2ab,2022-04-23,2022-04-27,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,5.04,0.0,ERROR_CHARGE,Issue: 1 Cannoli missing
419166779,a49ad138-90a9-440c-97a3-486d9f79ee25,2022-04-23,2022-04-27,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,15.28,0.0,ERROR_CHARGE,Issue: 1 Cheese Pizza Large missing
419380400,3e94ce09-3847-4e99-8776-016034ebc216,2022-04-23,2022-04-27,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,9.24,0.0,ERROR_CHARGE,Issue: 1 Chicken Caesar Salad missing
418941329,50db0734-a0eb-454e-807b-12900ee5733f,2022-04-22,2022-04-26,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,9.11,0.0,ERROR_CHARGE,Issue: 1 Potato Cheese Munchers missing
417255665,9fe3e394-190f-4339-9f90-5bd9893675a3,2022-04-19,2022-04-25,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,19.19,0.0,ERROR_CHARGE,"Issue: 1 Breaded Cheese Ravoli missing
1 Cannoli missing
1 Cannoli missing"
416810650,61ff7754-927d-4755-a6b5-1d831c792e64,2022-04-18,2022-04-22,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,5.04,0.0,ERROR_CHARGE,Issue: 1 Cheesecake missing
416202231,ba24394c-ab9a-40ac-ad5f-d819119bf125,2022-04-17,2022-04-21,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,5.04,0.0,ERROR_CHARGE,Issue: 1 Cheesecake missing
414684397,2da3544e-61d6-4b6e-8457-494da3956d1b,2022-04-15,2022-04-19,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,8.4,0.0,ERROR_CHARGE,Issue: 1 Chicken Munchers missing
414419112,18669eb7-19e8-4b14-8d19-98e13cec3c6f,2022-04-14,2022-04-18,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,3.12,0.0,ERROR_CHARGE,Issue: 1 Italian Spicy Sandwich missing
412301708,d44325f8-f464-43ba-87c4-be4ff15383ed,2022-04-10,2022-04-14,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,9.24,0.0,ERROR_CHARGE,Issue: 1 Turkey Sandwich missing
411492059,7636f161-d26c-4c65-b2a6-0aa6dd90fb34,2022-04-09,2022-04-13,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,13.43,0.0,ERROR_CHARGE,Issue: 1 Chicken Pesto Rigatoni missing
410025668,5b9087e2-4f2c-428c-b2ca-504232a062a4,2022-04-07,2022-04-11,Ameci Pizza & Pasta (Trabuco Rd),111737,"25431 Trabuco Rd, Lake Forest, CA 92630, USA",4736,NULL,7.64,0.0,ERROR_CHARGE,"Issue: 1 Side of Meatballs (4 Pieces) missing
1 Caesar Salad missing"
