"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"4/2/2022 21:39:19","31.48","2.67","2.99","5.57","42.71","credit_card","delivery"
"4/5/2022 22:28:45","30.64","2.37","0","3","36.01","credit_card","pickup"
"4/8/2022 21:14:17","41.97","3.48","2.99","7.27","55.71","credit_card","delivery"
"4/9/2022 20:08:37","11.54","0.89","0","0","12.43","credit_card","pickup"
"4/16/2022 22:58:53","21.44","1.66","0","3.47","26.57","credit_card","pickup"
"4/22/2022 20:37:49","24.96","1.93","0","0","26.89","cash","pickup"
"4/29/2022 21:00:00","39.78","3.31","2.99","5","51.08","credit_card","delivery"
"4/30/2022 20:38:49","26.74","2.3","2.99","4.81","36.84","credit_card","delivery"
"Total","228.55","18.61","11.96","29.12","288.24","",""
"","","","","","","",""
"All Orders","288.24","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","261.35","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","19.27","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","242.08","","(you will receive a check for this amount in 3-4 days)","","","",""
