Store ID,Store Name,Business ID,Merchant Store ID,Payout Date,Currency,Subtotal,Tax Subtotal,Commission,Commission Tax,Drive Charge,Marketing Fees,Tips,Error Charges,Adjustments,Total Before Adjustments,Net Payout,Transactions Start Local Date,Transactions End Local Date,Transactions Start UTC Date,Transactions End UTC Date,Payout ID,Payout Status,Tax Remitted by DoorDash to State
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-29,USD,579.75,53.54,142.79,0.0,0.0,0.0,0.0,14.27,0.0,476.23,476.23,2022-04-25,2022-04-25,2022-04-25,2022-04-25,218665311,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-28,USD,1029.93,92.61,262.69,0.0,0.0,0.0,0.0,0.0,0.0,859.85,859.85,2022-04-24,2022-04-24,2022-04-24,2022-04-24,218279616,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-27,USD,1003.11,90.93,241.67,0.0,0.0,0.0,0.0,32.26,0.0,820.11,820.11,2022-04-23,2022-04-23,2022-04-23,2022-04-23,218214173,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-26,USD,855.23,78.31,213.68,0.0,0.0,0.0,0.0,9.11,0.0,710.75,710.75,2022-04-22,2022-04-22,2022-04-22,2022-04-22,218175543,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-25,USD,2195.4,200.46,566.69,0.0,0.0,0.0,0.0,19.19,0.0,1809.98,1809.98,2022-04-19,2022-04-21,2022-04-19,2022-04-21,217296269,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-22,USD,684.47,62.39,176.2,0.0,0.0,0.0,0.0,5.04,0.0,565.62,565.62,2022-04-18,2022-04-18,2022-04-18,2022-04-18,217205670,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-21,USD,1001.7,91.14,219.55,0.0,0.0,0.0,0.0,5.04,0.0,868.25,868.25,2022-04-17,2022-04-17,2022-04-17,2022-04-17,216834026,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-20,USD,1006.8,91.63,242.3,0.0,0.0,0.0,0.0,0.0,0.0,856.13,856.13,2022-04-16,2022-04-16,2022-04-16,2022-04-16,216776728,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-19,USD,868.4,80.85,225.14,0.0,0.0,0.0,0.0,8.4,0.0,715.71,715.71,2022-04-15,2022-04-15,2022-04-15,2022-04-15,216733285,paid,0.0
111737,Ameci Pizza & Pasta (Trabuco Rd),4736,NULL,2022-04-18,USD,2055.73,188.84,523.15,0.0,0.0,0.0,0.0,3.12,0.0,1718.3,1718.3,2022-04-12,2022-04-14,2022-04-12,2022-04-14,215855923,paid,0.0
