Order Channel,ID,Fulfillment Type,Restaurant,Type,Description,Date,Time,Subtotal,Delivery Fee,Service Fee,Service Fee Exemption,(flexible fees),Tax Fee,Tax Fee Exemption,Tip,Restaurant Total,Commission,GH+ Commission,Delivery Commission,Processing Fee,Withheld Tax,Withheld Tax Exemption,Targeted Promotion,Rewards
MARKETPLACE,O-316524428295623,Self Delivery,Ameci Pizza & Pasta SGO & Catering - Trabuco Rd,Cancelation of O-316524428295623,Change of Plans,11/21/23,"5:00 PM PST, UTC-08:00",-51.98,-4.99,0,0,n/a,-4.42,0,-9.8,-71.19,7.12,n/a,0,2.47,0,0,0,n/a
MARKETPLACE,O-316524428295623,Self Delivery,Ameci Pizza & Pasta SGO & Catering - Trabuco Rd,Prepaid Order,,11/21/23,"5:00 PM PST, UTC-08:00",51.98,4.99,0,0,n/a,4.42,0,9.8,71.19,-7.12,n/a,0,-2.47,0,0,0,n/a
MARKETPLACE,T-31652442-8295623,Pick-Up,Ameci Pizza & Pasta SGO & Catering - Trabuco Rd,Account Adjustment,31652442-8295623 NW,11/23/23,"3:28 AM PST, UTC-08:00",0,0,0,0,n/a,0,0,0,56.97,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-709324081690802,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/17/23,"9:30 PM PDT, UTC-07:00",18.62,0,0,0,n/a,1.44,0,0,20.06,-2.33,n/a,0,-0.91,0,0,0,n/a
MARKETPLACE,O-424223970554153,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/07/23,"5:18 PM PDT, UTC-07:00",19.96,2.99,0,0,n/a,1.78,0,6,30.73,-2.87,n/a,0,-1.24,0,0,0,n/a
MARKETPLACE,O-605024265881228,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/04/23,"6:18 PM PDT, UTC-07:00",54.66,0,0,0,n/a,4.24,0,0,58.9,-6.83,n/a,0,-2.1,0,0,0,n/a
MARKETPLACE,O-726324360065254,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/15/23,"2:00 PM PST, UTC-08:00",24.37,0,0,0,n/a,1.89,0,0,26.26,-3.05,n/a,0,-1.1,0,0,0,n/a
MARKETPLACE,O-251924106358875,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/19/23,"7:32 PM PDT, UTC-07:00",32.47,0,0,0,n/a,2.52,0,0,34.99,-4.06,n/a,0,-1.37,0,0,0,n/a
MARKETPLACE,W-357924614773363,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/09/23,"7:35 PM PST, UTC-08:00",50.29,0,0,0,n/a,3.9,0,4,58.19,0,n/a,0,-2.07,0,0,0,n/a
MARKETPLACE,O-656824183060055,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/27/23,"8:49 PM PDT, UTC-07:00",29.98,0,0,0,n/a,2.32,0,0,32.3,-3.75,n/a,0,-1.29,0,0,0,n/a
MARKETPLACE,O-096523320429153,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/03/23,"12:23 PM PDT, UTC-07:00",23.99,0,0,0,n/a,1.86,0,0,25.85,-3,n/a,0,-1.09,0,0,0,n/a
MARKETPLACE,O-815123524257770,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/23/23,"2:55 PM PDT, UTC-07:00",11.49,0,0,0,n/a,0.89,0,0,12.38,-1.44,n/a,0,-0.68,0,0,0,n/a
MARKETPLACE,O-253924199073462,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/28/23,"7:10 PM PDT, UTC-07:00",38.22,0,0,0,n/a,2.96,0,0,41.18,-4.78,n/a,0,-1.56,0,0,0,n/a
MARKETPLACE,O-026724516921437,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/29/23,"5:45 PM PST, UTC-08:00",28.37,0,0,0,n/a,2.2,0,0,30.57,-3.55,n/a,0,-1.23,0,0,0,n/a
MARKETPLACE,W-345323364609047,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/06/23,"7:07 PM PDT, UTC-07:00",24.37,0,0,0,n/a,1.89,0,3.94,30.2,0,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,O-709124387306593,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/16/23,"8:30 PM PST, UTC-08:00",25.97,0,0,0,n/a,2.01,0,0,27.98,-3.25,n/a,0,-1.15,0,0,0,n/a
MARKETPLACE,W-182623809071275,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/20/23,"5:05 PM PDT, UTC-07:00",78.89,2.99,0,0,n/a,6.34,0,17.64,105.86,0,n/a,0,-3.53,0,0,0,n/a
MARKETPLACE,W-956123358545453,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/05/23,"5:45 PM PDT, UTC-07:00",20.23,2.99,0,0,n/a,1.8,0,3.75,28.77,0,n/a,0,-1.18,0,0,0,n/a
