Order Channel,ID,Fulfillment Type,Restaurant,Type,Description,Date,Time,Subtotal,Delivery Fee,Service Fee,Service Fee Exemption,(flexible fees),Tax Fee,Tax Fee Exemption,Tip,Restaurant Total,Commission,GH+ Commission,Delivery Commission,Processing Fee,Withheld Tax,Withheld Tax Exemption,Targeted Promotion,Rewards
MARKETPLACE,O-138310250069229,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/03/20,"6:53 PM PST, UTC-08:00",21.72,2.99,0,0,n/a,1.98,0,4,30.69,-3.09,n/a,0,-1.24,0,0,0,n/a
MARKETPLACE,O-417411719183669,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/28/20,"6:42 PM PDT, UTC-07:00",19.47,2.99,0,0,n/a,1.8,0,4.85,29.11,-2.81,n/a,0,-1.19,0,0,0,n/a
MARKETPLACE,W-940911836079525,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/10/20,"5:30 PM PDT, UTC-07:00",34.68,0,0,0,n/a,2.77,0,5.62,43.07,0,n/a,0,-1.61,0,0,0,n/a
MARKETPLACE,W-510010392938648,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/18/20,"3:45 PM PST, UTC-08:00",63.93,0,0,0,n/a,5.11,0,0,69.04,0,n/a,0,-2.41,0,0,0,n/a
MARKETPLACE,O-640611306786343,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/17/20,"9:28 PM PDT, UTC-07:00",23.97,2.99,0,0,n/a,2.16,0,4.5,33.62,-3.37,n/a,0,-1.33,0,0,0,n/a
MARKETPLACE,O-370412004020535,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/27/20,"4:37 PM PDT, UTC-07:00",32.23,4.99,0,0,n/a,2.89,0,6.02,46.13,-4.65,n/a,0,-1.71,0,0,0,n/a
MARKETPLACE,O-183410239726799,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/01/20,"8:43 PM PST, UTC-08:00",19.37,4.99,0,0,n/a,1.95,0,3.95,30.26,-3.05,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,W-651311838049341,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/10/20,"11:45 AM PDT, UTC-07:00",124.19,2.99,0,0,n/a,10.18,0,27.47,164.83,0,n/a,0,-5.33,0,0,0,n/a
MARKETPLACE,O-673311105199311,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/29/20,"12:01 PM PDT, UTC-07:00",18.77,0,0,0,n/a,1.5,0,0,20.27,-2.35,n/a,0,-0.92,0,0,0,n/a
MARKETPLACE,O-169311160462418,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/03/20,"10:13 PM PDT, UTC-07:00",39.95,4.99,0,0,n/a,3.6,0,6.46,55,-5.62,n/a,0,-1.98,0,0,0,n/a
MARKETPLACE,P-CAe2b952b9c45a98dc54ef98c7deac59ab,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Phone Order,,04/03/20,"6:31 PM PDT, UTC-07:00",0,0,0,0,n/a,0,0,0,0,-1,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-998311669067628,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/23/20,"8:19 PM PDT, UTC-07:00",67.97,4.99,0,0,n/a,5.84,0,6,84.8,-9.12,n/a,0,-2.89,0,0,0,n/a
MARKETPLACE,O-070410954640502,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/14/20,"5:42 PM PDT, UTC-07:00",27.96,2.99,0,0,n/a,2.48,0,0,33.43,-3.87,n/a,0,-1.32,0,0,0,n/a
MARKETPLACE,P-CAd86dd02339c134da41b33a9ca81251ba,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Phone Order,,06/12/20,"6:00 PM PDT, UTC-07:00",0,0,0,0,n/a,0,0,0,0,-1,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-584011110930107,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/29/20,"6:31 PM PDT, UTC-07:00",21.98,0,0,0,n/a,1.76,0,3.56,27.3,-2.75,n/a,0,-1.13,0,0,0,n/a
MARKETPLACE,W-482412003518162,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/26/20,"5:17 PM PDT, UTC-07:00",20.98,0,0,0,n/a,1.63,0,2,24.61,0,n/a,0,-1.05,0,0,0,n/a
MARKETPLACE,W-133610479041034,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/26/20,"3:06 PM PST, UTC-08:00",16.92,0,0,0,n/a,1.35,0,2.74,21.01,0,n/a,0,-0.94,0,0,0,n/a
MARKETPLACE,O-532011925007904,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/19/20,"5:00 PM PDT, UTC-07:00",27.98,2.99,0,0,n/a,2.48,0,3,36.45,-3.87,n/a,0,-1.41,0,0,0,n/a
MARKETPLACE,W-447411517500296,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/08/20,"6:37 PM PDT, UTC-07:00",43.43,0,0,0,n/a,3.47,0,2.35,49.25,0,n/a,0,-1.8,0,0,0,n/a
MARKETPLACE,O-684811365181019,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/23/20,"6:00 PM PDT, UTC-07:00",89.2,4.99,0,0,n/a,7.54,0,20.35,122.08,-11.77,n/a,0,-4.02,0,0,0,n/a
MARKETPLACE,O-847510609026578,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/07/20,"7:11 PM PST, UTC-08:00",28.57,4.99,0,0,n/a,2.69,0,5.44,41.69,-4.2,n/a,0,-1.57,0,0,0,n/a
MARKETPLACE,O-472011504132300,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/07/20,"8:07 PM PDT, UTC-07:00",16.48,2.99,0,0,n/a,1.56,0,3.15,24.18,-2.43,n/a,0,-1.04,0,0,0,n/a
