Order Channel,ID,Fulfillment Type,Restaurant,Type,Description,Date,Time,Subtotal,Delivery Fee,Service Fee,Service Fee Exemption,(flexible fees),Tax Fee,Tax Fee Exemption,Tip,Restaurant Total,Commission,GH+ Commission,Delivery Commission,Processing Fee,Withheld Tax,Withheld Tax Exemption,Targeted Promotion,Rewards
MARKETPLACE,T-AwEAAAAAAE8PQKQoxzCnDhHthzFLe21Z4-0,Pick-Up,Ameci Pizza & Pasta SGO & Catering - Trabuco Rd,Account Adjustment,881221530801365 RH,02/07/23,"9:41 AM PST, UTC-08:00",0,0,0,0,n/a,0,0,0,22.8,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-134521538885689,Self Delivery,Ameci Pizza & Pasta SGO & Catering - Trabuco Rd,Prepaid Order,,02/04/23,"6:34 PM PST, UTC-08:00",95.9,2.99,0,0,n/a,7.66,0,15.98,122.53,-12.36,n/a,0,-4.04,0,0,0,n/a
MARKETPLACE,O-881221530801365,Self Delivery,Ameci Pizza & Pasta SGO & Catering - Trabuco Rd,Cancelation of O-881221530801365,Late delivery (order is too late),02/04/23,"9:17 PM PST, UTC-08:00",-18.48,-2.99,0,0,n/a,-1.66,0,-3.46,-26.59,2.68,n/a,0,1.11,0,0,0,n/a
MARKETPLACE,O-881221530801365,Self Delivery,Ameci Pizza & Pasta SGO & Catering - Trabuco Rd,Prepaid Order,,02/04/23,"8:03 PM PST, UTC-08:00",18.48,2.99,0,0,n/a,1.66,0,3.46,26.59,-2.68,n/a,0,-1.11,0,0,0,n/a
MARKETPLACE,O-105721420716598,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/24/23,"7:15 PM PST, UTC-08:00",21.98,0,0,0,n/a,1.7,0,0,23.68,-2.75,n/a,0,-1.02,0,0,0,n/a
MARKETPLACE,W-941521880604866,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/12/23,"4:02 PM PDT, UTC-07:00",60.89,0,0,0,n/a,4.72,0,0,65.61,0,n/a,0,-2.3,0,0,0,n/a
MARKETPLACE,W-564221591999504,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/10/23,"5:30 PM PST, UTC-08:00",32.42,0,0,0,n/a,2.51,0,3.49,38.42,0,n/a,0,-1.47,0,0,0,n/a
MARKETPLACE,W-741322713363345,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/02/23,"5:46 PM PDT, UTC-07:00",55.98,0,0,0,n/a,4.34,0,0,60.32,0,n/a,0,-2.14,0,0,0,n/a
MARKETPLACE,O-865222349673282,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/26/23,"6:55 PM PDT, UTC-07:00",27.98,0,0,0,n/a,2.17,0,3,33.15,-3.5,n/a,0,-1.31,0,0,0,n/a
MARKETPLACE,O-340721323452583,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/14/23,"5:10 PM PST, UTC-08:00",26.83,0,0,0,n/a,2.08,0,0,28.91,-3.35,n/a,0,-1.18,0,0,0,n/a
