Order Channel,ID,Fulfillment Type,Restaurant,Type,Description,Date,Time,Subtotal,Delivery Fee,Service Fee,Service Fee Exemption,(flexible fees),Tax Fee,Tax Fee Exemption,Tip,Restaurant Total,Commission,GH+ Commission,Delivery Commission,Processing Fee,Withheld Tax,Withheld Tax Exemption,Targeted Promotion,Rewards
MARKETPLACE,O-022720253352603,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/29/22,"7:53 PM PDT, UTC-07:00",14.82,0,0,0,n/a,1.15,0,0,15.97,-1.85,n/a,0,-0.79,0,0,0,n/a
MARKETPLACE,O-853520305465422,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/04/22,"7:10 PM PDT, UTC-07:00",65.81,2.99,0,0,n/a,5.33,0,14.83,88.96,-8.6,n/a,0,-3.01,0,0,0,n/a
MARKETPLACE,W-259619596170539,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/25/22,"8:31 PM PDT, UTC-07:00",36.52,0,0,0,n/a,2.83,0,5.9,45.25,0,n/a,0,-1.68,0,0,0,n/a
MARKETPLACE,O-674619602440472,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/27/22,"2:30 PM PDT, UTC-07:00",38.55,0,0,0,n/a,2.99,0,6.23,47.77,-4.82,n/a,0,-1.76,0,0,0,n/a
MARKETPLACE,W-522721069365851,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/20/22,"5:30 PM PST, UTC-08:00",16.03,0,0,0,n/a,1.24,0,0,17.27,0,n/a,0,-0.83,0,0,0,n/a
MARKETPLACE,O-184019960188087,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/31/22,"7:02 PM PDT, UTC-07:00",48.96,0,0,0,n/a,3.79,0,0,52.75,-6.12,n/a,0,-1.91,0,0,0,n/a
MARKETPLACE,O-125719462196220,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/12/22,"7:31 PM PDT, UTC-07:00",24.67,2.99,0,0,n/a,2.14,0,4.47,34.27,-3.46,n/a,0,-1.35,0,0,0,n/a
MARKETPLACE,O-975820563781736,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/30/22,"8:20 PM PDT, UTC-07:00",44.96,2.99,0,0,n/a,3.71,0,7.75,59.41,-5.99,n/a,0,-2.11,0,0,0,n/a
MARKETPLACE,W-038320423877051,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/17/22,"5:10 PM PDT, UTC-07:00",34.17,0,0,0,n/a,2.65,0,3.68,40.5,0,n/a,0,-1.54,0,0,0,n/a
MARKETPLACE,O-759020284696240,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/02/22,"8:07 PM PDT, UTC-07:00",16.84,2.99,0,0,n/a,1.54,0,0,21.37,-2.48,n/a,0,-0.95,0,0,0,n/a
MARKETPLACE,O-351119838371809,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/19/22,"2:41 PM PDT, UTC-07:00",28.97,0,0,0,n/a,2.25,0,0,31.22,-3.62,n/a,0,-1.25,0,0,0,n/a
MARKETPLACE,O-028920535190595,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/27/22,"6:53 PM PDT, UTC-07:00",32.16,0,0,0,n/a,2.49,0,0,34.65,-4.02,n/a,0,-1.36,0,0,0,n/a
MARKETPLACE,O-340320277163572,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/01/22,"7:48 PM PDT, UTC-07:00",61.61,2.99,0,0,n/a,5,0,3,72.6,-8.08,n/a,0,-2.51,0,0,0,n/a
MARKETPLACE,W-332920754234627,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/18/22,"4:25 PM PST, UTC-08:00",34.07,0,0,0,n/a,2.64,0,5.51,42.22,0,n/a,0,-1.59,0,0,0,n/a
MARKETPLACE,O-331820380213293,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/12/22,"9:34 PM PDT, UTC-07:00",24.98,0,0,0,n/a,1.94,0,0,26.92,-3.12,n/a,0,-1.12,0,0,0,n/a
MARKETPLACE,O-925619550706353,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Adjustment of O-925619550706353,Refund due to order adjustment : CX WILL PICK UP THE ORDER $4.99,07/21/22,"9:59 PM PDT, UTC-07:00",-4.99,0,0,0,n/a,-0.38,0,0,-5.37,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-925619550706353,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Adjustment of O-925619550706353,"Refund due to order adjustment :CX WILL PICK UP THE ORDER // $10.17 TIP ",07/21/22,"9:59 PM PDT, UTC-07:00",-10.17,0,0,0,n/a,-0.79,0,0,-10.96,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-053120565702832,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/31/22,"1:07 PM PDT, UTC-07:00",31.56,2.99,0,0,n/a,2.68,0,1,38.23,-4.32,n/a,0,-1.47,0,0,0,n/a
MARKETPLACE,O-773520822217682,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/25/22,"9:56 PM PST, UTC-08:00",63.76,0,0,0,n/a,4.94,0,0,68.7,-7.97,n/a,0,-2.4,0,0,0,n/a
MARKETPLACE,W-151720267518394,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/30/22,"5:43 PM PDT, UTC-07:00",24.98,0,0,0,n/a,1.94,0,2,28.92,0,n/a,0,-1.18,0,0,0,n/a
MARKETPLACE,O-893519835533667,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/18/22,"8:32 PM PDT, UTC-07:00",64,0,0,0,n/a,4.96,0,10.34,79.3,-8,n/a,0,-2.72,0,0,0,n/a
MARKETPLACE,O-554120056375571,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/09/22,"6:52 PM PDT, UTC-07:00",47.97,0,0,0,n/a,3.72,0,0,51.69,-6,n/a,0,-1.88,0,0,0,n/a
MARKETPLACE,O-387419415355145,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/08/22,"1:44 PM PDT, UTC-07:00",24.98,0,0,0,n/a,1.94,0,4.03,30.95,-3.12,n/a,0,-1.24,0,0,0,n/a
MARKETPLACE,O-737820335405519,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/07/22,"8:30 PM PDT, UTC-07:00",86.59,2.99,0,0,n/a,6.94,0,14.48,111,-11.2,n/a,0,-3.69,0,0,0,n/a
MARKETPLACE,W-623819955448309,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/31/22,"5:00 PM PDT, UTC-07:00",53.97,2.99,0,0,n/a,4.41,0,9.21,70.58,0,n/a,0,-2.45,0,0,0,n/a
