Order Channel,ID,Fulfillment Type,Restaurant,Type,Description,Date,Time,Subtotal,Delivery Fee,Service Fee,Service Fee Exemption,(flexible fees),Tax Fee,Tax Fee Exemption,Tip,Restaurant Total,Commission,GH+ Commission,Delivery Commission,Processing Fee,Withheld Tax,Withheld Tax Exemption,Targeted Promotion,Rewards
MARKETPLACE,O-701614069054659,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/18/21,"5:50 PM PST, UTC-08:00",49.23,2.99,0,0,n/a,4.05,0,6,62.27,-6.53,n/a,0,-2.2,0,0,0,n/a
MARKETPLACE,O-436414898357693,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/11/21,"6:12 PM PDT, UTC-07:00",50.96,2.99,0,0,n/a,4.18,0,8.72,66.85,-6.74,n/a,0,-2.34,0,0,0,n/a
MARKETPLACE,O-855715510886500,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/12/21,"6:48 PM PDT, UTC-07:00",82.42,2.99,0,0,n/a,6.62,0,13.8,105.83,-10.68,n/a,0,-3.53,0,0,0,n/a
MARKETPLACE,W-230514892549250,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/12/21,"4:31 PM PDT, UTC-07:00",18.27,2.99,0,0,n/a,1.65,0,3.44,26.35,0,n/a,0,-1.1,0,0,0,n/a
MARKETPLACE,O-389514053022861,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/17/21,"6:31 PM PST, UTC-08:00",45.31,2.99,0,0,n/a,3.74,0,7.81,59.85,-6.04,n/a,0,-2.13,0,0,0,n/a
MARKETPLACE,O-686215021346334,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/24/21,"6:18 PM PDT, UTC-07:00",10.99,0,0,0,n/a,0.85,0,1.77,13.61,-1.37,n/a,0,-0.72,0,0,0,n/a
MARKETPLACE,W-697614104792372,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/23/21,"1:12 PM PST, UTC-08:00",73.91,2.99,0,0,n/a,5.96,0,8.29,91.15,0,n/a,0,-3.08,0,0,0,n/a
MARKETPLACE,W-402415367703451,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/28/21,"7:33 PM PDT, UTC-07:00",53.69,0,0,0,n/a,4.16,0,2.89,60.74,0,n/a,0,-2.15,0,0,0,n/a
MARKETPLACE,O-669514238706501,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/05/21,"2:00 PM PST, UTC-08:00",21.27,2.99,0,0,n/a,1.88,0,5.23,31.37,-3.03,n/a,0,-1.26,0,0,0,n/a
MARKETPLACE,O-454314124700118,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/25/21,"11:29 AM PST, UTC-08:00",13.98,0,0,0,n/a,1.08,0,0,15.06,-1.75,n/a,0,-0.76,0,0,0,n/a
MARKETPLACE,O-719115672361114,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/28/21,"6:14 PM PDT, UTC-07:00",33.57,2.99,0,0,n/a,2.83,0,5.43,44.82,-4.57,n/a,0,-1.67,0,0,0,n/a
