Order Channel,ID,Fulfillment Type,Restaurant,Type,Description,Date,Time,Subtotal,Delivery Fee,Service Fee,Service Fee Exemption,(flexible fees),Tax Fee,Tax Fee Exemption,Tip,Restaurant Total,Commission,GH+ Commission,Delivery Commission,Processing Fee,Withheld Tax,Withheld Tax Exemption,Targeted Promotion,Rewards
MARKETPLACE,W-754316110938218,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/12/21,"2:39 PM PDT, UTC-07:00",21.98,0,0,0,n/a,1.7,0,0,23.68,0,n/a,0,-1.02,0,0,0,n/a
MARKETPLACE,O-503717242196712,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/02/21,"6:42 PM PST, UTC-08:00",30.01,0,0,0,n/a,2.33,0,0,32.34,-3.75,n/a,0,-1.29,0,0,0,n/a
MARKETPLACE,O-252515776121300,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Adjustment of O-252515776121300,Late delivery (order is too late),07/08/21,"10:25 PM PDT, UTC-07:00",-25.96,-2.99,0,0,n/a,-2.24,0,-0.02,-31.21,3.62,n/a,0,1.25,0,0,0,n/a
MARKETPLACE,O-859116138346193,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/13/21,"8:29 PM PDT, UTC-07:00",20.98,2.99,0,0,n/a,1.86,0,3.87,29.7,-3,n/a,0,-1.21,0,0,0,n/a
MARKETPLACE,O-742616634660564,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/02/21,"6:46 PM PDT, UTC-07:00",34.98,2.99,0,0,n/a,2.94,0,6.13,47.04,-4.75,n/a,0,-1.73,0,0,0,n/a
MARKETPLACE,O-043616964590365,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/04/21,"6:42 PM PDT, UTC-07:00",21.98,2.99,0,0,n/a,1.93,0,8.07,34.97,-3.12,n/a,0,-1.37,0,0,0,n/a
MARKETPLACE,O-411417441772830,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/22/21,"6:38 PM PST, UTC-08:00",22.58,2.99,0,0,n/a,1.98,0,4.87,32.42,-3.2,n/a,0,-1.29,0,0,0,n/a
MARKETPLACE,O-904616229839778,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/23/21,"2:41 PM PDT, UTC-07:00",45.71,4.99,0,0,n/a,3.93,0,10.93,65.56,-6.34,n/a,0,-2.3,0,0,0,n/a
MARKETPLACE,W-582817206682545,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/28/21,"7:06 PM PST, UTC-08:00",38.97,0,0,0,n/a,3.02,0,2.1,44.09,0,n/a,0,-1.64,0,0,0,n/a
MARKETPLACE,O-223815742636638,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/06/21,"2:37 PM PDT, UTC-07:00",22.98,0,0,0,n/a,1.78,0,0,24.76,-2.87,n/a,0,-1.06,0,0,0,n/a
MARKETPLACE,W-884416871635285,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/26/21,"5:56 PM PDT, UTC-07:00",23.98,2.99,0,0,n/a,2.09,0,5.3,34.36,0,n/a,0,-1.35,0,0,0,n/a
MARKETPLACE,O-817116486224138,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/17/21,"7:06 PM PDT, UTC-07:00",29.98,2.99,0,0,n/a,2.55,0,7.1,42.62,-4.12,n/a,0,-1.6,0,0,0,n/a
MARKETPLACE,O-176316210606478,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/21/21,"8:58 PM PDT, UTC-07:00",19.28,2.99,0,0,n/a,1.72,0,5,28.99,-2.78,n/a,0,-1.18,0,0,0,n/a
MARKETPLACE,O-680717257227860,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/04/21,"4:19 PM PST, UTC-08:00",42.8,2.99,0,0,n/a,3.55,0,6.92,56.26,-5.72,n/a,0,-2.02,0,0,0,n/a
MARKETPLACE,O-989615844151724,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/15/21,"9:14 PM PDT, UTC-07:00",49.75,2.99,0,0,n/a,4.09,0,13.4,70.23,-6.59,n/a,0,-2.44,0,0,0,n/a
MARKETPLACE,O-874017420939888,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/20/21,"5:32 PM PST, UTC-08:00",25.97,0,0,0,n/a,2.01,0,4.19,32.17,-3.25,n/a,0,-1.28,0,0,0,n/a
MARKETPLACE,O-963916551874328,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/25/21,"3:34 PM PDT, UTC-07:00",29.95,2.99,0,0,n/a,2.55,0,0,35.49,-4.12,n/a,0,-1.38,0,0,0,n/a
MARKETPLACE,W-886416496739676,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/18/21,"9:11 PM PDT, UTC-07:00",20.56,0,0,0,n/a,1.59,0,0,22.15,0,n/a,0,-0.98,0,0,0,n/a
MARKETPLACE,O-839615921215414,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/23/21,"5:51 PM PDT, UTC-07:00",11.99,0,0,0,n/a,0.93,0,0,12.92,-1.5,n/a,0,-0.69,0,0,0,n/a
MARKETPLACE,O-571216930812729,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/01/21,"6:17 PM PDT, UTC-07:00",30.16,2.99,0,0,n/a,2.57,0,5.36,41.08,-4.14,n/a,0,-1.55,0,0,0,n/a
MARKETPLACE,O-483815849851814,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/16/21,"5:09 PM PDT, UTC-07:00",14.99,0,0,0,n/a,1.16,0,0,16.15,-1.87,n/a,0,-0.79,0,0,0,n/a
MARKETPLACE,O-624416993809398,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/08/21,"3:08 PM PST, UTC-08:00",11.99,0,0,0,n/a,0.93,0,0,12.92,-1.5,n/a,0,-0.69,0,0,0,n/a
MARKETPLACE,O-188117242674912,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/03/21,"4:30 PM PST, UTC-08:00",192.89,0,0,0,n/a,14.95,0,0,207.84,-24.11,n/a,0,-6.64,0,0,0,n/a
MARKETPLACE,W-496216823752500,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/22/21,"5:16 PM PDT, UTC-07:00",61.04,4.99,0,0,n/a,5.12,0,10.67,81.82,0,n/a,0,-2.8,0,0,0,n/a
MARKETPLACE,O-568217020214104,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/11/21,"12:16 PM PST, UTC-08:00",15.57,2.99,0,0,n/a,1.44,0,3,23,-2.32,n/a,0,-1,0,0,0,n/a
MARKETPLACE,O-696516745515577,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Adjustment of O-696516745515577,Change of plans,10/13/21,"6:59 PM PDT, UTC-07:00",-37.71,0,0,0,n/a,-2.92,0,0,-40.63,4.71,n/a,0,1.54,0,0,0,n/a
MARKETPLACE,W-910516627528448,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/02/21,"5:11 PM PDT, UTC-07:00",31.71,2.99,0,0,n/a,2.69,0,3,40.39,0,n/a,0,-1.53,0,0,0,n/a
MARKETPLACE,O-578716217582010,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/21/21,"6:04 PM PDT, UTC-07:00",57.92,2.99,0,0,n/a,4.72,0,9.36,74.99,-7.61,n/a,0,-2.59,0,0,0,n/a
MARKETPLACE,O-112616758203707,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/14/21,"6:05 PM PDT, UTC-07:00",32.06,2.99,0,0,n/a,2.71,0,7.55,45.31,-4.38,n/a,0,-1.68,0,0,0,n/a
MARKETPLACE,O-622016422989452,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/12/21,"5:13 PM PDT, UTC-07:00",16.98,0,0,0,n/a,1.32,0,2.74,21.04,-2.12,n/a,0,-0.94,0,0,0,n/a
MARKETPLACE,O-370616148637834,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/14/21,"8:42 PM PDT, UTC-07:00",33.77,0,0,0,n/a,2.62,0,0,36.39,-4.22,n/a,0,-1.41,0,0,0,n/a
MARKETPLACE,W-422716452440805,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/15/21,"12:56 PM PDT, UTC-07:00",20.96,4.99,0,0,n/a,2.01,0,5,32.96,0,n/a,0,-1.31,0,0,0,n/a
MARKETPLACE,O-013416089044465,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/08/21,"6:17 PM PDT, UTC-07:00",50.83,2.99,0,0,n/a,4.17,0,5.01,63,-6.73,n/a,0,-2.22,0,0,0,n/a
MARKETPLACE,W-046016644769120,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/03/21,"5:24 PM PDT, UTC-07:00",32.97,0,0,0,n/a,2.56,0,5.33,40.86,0,n/a,0,-1.55,0,0,0,n/a
MARKETPLACE,O-622217339656375,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/11/21,"5:28 PM PST, UTC-08:00",80.63,0,0,0,n/a,6.25,0,13.03,99.91,-10.08,n/a,0,-3.35,0,0,0,n/a
MARKETPLACE,W-519016134823708,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/13/21,"6:17 PM PDT, UTC-07:00",120.22,2.99,0,0,n/a,9.55,0,15,147.76,0,n/a,0,-4.81,0,0,0,n/a
MARKETPLACE,O-395616862937092,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/25/21,"6:59 PM PDT, UTC-07:00",30.27,2.99,0,0,n/a,2.58,0,6.52,42.36,-4.16,n/a,0,-1.59,0,0,0,n/a
MARKETPLACE,O-299117439920222,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/21/21,"9:03 PM PST, UTC-08:00",24.47,0,0,0,n/a,1.9,0,0,26.37,-3.06,n/a,0,-1.1,0,0,0,n/a
MARKETPLACE,W-143717338467295,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/11/21,"5:55 PM PST, UTC-08:00",37,0,0,0,n/a,2.87,0,5,44.87,0,n/a,0,-1.67,0,0,0,n/a
MARKETPLACE,O-214216553606999,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/25/21,"2:33 PM PDT, UTC-07:00",31.56,4.99,0,0,n/a,2.84,0,7.88,47.27,-4.57,n/a,0,-1.74,0,0,0,n/a
MARKETPLACE,W-496216913732372,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/31/21,"4:30 PM PDT, UTC-07:00",109.74,0,0,0,n/a,8.5,0,11.76,130,0,n/a,0,-4.27,0,0,0,n/a
MARKETPLACE,O-548917131939085,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/21/21,"6:31 PM PST, UTC-08:00",56.44,0,0,0,n/a,4.37,0,9.11,69.92,-7.06,n/a,0,-2.43,0,0,0,n/a
MARKETPLACE,W-782615939811103,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/25/21,"4:48 PM PDT, UTC-07:00",25.57,0,0,0,n/a,1.98,0,2.76,30.31,0,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,O-504116642179504,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/04/21,"12:19 PM PDT, UTC-07:00",45.88,4.99,0,0,n/a,3.95,0,10.96,65.78,-6.36,n/a,0,-2.31,0,0,0,n/a
MARKETPLACE,O-098116989253050,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/06/21,"10:08 PM PDT, UTC-07:00",20.47,4.99,0,0,n/a,1.98,0,4.12,31.56,-3.18,n/a,0,-1.26,0,0,0,n/a
MARKETPLACE,W-419916277633083,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/27/21,"7:43 PM PDT, UTC-07:00",25.17,0,0,0,n/a,1.95,0,0,27.12,0,n/a,0,-1.13,0,0,0,n/a
MARKETPLACE,O-054317259902462,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/03/21,"5:37 PM PST, UTC-08:00",44.94,2.99,0,0,n/a,3.71,0,7.75,59.39,-5.99,n/a,0,-2.11,0,0,0,n/a
MARKETPLACE,O-183417406941219,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/19/21,"1:26 PM PST, UTC-08:00",33.72,0,0,0,n/a,2.61,0,0,36.33,-4.22,n/a,0,-1.41,0,0,0,n/a
MARKETPLACE,O-891917229998613,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/30/21,"8:45 PM PST, UTC-08:00",15.98,0,0,0,n/a,1.24,0,0,17.22,-2,n/a,0,-0.83,0,0,0,n/a
MARKETPLACE,O-543215773411863,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/08/21,"5:45 PM PDT, UTC-07:00",28.48,4.99,0,0,n/a,2.6,0,5.41,41.48,-4.18,n/a,0,-1.57,0,0,0,n/a
MARKETPLACE,W-151316163249233,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/17/21,"11:45 AM PDT, UTC-07:00",29.98,0,0,0,n/a,2.32,0,1.62,33.92,0,n/a,0,-1.33,0,0,0,n/a
MARKETPLACE,W-595615792641521,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/10/21,"5:25 PM PDT, UTC-07:00",49.55,0,0,0,n/a,3.84,0,10.68,64.07,0,n/a,0,-2.25,0,0,0,n/a
MARKETPLACE,O-303316356303041,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/04/21,"9:26 PM PDT, UTC-07:00",19.98,2.99,0,0,n/a,1.78,0,3.71,28.46,-2.87,n/a,0,-1.17,0,0,0,n/a
MARKETPLACE,O-571216800812483,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/19/21,"6:07 PM PDT, UTC-07:00",51.95,2.99,0,0,n/a,4.26,0,14.8,74,-6.87,n/a,0,-2.56,0,0,0,n/a
MARKETPLACE,O-023015996510925,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/31/21,"4:00 PM PDT, UTC-07:00",58.45,2.99,0,0,n/a,4.76,0,12.6,78.8,-7.68,n/a,0,-2.7,0,0,0,n/a
MARKETPLACE,O-405717388707657,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/16/21,"9:26 PM PST, UTC-08:00",15.73,0,0,0,n/a,1.22,0,0,16.95,-1.97,n/a,0,-0.82,0,0,0,n/a
MARKETPLACE,W-503717102157685,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/19/21,"1:00 PM PST, UTC-08:00",51.46,4.99,0,0,n/a,4.38,0,15.21,76.04,0,n/a,0,-2.62,0,0,0,n/a
MARKETPLACE,O-116017421977149,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/20/21,"7:21 PM PST, UTC-08:00",39.71,4.99,0,0,n/a,3.47,0,7,55.17,-5.59,n/a,0,-1.98,0,0,0,n/a
MARKETPLACE,O-294916646180548,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/03/21,"6:24 PM PDT, UTC-07:00",57.19,4.99,0,0,n/a,4.82,0,16.75,83.75,-7.77,n/a,0,-2.85,0,0,0,n/a
MARKETPLACE,W-977317248392298,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/03/21,"12:50 PM PST, UTC-08:00",9.99,0,0,0,n/a,0.77,0,0,10.76,0,n/a,0,-0.63,0,0,0,n/a
MARKETPLACE,O-595016219228141,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/22/21,"3:14 PM PDT, UTC-07:00",21.96,2.99,0,0,n/a,1.93,0,3,29.88,-3.12,n/a,0,-1.21,0,0,0,n/a
MARKETPLACE,O-347817490225950,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/27/21,"5:10 PM PST, UTC-08:00",20.47,2.99,0,0,n/a,1.82,0,5.06,30.34,-2.93,n/a,0,-1.23,0,0,0,n/a
MARKETPLACE,W-785016054673479,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/06/21,"1:51 PM PDT, UTC-07:00",11.99,0,0,0,n/a,0.93,0,0,12.92,0,n/a,0,-0.69,0,0,0,n/a
MARKETPLACE,O-868316951888159,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/04/21,"1:58 PM PDT, UTC-07:00",21.99,4.99,0,0,n/a,2.09,0,3.55,32.62,-3.37,n/a,0,-1.29,0,0,0,n/a
MARKETPLACE,W-043816664771952,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/05/21,"6:33 PM PDT, UTC-07:00",54.45,2.99,0,0,n/a,4.45,0,9.28,71.17,0,n/a,0,-2.47,0,0,0,n/a
