Order Channel,ID,Fulfillment Type,Restaurant,Type,Description,Date,Time,Subtotal,Delivery Fee,Service Fee,Service Fee Exemption,(flexible fees),Tax Fee,Tax Fee Exemption,Tip,Restaurant Total,Commission,GH+ Commission,Delivery Commission,Processing Fee,Withheld Tax,Withheld Tax Exemption,Targeted Promotion,Rewards
MARKETPLACE,O-914928288468379,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/10/24,"10:03 PM PST, UTC-08:00",27.98,4.99,0,0,n/a,2.56,0,3.17,38.7,-4.12,n/a,0,-1.48,0,0,0,n/a
MARKETPLACE,O-682426701787179,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/05/24,"6:55 PM PDT, UTC-07:00",24.37,2.99,0,0,n/a,2.12,0,5,34.48,-3.42,n/a,0,-1.35,0,0,0,n/a
MARKETPLACE,O-890226916942276,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/26/24,"6:37 PM PDT, UTC-07:00",38.01,2.99,0,0,n/a,3.18,0,5,49.18,-5.13,n/a,0,-1.8,0,0,0,n/a
MARKETPLACE,O-771326757079314,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/10/24,"7:23 PM PDT, UTC-07:00",16.99,4.99,0,0,n/a,1.71,0,1.77,25.46,-2.75,n/a,0,-1.08,0,0,0,n/a
MARKETPLACE,O-224528371389200,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/20/24,"3:58 PM PST, UTC-08:00",32.83,2.99,0,0,n/a,2.77,0,3.71,42.3,-4.48,n/a,0,-1.59,0,0,0,n/a
MARKETPLACE,O-977627215639032,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/25/24,"7:32 PM PDT, UTC-07:00",20.97,4.99,0,0,n/a,2.02,0,2.27,30.25,-3.25,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,O-038527202673980,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/25/24,"4:34 PM PDT, UTC-07:00",63.3,0,0,0,n/a,4.91,0,0,68.21,-7.91,n/a,0,-2.38,0,0,0,n/a
MARKETPLACE,W-972227523671772,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/26/24,"1:09 PM PDT, UTC-07:00",24.37,2.99,0,0,n/a,2.12,0,4.82,34.3,0,n/a,0,-1.35,0,0,0,n/a
MARKETPLACE,W-737527385876911,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/12/24,"1:52 PM PDT, UTC-07:00",16.88,0,0,0,n/a,1.31,0,0,18.19,0,n/a,0,-0.85,0,0,0,n/a
MARKETPLACE,O-833928042484374,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/17/24,"12:31 PM PST, UTC-08:00",18.98,0,0,0,n/a,1.47,0,2.05,22.5,-2.37,n/a,0,-0.99,0,0,0,n/a
MARKETPLACE,O-312727261819447,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/30/24,"6:13 PM PDT, UTC-07:00",23.98,2.99,0,0,n/a,2.09,0,2.71,31.77,-3.37,n/a,0,-1.27,0,0,0,n/a
MARKETPLACE,O-745628447473983,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/27/24,"2:48 PM PST, UTC-08:00",72.45,0,0,0,n/a,5.61,0,0,78.06,-9.06,n/a,0,-2.68,0,0,0,n/a
MARKETPLACE,O-388128357860355,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/18/24,"10:54 AM PST, UTC-08:00",12.99,0,0,0,n/a,1.01,0,0,14,-1.62,n/a,0,-0.73,0,0,0,n/a
MARKETPLACE,O-192727378573042,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/10/24,"6:36 PM PDT, UTC-07:00",54.66,0,0,0,n/a,4.24,0,0,58.9,-6.83,n/a,0,-2.1,0,0,0,n/a
MARKETPLACE,O-738427269731986,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/31/24,"4:26 PM PDT, UTC-07:00",39.47,0,0,0,n/a,3.06,0,0,42.53,-4.93,n/a,0,-1.6,0,0,0,n/a
MARKETPLACE,W-326227329170346,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/05/24,"7:54 PM PDT, UTC-07:00",30.18,0,0,0,n/a,2.34,0,0,32.52,0,n/a,0,-1.29,0,0,0,n/a
MARKETPLACE,W-668828198403821,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/01/24,"5:36 PM PST, UTC-08:00",20.99,2.99,0,0,n/a,1.86,0,4.22,30.06,0,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,O-614028228011759,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/05/24,"12:08 PM PST, UTC-08:00",20.68,2.99,0,0,n/a,1.83,0,5.13,30.63,-2.96,n/a,0,-1.23,0,0,0,n/a
MARKETPLACE,O-388328205748549,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/03/24,"11:59 AM PST, UTC-08:00",40.51,4.99,0,0,n/a,3.53,0,3,52.03,-5.69,n/a,0,-1.89,0,0,0,n/a
MARKETPLACE,O-398827308145491,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/04/24,"4:06 PM PDT, UTC-07:00",25.77,0,0,0,n/a,2,0,0,27.77,-3.22,n/a,0,-1.15,0,0,0,n/a
MARKETPLACE,O-948427541695908,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/27/24,"7:21 PM PDT, UTC-07:00",43.46,0,0,0,n/a,3.37,0,0,46.83,-5.43,n/a,0,-1.73,0,0,0,n/a
MARKETPLACE,O-437026928039832,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/28/24,"4:58 PM PDT, UTC-07:00",27.06,2.99,0,0,n/a,2.33,0,5,37.38,-3.76,n/a,0,-1.44,0,0,0,n/a
MARKETPLACE,O-953327856684082,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/28/24,"7:18 PM PDT, UTC-07:00",34.46,2.99,0,0,n/a,2.9,0,3,43.35,-4.68,n/a,0,-1.62,0,0,0,n/a
MARKETPLACE,O-749428123993795,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/24/24,"5:21 PM PST, UTC-08:00",24.98,4.99,0,0,n/a,2.33,0,4.24,36.54,-3.75,n/a,0,-1.41,0,0,0,n/a
MARKETPLACE,W-048127410444003,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/14/24,"8:23 PM PDT, UTC-07:00",27.98,0,0,0,n/a,2.17,0,0,30.15,0,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,W-442828215634760,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/03/24,"5:29 PM PST, UTC-08:00",24.97,0,0,0,n/a,1.94,0,0,26.91,0,n/a,0,-1.12,0,0,0,n/a
MARKETPLACE,O-327628381465546,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/20/24,"4:45 PM PST, UTC-08:00",18.99,2.99,0,0,n/a,1.7,0,4.3,27.98,-2.75,n/a,0,-1.15,0,0,0,n/a
MARKETPLACE,O-317228470665272,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/29/24,"8:39 PM PST, UTC-08:00",25.47,2.99,0,0,n/a,2.2,0,2.88,33.54,-3.56,n/a,0,-1.32,0,0,0,n/a
MARKETPLACE,O-678627797260367,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/22/24,"7:48 PM PDT, UTC-07:00",24.98,2.99,0,0,n/a,2.17,0,8,38.14,-3.5,n/a,0,-1.46,0,0,0,n/a
MARKETPLACE,W-105728383408039,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/20/24,"7:52 PM PST, UTC-08:00",23.99,2.99,0,0,n/a,2.09,0,4.75,33.82,0,n/a,0,-1.33,0,0,0,n/a
MARKETPLACE,O-576028468145389,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,12/29/24,"4:34 PM PST, UTC-08:00",26.18,2.99,0,0,n/a,2.26,0,3.1,34.53,-3.65,n/a,0,-1.35,0,0,0,n/a
MARKETPLACE,O-654127901338847,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,11/02/24,"6:27 PM PDT, UTC-07:00",44.91,0,0,0,n/a,3.48,0,0,48.39,-5.61,n/a,0,-1.78,0,0,0,n/a
MARKETPLACE,W-073927856088214,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/29/24,"5:04 PM PDT, UTC-07:00",55.96,2.99,0,0,n/a,4.57,0,6.96,70.48,0,n/a,0,-2.45,0,0,0,n/a
MARKETPLACE,W-813626670462089,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/02/24,"7:29 PM PDT, UTC-07:00",23.18,2.99,0,0,n/a,2.03,0,3.07,31.27,0,n/a,0,-1.25,0,0,0,n/a
MARKETPLACE,O-438027124624749,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/16/24,"7:35 PM PDT, UTC-07:00",36.98,0,0,0,n/a,2.87,0,0,39.85,-4.62,n/a,0,-1.52,0,0,0,n/a
MARKETPLACE,O-029826777004374,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,07/12/24,"5:35 PM PDT, UTC-07:00",40.37,0,0,0,n/a,3.13,0,0,43.5,-5.05,n/a,0,-1.63,0,0,0,n/a
MARKETPLACE,O-989627817826137,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,10/25/24,"12:12 PM PDT, UTC-07:00",26.22,2.99,0,0,n/a,2.26,0,5.5,36.97,-3.65,n/a,0,-1.43,0,0,0,n/a
MARKETPLACE,O-949327135142472,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/18/24,"4:41 PM PDT, UTC-07:00",41.06,0,0,0,n/a,3.18,0,0,44.24,-5.13,n/a,0,-1.65,0,0,0,n/a
MARKETPLACE,O-876727178471145,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,08/22/24,"11:26 AM PDT, UTC-07:00",42.81,0,0,0,n/a,3.32,0,0,46.13,-5.35,n/a,0,-1.71,0,0,0,n/a
MARKETPLACE,O-223427520563174,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,09/26/24,"12:21 PM PDT, UTC-07:00",17.84,2.99,0,0,n/a,1.61,0,5,27.44,-2.6,n/a,0,-1.14,0,0,0,n/a
