"TIMESTAMP_UTC_TIME","TIMESTAMP_UTC_DATE","TIMESTAMP_LOCAL_TIME","TIMESTAMP_LOCAL_DATE","PAYOUT_TIME","PAYOUT_DATE","STORE_ID","BUSINESS_ID","STORE_NAME","MERCHANT_STORE_ID","TRANSACTION_TYPE","TRANSACTION_ID","DOORDASH_ORDER_ID","MERCHANT_DELIVERY_ID","EXTERNAL_ID","DESCRIPTION","FINAL_ORDER_STATUS","CURRENCY","SUBTOTAL","TAX_SUBTOTAL","COMMISSION","COMMISSION_TAX_AMOUNT","MARKETING_FEES","STAFF_TIP","CREDIT","DEBIT","DOORDASH_TRANSACTION_ID","PAYOUT_ID","DRIVE_CHARGE","TAX_REMITTED_BY_DOORDASH_TO_STATE","SUBTOTAL_FOR_TAX","DOORDASH_FUNDED_SUBTOTAL_DISCOUNT_AMOUNT","MERCHANT_FUNDED_SUBTOTAL_DISCOUNT_AMOUNT"
"20:10:57","2021-09-01","13:10:57","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","d1a2fe17-7b84-4315-810b-ab24f0c30d7f","=""f0c30d7f""","NULL","NULL","Order Received Time: 2021-09-01 19:47:40.098256000
Order Pickup Time: 2021-09-01 20:10:57.280183000","Delivered","USD",20.98,1.89,5.25,0.00,0.00,0.00,17.62,0.00,"2854123205",167501216,0.00,0.00,20.98,NULL,NULL
"21:04:14","2021-09-01","14:04:14","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","9ea60261-7495-4a5b-bc36-32f685e166d1","=""85e166d1""","NULL","NULL","Order Received Time: 2021-09-01 20:48:57.073953000
Order Pickup Time: 2021-09-01 21:04:14.653381000","Delivered","USD",20.73,1.87,5.18,0.00,0.00,0.00,17.42,0.00,"2854397135",167501216,0.00,0.00,20.73,NULL,NULL
"23:39:37","2021-09-01","16:39:37","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","27e54a35-d06b-434d-818d-53c0331d3584","=""331d3584""","NULL","NULL","Order Received Time: 2021-09-01 23:27:16.345652000
Order Pickup Time: 2021-09-01 23:39:37.495863000","Delivered","USD",23.48,2.11,5.87,0.00,0.00,0.00,19.72,0.00,"2855468494",167501216,0.00,0.00,23.48,NULL,NULL
"23:40:57","2021-09-01","16:40:57","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","132290e5-38a3-4c48-b725-954cb662f33a","=""b662f33a""","NULL","NULL","Order Received Time: 2021-09-01 23:22:59.328925000
Order Pickup Time: 2021-09-01 23:40:57.468230000","Delivered","USD",10.99,0.99,2.75,0.00,0.00,0.00,9.23,0.00,"2855479232",167501216,0.00,0.00,10.99,NULL,NULL
"00:28:38","2021-09-02","17:28:38","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","af0219a5-c014-4edc-a23d-cb714153e01e","=""4153e01e""","NULL","NULL","Order Received Time: 2021-09-02 00:01:47.050735000
Order Pickup Time: 2021-09-02 00:28:38.948507000","Delivered","USD",38.45,3.46,9.61,0.00,0.00,0.00,32.30,0.00,"2855854380",167501216,0.00,0.00,38.45,NULL,NULL
"01:03:49","2021-09-02","18:03:49","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","d05cb15a-d7ec-4152-a28b-aeb5fc27b361","=""fc27b361""","NULL","NULL","Order Received Time: 2021-09-02 00:33:09.694594000
Order Pickup Time: 2021-09-02 01:03:49.676324000","Delivered","USD",37.95,3.42,9.49,0.00,0.00,0.00,31.88,0.00,"2856135689",167501216,0.00,0.00,37.95,NULL,NULL
"02:38:16","2021-09-02","19:38:16","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","e03e9813-1787-4f71-90fb-bcb74d880a07","=""4d880a07""","NULL","NULL","Order Received Time: 2021-09-02 02:08:54.986613000
Order Pickup Time: 2021-09-02 02:38:16.890211000","Delivered","USD",40.94,3.68,10.24,0.00,0.00,0.00,34.38,0.00,"2856727525",167501216,0.00,0.00,40.94,NULL,NULL
"02:53:25","2021-09-02","19:53:25","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","771a8559-c7ba-43df-b22b-6f70f47edef6","=""f47edef6""","NULL","NULL","Order Received Time: 2021-09-02 02:23:54.705047000
Order Pickup Time: 2021-09-02 02:53:25.895508000","Delivered","USD",25.56,2.30,6.39,0.00,0.00,0.00,21.47,0.00,"2856807995",167501216,0.00,0.00,25.56,NULL,NULL
"03:01:21","2021-09-02","20:01:21","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","67a33b19-d431-455b-8f43-0827eac3fb38","=""eac3fb38""","NULL","NULL","Order Received Time: 2021-09-02 02:35:16.948723000
Order Pickup Time: 2021-09-02 03:01:21.854231000","Delivered","USD",32.47,2.92,8.12,0.00,0.00,0.00,27.27,0.00,"2856844290",167501216,0.00,0.00,32.47,NULL,NULL
"03:01:26","2021-09-02","20:01:26","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","e6cdd23b-419b-4671-b7bc-718c8f22c06c","=""8f22c06c""","NULL","NULL","Order Received Time: 2021-09-02 02:36:11.281846000
Order Pickup Time: 2021-09-02 03:01:26.184083000","Delivered","USD",29.44,2.65,7.36,0.00,0.00,0.00,24.73,0.00,"2856844636",167501216,0.00,0.00,29.44,NULL,NULL
"03:59:58","2021-09-02","20:59:58","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","0cba255f-499c-4dc5-b6cf-24d5260f2d57","=""260f2d57""","NULL","NULL","Order Received Time: 2021-09-02 03:39:15.514445000
Order Pickup Time: 2021-09-02 03:59:58.341094000","Delivered","USD",37.96,3.42,9.49,0.00,0.00,0.00,31.89,0.00,"2857055898",167501216,0.00,0.00,37.96,NULL,NULL
"04:10:57","2021-09-02","21:10:57","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","f00f6e2b-9dc8-4e2a-ab94-0b845273b640","=""5273b640""","NULL","NULL","Order Received Time: 2021-09-02 03:53:13.784754000
Order Pickup Time: 2021-09-02 04:10:57.405790000","Delivered","USD",33.96,3.06,8.49,0.00,0.00,0.00,28.53,0.00,"2857089105",167501216,0.00,0.00,33.96,NULL,NULL
"04:44:19","2021-09-02","21:44:19","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","d81337a8-8d16-47f3-b1a4-dd3855aad9d7","=""55aad9d7""","NULL","NULL","Order Received Time: 2021-09-02 04:23:41.174228000
Order Pickup Time: 2021-09-02 04:44:19.913854000","Delivered","USD",47.46,4.27,11.87,0.00,0.00,0.00,39.86,0.00,"2857167221",167501216,0.00,0.00,47.46,NULL,NULL
"04:44:42","2021-09-02","21:44:42","2021-09-01","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","e66a89e5-24e5-4f5a-928d-e448a1cf325c","=""a1cf325c""","NULL","NULL","Order Received Time: 2021-09-02 04:20:20.726766000
Order Pickup Time: 2021-09-02 04:44:42.131283000","Delivered","USD",24.73,2.23,6.18,0.00,0.00,0.00,20.78,0.00,"2857167949",167501216,0.00,0.00,24.73,NULL,NULL
"07:31:27","2021-09-02","00:31:27","2021-09-02","2021-09-02 07:31:27.332960000","2021-09-02",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","PAYOUT","167075229","NULL","N/A","N/A","NULL","N/A","USD",674.38,0.00,0.00,0.00,0.00,0.00,0.00,674.38,"NULL",167075229,0.00,0.00,0.00,NULL,NULL
"18:34:29","2021-09-02","11:34:29","2021-09-02","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","8568d5e9-cf47-4578-996d-f5c59e7a882f","=""9e7a882f""","NULL","NULL","Order Received Time: 2021-09-02 18:16:35.881976000
Order Pickup Time: 2021-09-02 18:34:29.256265000","Delivered","USD",21.98,1.98,5.50,0.00,0.00,0.00,18.46,0.00,"2858832953",167501216,0.00,0.00,21.98,NULL,NULL
"19:11:58","2021-09-02","12:11:58","2021-09-02","2021-09-06 07:33:57.261841000","2021-09-06",111737,4736,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","d70a230c-736d-4085-8886-c0a13b5a402c","=""3b5a402c""","NULL","NULL","Order Received Time: 2021-09-02 18:49:39.505450000
Order Pickup Time: 2021-09-02 19:11:58.582492000","Delivered","USD",27.76,2.50,6.94,0.00,0.00,0.00,23.32,0.00,"2859037676",167501216,0.00,0.00,27.76,NULL,NULL
