"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"9/20/2021 15:21:21","36.78","3","1.99","0","41.77","cash","delivery"
"9/25/2021 22:08:54","28.95","0.69","0","1.45","11.09","credit_card","pickup"
"9/30/2021 21:51:04","21.5","1.9","2.99","0","26.39","cash","delivery"
"Total","87.23","5.59","4.98","1.45","79.25","",""
"","","","","","","",""
"All Orders","79.25","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","11.09","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","4.69","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","6.4","","(you will receive a check for this amount in 3-4 days)","","","",""
