Period,Location,Provider,Cash,Credit,Tip,Delivery_Fees,Tax,Payout,Commission,Merchant_Services,Notes
May 2021,Aroma,Beyond Menu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Check against email.
May 2021,Aroma,Delivery.Com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cross check commission/merchant services.
Get del fees from backend."
May 2021,Aroma,Doordash,0.0,16461.33,43.7,0.0,1183.7,14152.71,2312.98,0.0,"Transaction types found: ['ADJUSTMENT', 'ERROR_CHARGE', 'STORE_PAYMENT'] 
Net Adjustments: $4.36 Payout Records Total: $13666.81"
May 2021,Aroma,Eatstreet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Withheld taxes remitted: $0.0
May 2021,Aroma,Ezcater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
May 2021,Aroma,Future Foods,0.0,18464.79,0.0,0.0,1008.91,11540.29,6873.73,0.0,"Transaction Types: {'Adjustment', 'Delivery'}
Adjustment Orders: {'#221', '#145', '#268', '#35013ec5', '#17aa9d37', '#70d9e3b5', '#40fe1f3e'}
other || 0.0
adjustments || 51.23
reimbursement adjustments || 0.0
ubereats payments || 0.0
VR STORE | ORDERS | TOTAL
Ma's Meatballs | 39 | 1072.72
Just Wing It. | 28 | 741.83
Brooklyn Calzones | 160 | 3213.2
Fusilli Fusilli | 90 | 1989.82
Mothership Pizza | 78 | 2173.3
Philly Fresh Cheesesteaks | 113 | 1809.09
Killer Wings | 39 | 919.61
Pasta Pirozzi | 27 | 568.04
F*CKING GOOD PIZZA | 148 | 3732.21
Cheeky's Cheesesteaks | 26 | 514.5
The United Pepperonis of Pizza | 50 | 1063.58
The Hot Italian | 26 | 467.8
Cupid's Wings | 13 | 199.09
"
May 2021,Aroma,Grubhub,128.95,9554.2,1004.8,753.44,621.13,7253.38,1949.89,348.19,"Missing ids for reimbursement: {857715370275112}
$-2.74 in adjustment payments (Not Counted In)"
May 2021,Aroma,Mealhi5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
May 2021,Aroma,Menufy,94.36,684.61,37.14,11.96,51.31,651.24,16.5,19.87,
May 2021,Aroma,Menustar,25.64,104.92,13.25,5.98,8.69,92.96,11.96,0.0,Merchant Services included in commission.
May 2021,Aroma,Office Express,0.0,1259.84,0.0,0.0,0.0,881.89,0.0,0.0,Check against payout pdf to verify. Taxes remitted by them.
May 2021,Aroma,On Demand Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sum up check values for payout.
"
May 2021,Aroma,Postmates,0.0,1439.1,0.0,0.0,103.51,1185.59,363.55,0.0,"Orders Part of UberEats.
"
May 2021,Aroma,Slice,0.0,5645.21,486.54,259.32,0.0,4882.05,294.75,226.06,"Withheld taxes remitted: $377.99
Adjustments: $135.64."
May 2021,Aroma,Toast,4228.78,35303.97,2473.32,429.0,2623.05,38556.63,0.0,976.12,"Get true del fee from service charges in backend.
Statement MS (Dates Adjusted): $978.51. Calculated MS: $976.12."
May 2021,Aroma,Ubereats,0.0,2928.64,0.0,0.0,0.0,2163.18,554.88,0.0,"Contains Postmates Orders.

Withheld Taxes: $210.58"
Period,Location,Provider,Cash,Credit,Tip,Delivery_Fees,Tax,Payout,Commission,Merchant_Services,Notes
May 2021,The Wing Stop,Grubhub,0.0,1394.0,0.0,0.0,95.56,949.93,383.24,56.08,"Missing ids for reimbursement: {8615221323794, 907615226367188, 812115175530245, 437115302797628, 256315129157500, 445615173265292, 994915262608524}
$-4.75 in adjustment payments (Not Counted In)"
May 2021,The Wing Stop,Postmates,0.0,448.09,0.0,0.0,32.23,335.92,112.17,0.0,"Orders Part of UberEats.
"
May 2021,The Wing Stop,Ubereats,0.0,3137.54,0.0,0.0,0.0,2161.84,748.61,0.0,"Contains Postmates Orders.

Withheld Taxes: $227.09"
Period,Location,Provider,Cash,Credit,Tip,Delivery_Fees,Tax,Payout,Commission,Merchant_Services,Notes
May 2021,Trattoria Contadina,Grubhub,0.0,2088.42,0.0,0.0,148.63,1425.82,581.48,80.51,"Missing ids for reimbursement: {29415245976171}
$-0.61 in adjustment payments (Not Counted In)"
May 2021,Trattoria Contadina,Postmates,0.0,523.96,0.0,0.0,37.68,412.12,137.67,0.0,"Orders Part of UberEats.
"
May 2021,Trattoria Contadina,Ubereats,0.0,1840.93,0.0,0.0,0.0,1302.55,407.48,0.0,"Contains Postmates Orders.

Withheld Taxes: $132.09"
