"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"6/17/2022 21:30:14","34.99","2.94","2.99","6.14","47.06","credit_card","delivery"
"6/18/2022 21:25:52","27.99","2.17","0","4.52","34.68","credit_card","pickup"
"6/25/2022 19:34:07","37.34","2.89","0","0","40.23","credit_card","pickup"
"6/25/2022 22:04:35","24.14","1.87","0","0","26.01","cash","pickup"
"Total","124.46","9.87","2.99","10.66","147.98","",""
"","","","","","","",""
"All Orders","147.98","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","121.97","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","9.88","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","112.09","","(you will receive a check for this amount in 3-4 days)","","","",""
