"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"5/20/2023 22:05:57","34.74","1.14","0","0","15.88","credit_card","pickup"
"5/23/2023 21:23:05","34.71","2.92","2.99","4","44.62","credit_card","delivery"
"5/28/2023 20:48:02","34.2","2.88","2.99","7.21","47.28","credit_card","delivery"
"Total","103.65","6.94","5.98","11.21","107.78","",""
"","","","","","","",""
"All Orders","107.78","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","107.78","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","21.71","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","86.07","","(you will receive a check for this amount in 3-4 days)","","","",""
