"TIMESTAMP_UTC_TIME","TIMESTAMP_UTC_DATE","TIMESTAMP_LOCAL_TIME","TIMESTAMP_LOCAL_DATE","PAYOUT_TIME","PAYOUT_DATE","STORE_ID","BUSINESS_ID","STORE_NAME","MERCHANT_STORE_ID","TRANSACTION_TYPE","TRANSACTION_ID","DOORDASH_ORDER_ID","MERCHANT_DELIVERY_ID","EXTERNAL_ID","DESCRIPTION","FINAL_ORDER_STATUS","CURRENCY","SUBTOTAL","TAX_SUBTOTAL","COMMISSION","COMMISSION_TAX_AMOUNT","MARKETING_FEES","STAFF_TIP","CREDIT","DEBIT","DOORDASH_TRANSACTION_ID","PAYOUT_ID","DRIVE_CHARGE","TAX_REMITTED_BY_DOORDASH_TO_STATE","SUBTOTAL_FOR_TAX","DOORDASH_FUNDED_SUBTOTAL_DISCOUNT_AMOUNT","MERCHANT_FUNDED_SUBTOTAL_DISCOUNT_AMOUNT"
"18:36:06","2021-08-01","11:36:06","2021-08-01","2021-08-05 07:37:01.005151000","2021-08-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","2cf38718-fb99-401f-b08a-ba10ec37c53f","=""ec37c53f""","NULL","NULL","Order Received Time: 2021-08-01 18:21:18.975721000
Order Pickup Time: 2021-08-01 18:36:06.165522000","Delivered","USD",23.98,1.86,3.60,0.00,0.00,0.00,22.24,0.00,"2690157836",160940858,0.00,0.00,23.98,NULL,NULL
"19:04:38","2021-08-01","12:04:38","2021-08-01","2021-08-05 07:37:01.005151000","2021-08-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","3295f032-582c-44a9-9671-a97c6cf36bf3","=""6cf36bf3""","NULL","NULL","Order Received Time: 2021-08-01 18:52:20.361213000
Order Pickup Time: 2021-08-01 19:04:38.065343000","Delivered","USD",26.76,2.07,4.01,0.00,0.99,0.00,23.83,0.00,"2690309997",160940858,0.00,0.00,26.76,NULL,NULL
"19:04:47","2021-08-01","12:04:47","2021-08-01","2021-08-05 07:37:01.005151000","2021-08-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","05594af9-9b29-4110-ac37-8c4b0c2fc22d","=""0c2fc22d""","NULL","NULL","Order Received Time: 2021-08-01 18:49:46.984891000
Order Pickup Time: 2021-08-01 19:04:47.546132000","Delivered","USD",25.77,2.00,3.87,0.00,0.99,0.00,22.91,0.00,"2690310880",160940858,0.00,0.00,25.77,NULL,NULL
"22:58:03","2021-08-01","15:58:03","2021-08-01","2021-08-05 07:37:01.005151000","2021-08-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","5572b702-9999-4357-bc85-27e9de81cae3","=""de81cae3""","NULL","NULL","Order Received Time: 2021-08-01 22:40:08.849483000
Order Pickup Time: 2021-08-01 22:58:03.947174000","Delivered","USD",36.98,2.87,5.55,0.00,0.00,0.00,34.30,0.00,"2691751175",160940858,0.00,0.00,36.98,NULL,NULL
"23:00:16","2021-08-01","16:00:16","2021-08-01","2021-08-05 07:37:01.005151000","2021-08-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","0d91f1f8-c301-4322-95eb-951e7952f297","=""7952f297""","NULL","NULL","Order Received Time: 2021-08-01 22:35:08.118409000
Order Pickup Time: 2021-08-01 23:00:16.521172000","Delivered","USD",35.97,2.79,5.40,0.00,0.00,0.00,33.36,0.00,"2691767565",160940858,0.00,0.00,35.97,NULL,NULL
"23:00:26","2021-08-01","16:00:26","2021-08-01","2021-08-05 07:37:01.005151000","2021-08-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","c7c6512b-94e6-47c7-8346-988afbfc8f5a","=""fbfc8f5a""","NULL","NULL","Order Received Time: 2021-08-01 22:36:23.994997000
Order Pickup Time: 2021-08-01 23:00:26.103045000","Delivered","USD",33.98,2.63,5.10,0.00,0.00,0.00,31.51,0.00,"2691768754",160940858,0.00,0.00,33.98,NULL,NULL
"23:42:23","2021-08-01","16:42:23","2021-08-01","2021-08-05 07:37:01.005151000","2021-08-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","a753a63b-e996-4a06-8059-d8f9b36846a7","=""b36846a7""","NULL","NULL","Order Received Time: 2021-08-01 23:29:08.030959000
Order Pickup Time: 2021-08-01 23:42:23.410163000","Delivered","USD",29.72,2.30,4.46,0.00,0.99,0.00,26.57,0.00,"2692092770",160940858,0.00,0.00,29.72,NULL,NULL
"01:14:58","2021-08-02","18:14:58","2021-08-01","2021-08-05 07:37:01.005151000","2021-08-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","d880e43a-ae80-4d46-a906-88f09376ce6d","=""9376ce6d""","NULL","NULL","Order Received Time: 2021-08-01 23:59:56.716222000
Order Pickup Time: 2021-08-02 01:14:58.555049000","Picked Up","USD",25.98,2.01,1.56,0.00,0.00,0.00,26.43,0.00,"2692800373",160940858,0.00,0.00,25.98,NULL,NULL
"01:46:45","2021-08-02","18:46:45","2021-08-01","2021-08-05 07:37:01.005151000","2021-08-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","b9f6d63e-072b-4cad-99f2-6bc82e36307d","=""2e36307d""","NULL","NULL","Order Received Time: 2021-08-02 00:28:45.601411000
Order Pickup Time: 2021-08-02 01:46:45.139122000","Picked Up","USD",35.97,2.79,2.16,0.00,0.00,7.75,44.35,0.00,"2693021785",160940858,0.00,0.00,35.97,NULL,NULL
"02:21:06","2021-08-02","19:21:06","2021-08-01","2021-08-05 07:37:01.005151000","2021-08-05",486867,223895,"Aroma Pizza & Pasta","NULL","DELIVERY","c229a755-cf14-4c81-9918-9fd13ffc4ee6","=""3ffc4ee6""","NULL","NULL","Order Received Time: 2021-08-02 02:05:09.159247000
Order Pickup Time: 2021-08-02 02:21:06.547564000","Delivered","USD",40.97,3.18,6.15,0.00,0.00,0.00,38.00,0.00,"2693235486",160940858,0.00,0.00,40.97,NULL,NULL
