Timestamp UTC Time,Timestamp UTC Date,Timestamp Local Time,Timestamp Local Date,Payout Time,Payout Date,Store ID,Business ID,Store Name,Merchant Store ID,Transaction Type,Transaction ID,DoorDash Order ID,Merchant Delivery ID,External ID,Description,Final Order Status,Currency,Subtotal,Tax Subtotal,Commission,Commission Tax,Marketing Fees,Tips,Credit,Debit,DoorDash Transaction ID,Payout ID,Drive Charge,Tax Remitted by DoorDash to State,Subtotal for tax,Doordash funded subtotal discount amount,Merchant funded subtotal discount amount,Consumer Delivery Fee,Consumer Service Fee,Consumer Small Order Fee,Consumer Legislative Fee,Consumer Tip
07:38:10,2022-04-01,00:38:10,2022-04-01,2022-04-01 07:38:10.092699,2022-04-01,486867,223895,Aroma Pizza & Pasta,NULL,PAYOUT,212842540,NULL,N/A,N/A,NULL,N/A,USD,466.58,0.0,0.0,0.0,0.0,0.0,0.0,466.58,NULL,212842540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:14:06,2022-04-01,12:14:06,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,e90a7ff5-7ae0-4d9e-91f3-8f42efc1f7f8,"=""efc1f7f8""",NULL,NULL,"Order Received Time: 2022-04-01 18:44:50.589365000
Order Pickup Time: 2022-04-01 19:14:06.200822000",Delivered,USD,20.99,1.63,3.15,0.0,0.0,0.0,19.47,0.0,4053334114,213842201,0.0,0.0,20.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:16:22,2022-04-01,13:16:22,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,f3b1443d-a57d-4a98-9a40-2c5d93bcb2f4,"=""93bcb2f4""",NULL,NULL,"Order Received Time: 2022-04-01 19:54:03.216881000
Order Pickup Time: 2022-04-01 20:16:22.912724000",Delivered,USD,0.0,0.0,0.0,0.0,0.0,0.0,12.52,0.0,4053747970,213842201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:16:22,2022-04-01,13:16:22,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,f3b1443d-a57d-4a98-9a40-2c5d93bcb2f4,"=""93bcb2f4""",NULL,NULL,"Order Received Time: 2022-04-01 19:54:03.216881000
Order Pickup Time: 2022-04-01 20:16:22.912724000",Delivered,USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52,4053814208,213842201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:16:22,2022-04-01,13:16:22,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,f3b1443d-a57d-4a98-9a40-2c5d93bcb2f4,"=""93bcb2f4""",NULL,NULL,"Order Received Time: 2022-04-01 19:54:03.216881000
Order Pickup Time: 2022-04-01 20:16:22.912724000",Delivered,USD,13.49,1.05,2.02,0.0,0.0,0.0,12.52,0.0,4053814323,213842201,0.0,0.0,13.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:26:42,2022-04-01,13:26:42,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,ERROR_CHARGE,406099809,"=""93bcb2f4""",NULL,NULL,Issue: 1 BBQ Chicken Pizza missing,Delivered,USD,3.13,0.0,0.0,0.0,0.0,0.0,0.0,3.13,4053814071,213842201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:30:17,2022-04-01,13:30:17,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,c4863501-90c7-41d5-991f-5adb19482dbe,"=""19482dbe""",NULL,NULL,"Order Received Time: 2022-04-01 18:46:02.604672000
Order Pickup Time: 2022-04-01 20:30:17.418000000",Picked Up,USD,31.97,2.48,1.92,0.0,0.0,0.0,32.53,0.0,4053837255,213842201,0.0,0.0,31.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22:17:02,2022-04-01,15:17:02,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,f909901e-97e8-49db-9d58-195f71432692,"=""71432692""",NULL,NULL,"Order Received Time: 2022-04-01 21:52:06.796805000
Order Pickup Time: 2022-04-01 22:17:02.567364000",Delivered,USD,18.78,1.46,2.82,0.0,0.0,0.0,17.42,0.0,4054643259,213842201,0.0,0.0,18.78,5.0,0.0,0.0,0.0,0.0,0.0,0.0
22:53:41,2022-04-01,15:53:41,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,de9279f2-e09c-4fea-8044-b2500b40476f,"=""0b40476f""",NULL,NULL,"Order Received Time: 2022-04-01 22:36:07.372279000
Order Pickup Time: 2022-04-01 22:53:41.611132000",Delivered,USD,25.97,2.01,3.9,0.0,0.0,0.0,24.08,0.0,4054984343,213842201,0.0,0.0,25.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22:53:47,2022-04-01,15:53:47,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,bc8511af-8160-40c8-895a-3e9ba1d35ffb,"=""a1d35ffb""",NULL,NULL,"Order Received Time: 2022-04-01 22:38:07.102205000
Order Pickup Time: 2022-04-01 22:53:47.495660000",Delivered,USD,41.96,3.25,6.29,0.0,0.0,0.0,38.92,0.0,4054985261,213842201,0.0,0.0,41.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:12:17,2022-04-02,17:12:17,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,8f52c833-8016-48cb-b89c-97c6a18e4ac3,"=""a18e4ac3""",NULL,NULL,"Order Received Time: 2022-04-01 23:51:36.285165000
Order Pickup Time: 2022-04-02 00:12:17.351714000",Delivered,USD,100.95,7.82,15.14,0.0,0.0,0.0,93.63,0.0,4055824116,213842201,0.0,0.0,100.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:22:18,2022-04-02,17:22:18,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,c40d7df8-5f9d-4070-a336-131b8d2317a9,"=""8d2317a9""",NULL,NULL,"Order Received Time: 2022-04-01 19:41:22.076537000
Order Pickup Time: 2022-04-02 00:22:18.775760000",Delivered,USD,33.76,2.62,5.06,0.0,0.0,0.0,31.32,0.0,4055936988,213842201,0.0,0.0,33.76,5.0,0.0,0.0,0.0,0.0,0.0,0.0
00:22:21,2022-04-02,17:22:21,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,e7fa27d4-6f58-418d-9acb-cc981ca3abcf,"=""1ca3abcf""",NULL,NULL,"Order Received Time: 2022-04-01 23:59:14.987034000
Order Pickup Time: 2022-04-02 00:22:21.513967000",Delivered,USD,32.77,2.54,4.92,0.0,0.0,0.0,30.39,0.0,4055937502,213842201,0.0,0.0,32.77,5.0,0.0,0.0,0.0,0.0,0.0,0.0
00:40:41,2022-04-02,17:40:41,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,4270324c-afd7-44e0-abda-3249d03fbd26,"=""d03fbd26""",NULL,NULL,"Order Received Time: 2022-04-02 00:21:42.160675000
Order Pickup Time: 2022-04-02 00:40:41.917759000",Delivered,USD,51.87,4.02,7.78,0.0,0.0,0.0,48.11,0.0,4056145504,213842201,0.0,0.0,51.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:47:05,2022-04-02,17:47:05,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,52e6e8a1-a3b1-44eb-b4e1-870d290f8ce5,"=""290f8ce5""",NULL,NULL,"Order Received Time: 2022-04-02 00:21:29.370957000
Order Pickup Time: 2022-04-02 00:47:05.403565000",Delivered,USD,57.43,4.45,8.61,0.0,0.99,0.0,52.28,0.0,4056217373,213842201,0.0,0.0,57.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:47:08,2022-04-02,17:47:08,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,ddf03c31-5800-4f64-9be8-6867dbd4c3bc,"=""dbd4c3bc""",NULL,NULL,"Order Received Time: 2022-04-02 00:20:55.631041000
Order Pickup Time: 2022-04-02 00:47:08.992292000",Delivered,USD,47.96,3.72,7.19,0.0,0.0,0.0,44.49,0.0,4056218027,213842201,0.0,0.0,47.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:50:13,2022-04-02,17:50:13,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,1ace4bdc-7990-43fa-a7f6-c4e6093ace45,"=""093ace45""",NULL,NULL,"Order Received Time: 2022-04-02 00:26:51.522059000
Order Pickup Time: 2022-04-02 00:50:13.790564000",Delivered,USD,48.17,3.73,7.23,0.0,0.0,0.0,44.67,0.0,4056253224,213842201,0.0,0.0,48.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:01:17,2022-04-02,18:01:17,2022-04-01,2022-04-05 07:39:27.206699,2022-04-05,486867,223895,Aroma Pizza & Pasta,NULL,DELIVERY,af275bdf-7c53-4e46-8fcc-79da78f08d2b,"=""78f08d2b""",NULL,NULL,"Order Received Time: 2022-04-02 00:42:13.873751000
Order Pickup Time: 2022-04-02 01:01:17.713689000",Delivered,USD,29.95,2.32,4.49,0.0,0.0,0.0,27.78,0.0,4056380206,213842201,0.0,0.0,29.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
