Store ID,Store Name,Business ID,Merchant Store ID,Payout Date,Currency,Subtotal,Tax Subtotal,Commission,Commission Tax,Drive Charge,Marketing Fees,Tips,Error Charges,Adjustments,Total Before Adjustments,Net Payout,Transactions Start Local Date,Transactions End Local Date,Transactions Start UTC Date,Transactions End UTC Date,Payout ID,Payout Status,Tax Remitted by DoorDash to State
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-29,USD,325.5,25.2,44.09,0.0,0.0,3.96,4.32,2.79,0.0,304.18,304.18,2022-04-25,2022-04-25,2022-04-25,2022-04-25,218668987,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-28,USD,696.04,53.92,100.89,0.0,0.0,5.94,4.24,3.02,0.0,644.35,644.35,2022-04-24,2022-04-24,2022-04-24,2022-04-24,218284866,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-27,USD,856.56,66.39,126.69,0.0,0.0,3.96,0.0,0.0,0.0,792.3,792.3,2022-04-23,2022-04-23,2022-04-23,2022-04-23,218226963,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-26,USD,664.81,51.53,99.74,0.0,0.0,1.98,0.0,0.0,0.0,614.62,614.62,2022-04-22,2022-04-22,2022-04-22,2022-04-22,218203143,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-25,USD,1877.35,145.5,267.69,0.0,0.0,14.85,10.04,0.0,0.0,1750.35,1750.35,2022-04-19,2022-04-21,2022-04-19,2022-04-21,217302764,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-22,USD,492.56,38.17,73.92,0.0,0.0,3.96,0.0,0.0,0.0,452.85,452.85,2022-04-18,2022-04-18,2022-04-18,2022-04-18,217215502,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-21,USD,1224.81,95.3,174.09,0.0,0.0,6.93,2.87,9.26,0.0,1132.7,1132.7,2022-04-17,2022-04-17,2022-04-17,2022-04-17,216837515,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-20,USD,1089.18,84.41,162.0,0.0,0.0,6.93,2.54,5.28,0.0,1001.92,1001.92,2022-04-16,2022-04-16,2022-04-16,2022-04-16,216781500,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-19,USD,908.6,73.6,136.9,0.0,0.0,8.91,3.66,3.88,0.0,836.17,836.17,2022-04-15,2022-04-15,2022-04-15,2022-04-15,216743499,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-18,USD,2110.17,167.63,317.66,0.0,0.0,17.82,0.0,3.02,0.0,1939.3,1939.3,2022-04-12,2022-04-14,2022-04-12,2022-04-14,215891140,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-15,USD,357.67,31.11,55.81,0.0,0.0,2.97,0.0,0.0,0.0,330.0,330.0,2022-04-11,2022-04-11,2022-04-11,2022-04-11,215788446,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-14,USD,644.9,50.91,92.96,0.0,0.0,2.97,0.0,0.0,0.0,599.88,599.88,2022-04-10,2022-04-10,2022-04-10,2022-04-10,215407356,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-13,USD,568.69,44.86,82.55,0.0,0.0,3.96,3.47,3.71,0.0,526.8,526.8,2022-04-09,2022-04-09,2022-04-09,2022-04-09,215347021,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-12,USD,1183.7,93.71,165.36,0.0,0.0,4.95,0.0,0.0,0.0,1107.1,1107.1,2022-04-08,2022-04-08,2022-04-08,2022-04-08,215308342,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-11,USD,1656.57,132.21,253.31,0.0,0.0,16.83,0.0,0.0,0.0,1518.64,1518.64,2022-04-05,2022-04-07,2022-04-05,2022-04-07,214431565,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-08,USD,325.43,26.48,50.18,0.0,0.0,1.98,2.58,25.71,0.0,276.62,276.62,2022-04-04,2022-04-04,2022-04-04,2022-04-04,214341202,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-07,USD,891.22,72.41,138.6,0.0,0.0,4.95,2.74,0.0,0.0,822.82,822.82,2022-04-03,2022-04-03,2022-04-03,2022-04-03,213942182,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-06,USD,1073.52,84.33,157.33,0.0,0.0,9.9,12.43,0.0,42.19,1003.05,1045.24,2022-04-02,2022-04-02,2022-04-02,2022-04-02,213880937,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-05,USD,1074.88,83.29,157.03,0.0,0.0,6.93,2.42,12.33,0.0,984.3,984.3,2022-04-01,2022-04-01,2022-04-01,2022-04-01,213842201,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-04,USD,1400.54,108.53,201.34,0.0,0.0,12.87,7.47,0.0,0.0,1302.33,1302.33,2022-03-29,2022-03-31,2022-03-29,2022-03-31,212927504,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-04-01,USD,496.25,38.48,66.55,0.0,0.0,3.96,2.36,0.0,0.0,466.58,466.58,2022-03-28,2022-03-28,2022-03-28,2022-03-28,212842540,paid,0.0
