"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"6/25/2024 20:21:57","42.3","3.43","1.99","8.59","56.31","credit_card","delivery"
"6/25/2024 20:58:56","133.07","10.31","0","0","143.38","cash","pickup"
"6/30/2024 21:11:38","36.67","3.07","2.99","7","49.73","credit_card","delivery"
"Total","212.04","16.81","4.98","15.59","249.42","",""
"","","","","","","",""
"All Orders","249.42","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","106.04","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","40.55","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","65.49","","(you will receive a check for this amount in 3-4 days)","","","",""
