,,,,,,,4800000500763
MERCHANT STATEMENT,,,,,PROCESSING MONTH: JAN 2021,,
WORLDPAY INTEGRATED PAYMENTS,,,,,MERCHANT NBR:,4800000500763,
8500 GOVERNORS HILL DR MD 1GH2X2,,,,,,,PAGE 1 of 3
"SYMMES TOWNSHIP, OH 45249",,,,,,,
FOR CUSTOMER SERVICE CALL 1-800-846-4472,,,,,,,
DBA NAME: AMECIS PIZZA LAKE FOREST,,,,,,,
,,,,Attention: SAID HAIDREY,,,
,,,,SAHA PIZZA INC,,,
,,,,25431 TRABUCO RD,,,
,,,,"LAKE FOREST, CA 92630",,,
DEPOSIT SUMMARY,,,,,,,
Process Date,Number Sales,Net Sales,Adjustments,Chargebacks,Disc,3rd Party Funded,Net Deposits
01-Jan,76,"2,747.16",0.00,0.00,0.00,0.00,"2,747.16"
02-Jan,41,"1,519.52",0.00,0.00,0.00,0.00,"1,519.52"
03-Jan,53,"1,885.45",0.00,0.00,0.00,0.00,"1,885.45"
04-Jan,37,"1,219.10",0.00,0.00,0.00,0.00,"1,219.10"
05-Jan,40,"1,377.67",0.00,0.00,0.00,0.00,"1,377.67"
06-Jan,30,758.28,0.00,0.00,0.00,0.00,758.28
07-Jan,28,769.39,0.00,0.00,0.00,0.00,769.39
08-Jan,45,"1,220.24",0.00,0.00,0.00,0.00,"1,220.24"
09-Jan,70,"2,548.64",0.00,0.00,0.00,0.00,"2,548.64"
10-Jan,65,"1,963.31",0.00,0.00,0.00,0.00,"1,963.31"
11-Jan,36,"1,189.58",0.00,0.00,0.00,0.00,"1,189.58"
12-Jan,27,774.95,0.00,0.00,0.00,0.00,774.95
13-Jan,27,818.54,0.00,0.00,0.00,0.00,818.54
14-Jan,37,"1,067.65",0.00,0.00,0.00,0.00,"1,067.65"
15-Jan,36,"1,500.46",0.00,0.00,0.00,0.00,"1,500.46"
16-Jan,62,"2,035.46",0.00,0.00,0.00,0.00,"2,035.46"
17-Jan,62,"2,057.92",0.00,0.00,0.00,0.00,"2,057.92"
18-Jan,37,"1,200.65",0.00,0.00,0.00,0.00,"1,200.65"
19-Jan,36,"1,095.52",0.00,0.00,0.00,0.00,"1,095.52"
20-Jan,32,"1,008.57",0.00,0.00,0.00,0.00,"1,008.57"
21-Jan,48,"1,421.90",0.00,0.00,0.00,0.00,"1,421.90"
22-Jan,42,"1,331.33",0.00,0.00,0.00,0.00,"1,331.33"
23-Jan,85,"2,855.44",0.00,0.00,0.00,0.00,"2,855.44"
24-Jan,72,"2,495.80",0.00,0.00,0.00,0.00,"2,495.80"
25-Jan,47,"1,456.58",0.00,0.00,0.00,0.00,"1,456.58"
"American Express does not charge ""interchange."" For Amex, this amount is the percentage fee applicable to your Amex card",,,,,,,
transactions.,,,,,,,

MERCHANT NBR: 4800000500763,,,,,,,MERCHANT STATEMENT,,
DBA: AMECIS PIZZA LAKE FOREST,,,,,,,,,PAGE 2 of 3
,,,,,,,,,"January 31, 2021"
Process Date,Number Sales,Net Sales,Adjustments,Chargebacks,,Disc,3rd Party Funded,,Net Deposits
26-Jan,42,"1,034.60",0.00,,0.00,0.00,,0.00,"1,034.60"
27-Jan,34,"1,048.22",0.00,,0.00,0.00,,0.00,"1,048.22"
28-Jan,25,808.97,0.00,,0.00,0.00,,0.00,808.97
29-Jan,42,"1,175.82",0.00,,0.00,0.00,,0.00,"1,175.82"
30-Jan,74,"2,362.45",0.00,,0.00,0.00,,0.00,"2,362.45"
31-Jan,40,"1,334.41",0.00,,0.00,0.00,,0.00,"1,334.41"
"Deposits Total 1,428
PROCESSING ACTIVITY SUMMARY",,"46,083.58",0.00,,0.00,0.00,,0.00,"46,083.58"
Card Type,"Settled
Sales","Amount of
Sales","Settled
Credits","Amount of
Credits","Amount of
Net Sales","Average
Ticket","Settled
Per
Item*","Disc
Rate","Processing
Fees"
AMEXOPTBLUE,75,"3,196.74",0,0.00,"3,196.74",42.62,0.0500,0.7000,26.13
DISCOVER,15,538.84,0,0.00,538.84,35.92,0.0000,1.9000,10.24
MASTERCARD,117,"3,781.60",0,0.00,"3,781.60",32.32,0.0000,1.9000,71.86
MCDEBIT,64,"2,024.15",0,0.00,"2,024.15",31.63,0.0000,1.7500,35.43
MCDEBITCAP,158,"4,580.46",0,0.00,"4,580.46",28.99,0.0000,1.7500,80.16
VISA,313,"11,091.54",0,0.00,"11,091.54",35.44,0.0000,1.9000,210.75
VISADEBIT,95,"2,850.92",0,0.00,"2,850.92",30.01,0.0000,1.7500,49.90
VISADEBITCAP,591,"18,019.33",0,0.00,"18,019.33",30.49,0.0000,1.7500,315.34
"Total 1,428 46,083.58 0 0.00 46,083.58 32.27
* For processor per item fee charged on transaction types other than settled transactions, see Other Fees section below.
OTHER FEES",,,,,,,,,799.81
Number,Amount,Description,,,,,Rate,,Total
75,,"PROCESSOR PER ITEM FEE - AUTHORIZATIONS, AX",,,,,0.0600,,4.50
12,,DECLINED AUTHORIZATIONS,,,,,0.0600,,0.72
14,,DISCOVER NETWORK AUTHORIZATION FEE,,,,,0.0025,,0.04
2,,INCOMING CHARGEBACKS - 6960,,,,,25.0000,,50.00
,31.92,MASTERCARD CROSS BORDER US - 6959,,,,,0.6000,,0.19
,31.92,MC ACQ POS PROGRAM SUPPORT,,,,,0.8500,,0.27
,"3,698.04",MC DIGITAL ENABLEMENT FEE,,,,,0.0100,,0.37
339,,MC FILE TRANSMISSION FEE - 6957,,,,,0.0022,,0.75
355,,MC NABU FEE,,,,,0.0195,,6.92
2,,MC NO REV OR CLEAR PREAUTH,,,,,0.0450,,0.09
1,,OMNISHIELDASSURE,,,,,9.9500,,9.95
1,,SIGNATURE MERCHANT LOCATION FEE,,,,,2.5000,,2.50
311,,VISA ACQUIRER PROCESSING FEE,,,,,0.0195,,6.06
703,,VISA APF SIG DEBIT,,,,,0.0155,,10.90
