"902 Broadway New York, NY 10010",,Aroma Pizza & Pasta,,
"Activity Period: Wed Dec 1, 2021 to Fri Dec 31, 2021",,"20491 Alton Pkwy, Lake Forest CA, 92630",,
,,Account ID: 15639,,
W-9 form reminder,,,,
"For legal reasons, we need your W-9 form and Slice Agreement Acknowledgement. If you haven’t already, return them asap. Talk to your Account Manager or email",,,,
Partner@SliceLife.com,,,,
Summary of Your Activity,,,,
,,,"From December 1, 2021 to December 31, 2021, your",
Orders,,"$6,704.27","restaurant made $6,847.27 with Slice.",
171 orders,,"$7,933.92",Activity Details,
Processing fee,,-$317.73,,
Slice partnership fee,,-$380.25,"Net Sales
Taxes","$6,302.46
$531.67"
Sales tax withholding,,-$531.67,"Sales Tax Withholding
Cust. Delivery fee","-$531.67
$352.10"
18 Slice Adjustments,,$143.00,Tips,$747.69
TOTAL OF 171 ORDERS,$0.00,"$6,847.27","Slice Adjustments
Slice Fees","$143.00
-$697.98"
,Paid directly by,Total Earnings,,
,your customers,,Total Earnings,"$6,847.27"
Slice spent $143.00,,,,
in funding promotions,,,,
for your customers! *,,,,
Order Activity Report Reminder,,,,
The order activity report is not a statement and it does not correspond to a,,,,
payment. The amounts on this report are for your reference and reporting needs.,,,,
Please refer to your official statement on the Owner’s Portal for the finalized,,,,
reporting.,,,,

Orders,,,,,,,,,,,
Date & Time,Order ID,"Order
Type","Pickup
Delivery",Subtotal,"Cust.
Delivery
Fee","Order
Adjust.",Tax,Tips,"Order
Total","P'ship
Fee","Proc.
Fee"
"Dec 01, 2021
Wednesday
9:29am",57926420,Credit,Pickup,$234.97,$0.00,$0.00,$18.21,$0.00,$253.18,-$2.25,-$10.13
"Dec 01, 2021
Wednesday
1:20pm",57935058,Credit,Pickup,$10.99,$0.00,$0.00,$0.85,$0.00,$11.84,-$2.25,-$0.48
"Dec 01, 2021
Wednesday
2:49pm",57946425,Credit,Pickup,$34.86,$0.00,$0.00,$2.70,$3.00,$40.56,-$2.25,-$1.63
"Dec 01, 2021
Wednesday
3:05pm",57948991,Credit,Pickup,$11.99,$0.00,$0.00,$0.93,$0.00,$12.92,-$2.25,-$0.52
"Dec 01, 2021
Wednesday
5:11pm",57962369,Credit,Pickup,$19.98,$0.00,$0.00,$1.55,$0.00,$21.53,-$2.25,-$0.86
"Dec 01, 2021
Wednesday
5:37pm",57963867,Credit,Delivery,$41.69,$4.99,$0.00,$3.62,$12.51,$62.81,-$2.25,-$2.52
"Dec 01, 2021
Wednesday
6:43pm",57966384,Credit,Pickup,$19.78,$0.00,$0.00,$1.53,$0.00,$21.31,-$2.25,-$0.86
"Dec 01, 2021
Wednesday
7:18pm",57967043,Credit,Delivery,$23.98,$1.99,$0.00,$2.01,$3.60,$31.58,-$2.25,-$1.26
"Dec 02, 2021
Thursday
1:11pm",57982553,Credit,Pickup,$12.99,$0.00,$0.00,$1.01,$0.00,$14.00,-$2.25,-$0.56
"Dec 02, 2021
Thursday
4:26pm",58010622,Credit,Delivery,$25.46,$4.99,$0.00,$2.36,$3.82,$36.63,-$2.25,-$1.47
"Dec 03, 2021
Friday
12:21pm",58036298,Credit,Pickup,$33.56,$0.00,$0.00,$2.60,$5.03,$41.19,-$2.25,-$1.65
"Dec 03, 2021
Friday
5:41pm",58108027,Credit,Pickup,$42.94,$0.00,$0.00,$3.33,$0.00,$46.27,-$2.25,-$1.85
"Dec 03, 2021
Friday
5:48pm",58108811,Credit,Delivery,$20.96,$4.99,$0.00,$2.01,$3.14,$31.10,-$2.25,-$1.24
"Dec 03, 2021
Friday
5:58pm",58109774,Credit,Pickup,$49.98,$0.00,-$0.01,$3.87,$2.00,$55.84,-$2.25,-$2.24
"Dec 03, 2021
Friday
6:04pm",58110383,Credit,Delivery,$24.36,$4.99,$0.00,$2.27,$4.87,$36.49,-$2.25,-$1.46
"Dec 03, 2021
Friday
6:04pm",58110394,Credit,Delivery,$26.99,$8.99,-$0.01,$2.79,$4.05,$42.81,-$2.25,-$1.52
"Dec 03, 2021
Friday
6:06pm",58110540,Credit,Pickup,$31.97,$0.00,-$4.99,$2.09,$6.39,$35.46,-$2.25,-$1.42
"Dec 03, 2021
Friday
6:49pm",58113348,Credit,Pickup,$16.98,$0.00,$0.00,$1.32,$1.69,$19.99,-$2.25,-$0.80
