Period,Location,Provider,Cash,Credit,Tip,Delivery_Fees,Tax,Payout,Commission,Merchant_Services,Notes
Oct 2021,Ameci,Beyond Menu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Check against email.
Oct 2021,Ameci,Brygid,933.84,8410.56,771.31,282.0,616.64,8064.77,187.46,158.33,"Check commission from brygid email report (dates shifted).
Del Zip Codes: ['92610', '92618', '92630', '92691']"
Oct 2021,Ameci,Doordash,0.0,27645.27,18.7,0.0,2283.26,21481.81,6180.47,0.0,"Transaction types found: ['ERROR_CHARGE', 'ADJUSTMENT'] 
Net Adjustments: $-1.69 Payout Records Total: $20253.61"
Oct 2021,Ameci,Eatstreet,0.0,65.92,16.2,12.0,7.06,49.9,11.52,4.5,"
Currently use subtotal for credit. Use total when available.
Order   Amount: $
Order   Amount: $
Order Restaurant Commission  Amount: $
Order Copyright (c) 2000-2021 salesforce.com, inc. All rights reserved.  Amount: $
Order Confidential Information - Do Not Distribute  Amount: $
Order Generated By:  Jamison Huseth  11/9/2021 9:32 AM  Amount: $
Order EatStreet  Amount: $
"
Oct 2021,Ameci,Ezcater,0.0,2514.79,166.95,75.0,163.48,1911.63,538.6,64.56,
Oct 2021,Ameci,Grubhub,0.0,6939.25,714.65,269.19,441.81,6122.39,560.14,250.88,"Missing ids for reimbursement: {927516881080937, 845416620510250, 738716759322907, 735116804283037}
$-5.84 in adjustment payments"
Oct 2021,Ameci,House,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Get report from check deposits - Hunsbaker & Associates.
Oct 2021,Ameci,Menufy,37.55,24.08,0.0,0.0,1.62,21.67,3.0,0.91,
Oct 2021,Ameci,Menustar,0.0,133.87,16.23,4.98,8.46,124.64,9.23,0.0,Merchant Services included in commission.
Oct 2021,Ameci,Office Express,0.0,806.99,0.0,0.0,0.0,564.89,0.0,0.0,Check against payout pdf to verify. Taxes remitted by them.
Oct 2021,Ameci,Order Inn,0.0,609.41,0.0,0.0,0.0,387.69,221.72,0.0,Dont include in total calc as accounted for in speedline.
Oct 2021,Ameci,Slice,0.0,6382.84,563.0,310.08,0.0,5433.97,389.25,255.59,"Withheld taxes remitted: $438.25
Adjustments: $134.22."
Oct 2021,Ameci,Speedline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.65,"Cashier tips include external payouts (double counting).
Get from dads daily report. Note these double count for payout tips from other services."
Oct 2021,Ameci,Ubereats,0.0,8599.5,0.0,0.0,0.0,6516.9,1456.07,0.0,"Contains Postmates Orders.
Withheld Taxes: $618.55"
