"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"10/19/2021 23:22:49","23.06","1.94","1.99","3","29.99","credit_card","delivery"
"10/24/2021 21:50:44","34.19","2.65","0","5.16","42","credit_card","pickup"
"10/25/2021 20:21:43","46.95","3.87","2.99","8.07","61.88","credit_card","delivery"
"Total","104.2","8.46","4.98","16.23","133.87","",""
"","","","","","","",""
"All Orders","133.87","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","133.87","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","9.23","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","124.64","","(you will receive a check for this amount in 3-4 days)","","","",""
