"TIMESTAMP_UTC_TIME","TIMESTAMP_UTC_DATE","TIMESTAMP_LOCAL_TIME","TIMESTAMP_LOCAL_DATE","PAYOUT_TIME","PAYOUT_DATE","STORE_ID","BUSINESS_ID","STORE_NAME","MERCHANT_STORE_ID","TRANSACTION_TYPE","TRANSACTION_ID","DOORDASH_ORDER_ID","MERCHANT_DELIVERY_ID","EXTERNAL_ID","DESCRIPTION","FINAL_ORDER_STATUS","CURRENCY","SUBTOTAL","TAX_AMOUNT","COMMISSION","COMMISSION_TAX_AMOUNT","MARKETING_FEES","CREDIT","DEBIT","DOORDASH_TRANSACTION_ID","DRIVE_CHARGE","TAX_REMITTED_BY_DOORDASH_TO_STATE"
"05:38:54","2020-10-27","22:38:54","2020-10-26","2020-10-30 07:32:31.874799000","2020-10-30",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","STORE_PAYMENT","129045138","=""27c43434""","NULL","NULL","merchant_payment_adjustment","Delivered","USD",8.27,0.00,0.00,0.00,0.00,8.27,0.00,"1325619972",0.00,0.00
"05:29:25","2020-10-17","22:29:25","2020-10-16","2020-10-20 07:50:07.543202000","2020-10-20",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","89edbbca-c28c-4d7a-b091-1b0b7bfb6189","=""7bfb6189""","NULL","NULL","Order Received Time: 2020-10-17 04:06:24.691182000
Order Pickup Time: 2020-10-17 05:29:25.770967000","Picked Up","USD",38.06,2.95,5.71,0.00,0.00,35.30,0.00,"1285315052",0.00,0.00
"05:29:19","2020-10-23","22:29:19","2020-10-22","2020-10-26 07:31:57.264091000","2020-10-26",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","b30b6bb8-a52f-440a-8f45-890e6dba56d7","=""6dba56d7""","NULL","NULL","Order Received Time: 2020-10-23 04:06:19.331030000
Order Pickup Time: 2020-10-23 05:29:19.015692000","Picked Up","USD",33.95,2.63,5.09,0.00,0.00,31.49,0.00,"1308737905",0.00,0.00
"05:20:33","2020-10-05","22:20:33","2020-10-04","2020-10-08 07:32:17.850714000","2020-10-08",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","246dae0b-2855-4a3d-8e1d-6b29568495f1","=""568495f1""","NULL","NULL","Order Received Time: 2020-10-05 03:57:32.492946000
Order Pickup Time: 2020-10-05 05:20:33.674524000","Picked Up","USD",25.16,1.95,3.77,0.00,0.00,23.34,0.00,"1238523111",0.00,0.00
"05:18:27","2020-10-23","22:18:27","2020-10-22","2020-10-26 07:31:57.264091000","2020-10-26",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","d113dbdf-defc-4f30-bf5a-c25deeaeb106","=""eeaeb106""","NULL","NULL","Order Received Time: 2020-10-23 03:55:25.062448000
Order Pickup Time: 2020-10-23 05:18:27.989741000","Picked Up","USD",10.99,0.85,1.65,0.00,0.00,10.19,0.00,"1308726168",0.00,0.00
"04:59:20","2020-10-20","21:59:20","2020-10-19","2020-10-23 07:31:51.738152000","2020-10-23",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","a6881d1e-f066-408d-952c-f99c3c46f266","=""3c46f266""","NULL","NULL","Order Received Time: 2020-10-20 03:36:16.308464000
Order Pickup Time: 2020-10-20 04:59:20.306248000","Picked Up","USD",14.74,1.14,2.21,0.00,0.00,13.67,0.00,"1297072889",0.00,0.00
"04:55:33","2020-10-11","21:55:33","2020-10-10","2020-10-14 07:55:07.254364000","2020-10-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","ERROR_CHARGE","124290974","=""c020f612""","NULL","NULL","Issue: 1 Cheese Pizza (Giganti 20"") food quality
1 Cheese Pizza (Giganti 20"") food quality
Customer Explanation: Hi Daniel,

Thank you for contacting our support team. We sincerely apologize for the issue with your order.

We have issued credits to your account in the amount of $51.32 for the inconvenience.

These credits are available immediately and will automatically be applied towards your next order.

If you have any questions or need help, our support teams are available at the links below!

Best regards,
DoorDash and Caviar Support
help.doordash.com / help.trycaviar.com

*Please do not reply to this email. Replies are not delivered to sender.","Delivered","USD",35.16,0.00,0.00,0.00,0.00,0.00,35.16,"1261962665",0.00,0.00
"04:50:14","2020-10-08","21:50:14","2020-10-07","2020-10-12 07:32:25.130247000","2020-10-12",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","a702ba65-5a7c-487c-96e0-10be31bbcf6d","=""31bbcf6d""","NULL","NULL","Order Received Time: 2020-10-08 04:17:30.144317000
Order Pickup Time: 2020-10-08 04:50:14.713697000","Delivered","USD",62.72,4.86,15.68,0.00,0.00,51.90,0.00,"1249261398",0.00,0.00
"04:47:07","2020-10-02","21:47:07","2020-10-01","2020-10-05 07:32:54.492159000","2020-10-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","ddb23e6b-63fe-47c8-9922-eb683e7b696d","=""3e7b696d""","NULL","NULL","Order Received Time: 2020-10-02 04:23:54.461641000
Order Pickup Time: 2020-10-02 04:47:07.960231000","Delivered","USD",43.21,3.35,10.80,0.00,0.00,35.76,0.00,"1225292022",0.00,0.00
"04:46:30","2020-10-19","21:46:30","2020-10-18","2020-10-22 07:31:46.933034000","2020-10-22",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","bcf27816-bccd-4ef5-a90b-d65ccc8a5aac","=""cc8a5aac""","NULL","NULL","Order Received Time: 2020-10-19 04:14:24.096544000
Order Pickup Time: 2020-10-19 04:46:30.645082000","Delivered","USD",15.76,1.22,3.94,0.00,0.00,13.04,0.00,"1293562531",0.00,0.00
"04:45:51","2020-10-28","21:45:51","2020-10-27","2020-11-02 08:32:17.156006000","2020-11-02",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","5c5652a0-7034-4a2a-af85-583be789d77b","=""e789d77b""","NULL","NULL","Order Received Time: 2020-10-28 04:02:55.277179000
Order Pickup Time: 2020-10-28 04:45:51.908565000","Delivered","USD",12.48,0.97,3.12,0.00,0.00,10.33,0.00,"1329276312",0.00,0.00
"04:45:02","2020-10-02","21:45:02","2020-10-01","2020-10-05 07:32:54.492159000","2020-10-05",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","STORE_PAYMENT","121479344","=""aa422fc2""","NULL","NULL","merchant_payment_adjustment","Delivered","USD",5.79,0.00,0.00,0.00,0.00,5.79,0.00,"1225289708",0.00,0.00
"04:44:16","2020-10-29","21:44:16","2020-10-28","2020-11-02 08:32:17.156006000","2020-11-02",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","481031c5-5539-4caf-b28a-c5a9a15954df","=""a15954df""","NULL","NULL","Order Received Time: 2020-10-29 04:22:22.042414000
Order Pickup Time: 2020-10-29 04:44:16.539006000","Delivered","USD",24.23,1.88,6.06,0.00,0.00,20.05,0.00,"1333135366",0.00,0.00
"04:44:13","2020-10-04","21:44:13","2020-10-03","2020-10-07 07:31:57.461918000","2020-10-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","6bc3b910-fa60-4797-8555-fc5d98616e88","=""98616e88""","NULL","NULL","Order Received Time: 2020-10-04 04:28:04.736100000
Order Pickup Time: 2020-10-04 04:44:13.666679000","Delivered","USD",20.99,1.63,5.25,0.00,0.00,17.37,0.00,"1233012123",0.00,0.00
"04:43:34","2020-10-11","21:43:34","2020-10-10","2020-10-14 07:55:07.254364000","2020-10-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","12cbac3f-d025-4274-9759-7e91c020f612","=""c020f612""","NULL","NULL","Order Received Time: 2020-10-11 04:26:26.396556000
Order Pickup Time: 2020-10-11 04:43:34.441252000","Delivered","USD",42.48,3.29,10.62,0.00,0.00,35.15,0.00,"1261939668",0.00,0.00
"04:43:22","2020-10-11","21:43:22","2020-10-10","2020-10-14 07:55:07.254364000","2020-10-14",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","528ed27b-3c5b-4c8e-9281-f8456a111573","=""6a111573""","NULL","NULL","Order Received Time: 2020-10-11 04:14:13.882935000
Order Pickup Time: 2020-10-11 04:43:22.866946000","Delivered","USD",12.99,1.01,3.25,0.00,0.00,10.75,0.00,"1261939289",0.00,0.00
"04:43:20","2020-10-25","21:43:20","2020-10-24","2020-10-28 07:32:10.215958000","2020-10-28",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","2b69b7b2-308d-46fb-937d-c1ffb07ece24","=""b07ece24""","NULL","NULL","Order Received Time: 2020-10-25 04:23:01.247865000
Order Pickup Time: 2020-10-25 04:43:20.757593000","Delivered","USD",28.46,2.21,7.12,0.00,0.00,23.55,0.00,"1317784456",0.00,0.00
"04:41:48","2020-10-20","21:41:48","2020-10-19","2020-10-23 07:31:51.738152000","2020-10-23",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","361aefb4-ac91-4fdb-a3bd-3324a05de8f0","=""a05de8f0""","NULL","NULL","Order Received Time: 2020-10-20 04:27:13.819044000
Order Pickup Time: 2020-10-20 04:41:48.667325000","Delivered","USD",22.57,1.75,5.64,0.00,0.00,18.68,0.00,"1297052326",0.00,0.00
"04:41:24","2020-10-07","21:41:24","2020-10-06","2020-10-12 07:32:25.130247000","2020-10-12",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","b7b50c51-c739-4e36-88a8-142982e38311","=""82e38311""","NULL","NULL","Order Received Time: 2020-10-07 04:26:27.013839000
Order Pickup Time: 2020-10-07 04:41:24.352536000","Delivered","USD",16.97,1.32,4.24,0.00,0.00,14.05,0.00,"1245534532",0.00,0.00
"04:41:10","2020-10-24","21:41:10","2020-10-23","2020-10-27 07:32:03.177715000","2020-10-27",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","64c98209-b610-4004-b1c8-8debb174e60d","=""b174e60d""","NULL","NULL","Order Received Time: 2020-10-24 04:25:25.061822000
Order Pickup Time: 2020-10-24 04:41:10.962201000","Delivered","USD",33.97,2.63,8.49,0.00,0.00,28.11,0.00,"1313430441",0.00,0.00
"04:39:27","2020-10-04","21:39:27","2020-10-03","2020-10-07 07:31:57.461918000","2020-10-07",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","36a53cbc-c4fd-477e-a9dd-ab10a2df553c","=""a2df553c""","NULL","NULL","Order Received Time: 2020-10-04 04:23:15.815542000
Order Pickup Time: 2020-10-04 04:39:27.226452000","Delivered","USD",14.74,1.14,3.69,0.00,0.00,12.19,0.00,"1233002752",0.00,0.00
"04:38:59","2020-10-28","21:38:59","2020-10-27","2020-11-02 08:32:17.156006000","2020-11-02",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","83a80769-4d5a-4b83-9ecb-7cd5fccc8c54","=""fccc8c54""","NULL","NULL","Order Received Time: 2020-10-28 04:18:40.379304000
Order Pickup Time: 2020-10-28 04:38:59.150209000","Delivered","USD",14.98,1.16,3.75,0.00,0.00,12.39,0.00,"1329267051",0.00,0.00
"04:38:51","2020-11-01","21:38:51","2020-10-31","2020-11-04 08:32:19.320740000","2020-11-04",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","03ad6692-5035-4dc5-a919-e827c2e4f1bb","=""c2e4f1bb""","NULL","NULL","Order Received Time: 2020-11-01 04:13:31.751340000
Order Pickup Time: 2020-11-01 04:38:51.156821000","Delivered","USD",27.98,2.17,7.00,0.00,0.00,23.15,0.00,"1346710910",0.00,0.00
"04:37:22","2020-10-15","21:37:22","2020-10-14","2020-10-19 07:32:02.158593000","2020-10-19",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","1aff08da-f410-454e-806b-ed0998d22fd4","=""98d22fd4""","NULL","NULL","Order Received Time: 2020-10-15 04:15:24.098799000
Order Pickup Time: 2020-10-15 04:37:22.508747000","Delivered","USD",32.98,2.56,8.25,0.00,0.00,27.29,0.00,"1276507918",0.00,0.00
"04:36:57","2020-10-21","21:36:57","2020-10-20","2020-10-26 07:31:57.264091000","2020-10-26",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","2bf2ebf1-3a8c-4d69-ab1d-abe9a7ce491d","=""a7ce491d""","NULL","NULL","Order Received Time: 2020-10-21 04:11:02.119811000
Order Pickup Time: 2020-10-21 04:36:57.713519000","Delivered","USD",29.96,2.32,7.49,0.00,0.00,24.79,0.00,"1300821277",0.00,0.00
"04:36:31","2020-11-01","21:36:31","2020-10-31","2020-11-04 08:32:19.320740000","2020-11-04",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","ed22330c-c3d4-47ae-a4f4-61f9ba351188","=""ba351188""","NULL","NULL","Order Received Time: 2020-11-01 04:15:39.221090000
Order Pickup Time: 2020-11-01 04:36:31.787370000","Delivered","USD",12.48,0.97,3.12,0.00,0.00,10.33,0.00,"1346705572",0.00,0.00
"04:36:24","2020-10-27","21:36:24","2020-10-26","2020-10-30 07:32:31.874799000","2020-10-30",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","5692ed87-cf78-40f9-8776-2fc805e165b2","=""05e165b2""","NULL","NULL","Order Received Time: 2020-10-27 04:12:41.765011000
Order Pickup Time: 2020-10-27 04:36:24.049171000","Delivered","USD",12.99,1.01,3.25,0.00,0.00,10.75,0.00,"1325548886",0.00,0.00
"04:34:55","2020-10-05","21:34:55","2020-10-04","2020-10-08 07:32:17.850714000","2020-10-08",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","991507c6-7836-4fa5-b743-739d8655d315","=""8655d315""","NULL","NULL","Order Received Time: 2020-10-05 04:18:17.131825000
Order Pickup Time: 2020-10-05 04:34:55.459066000","Delivered","USD",30.47,2.36,7.62,0.00,0.00,25.21,0.00,"1238323304",0.00,0.00
"04:33:47","2020-10-29","21:33:47","2020-10-28","2020-11-02 08:32:17.156006000","2020-11-02",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","3f83ba1b-447e-4b94-b86c-c275a601f068","=""a601f068""","NULL","NULL","Order Received Time: 2020-10-29 04:19:12.190086000
Order Pickup Time: 2020-10-29 04:33:47.651567000","Delivered","USD",14.74,1.14,3.69,0.00,0.00,12.19,0.00,"1333119510",0.00,0.00
"04:33:05","2020-10-29","21:33:05","2020-10-28","2020-11-02 08:32:17.156006000","2020-11-02",111737,43504,"Ameci Pizza & Pasta (Trabuco Rd)","NULL","DELIVERY","a03da9d3-1072-4079-906a-dfbd3eb73a5f","=""3eb73a5f""","NULL","NULL","Order Received Time: 2020-10-29 04:13:11.928498000
Order Pickup Time: 2020-10-29 04:33:05.080763000","Delivered","USD",23.98,1.86,6.00,0.00,0.00,19.84,0.00,"1333118259",0.00,0.00
