"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"3/2/2024 21:22:48","49.85","4.1","2.99","10.25","67.19","credit_card","delivery"
"3/15/2024 20:42:30","55.07","4.5","2.99","7","69.56","credit_card","delivery"
"3/22/2024 23:13:37","43.75","3.39","0","0","47.14","cash","pickup"
"Total","148.67","11.99","5.98","17.25","183.89","",""
"","","","","","","",""
"All Orders","183.89","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","136.75","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","30.69","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","106.06","","(you will receive a check for this amount in 3-4 days)","","","",""
