"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"12/20/2022 20:18:09","18.55","1.44","0","0","19.99","cash","pickup"
"12/31/2022 20:17:44","44.6","3.69","2.99","7.69","58.97","credit_card","delivery"
"Total","63.15","5.13","2.99","7.69","78.96","",""
"","","","","","","",""
"All Orders","78.96","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","58.97","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","11.87","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","47.1","","(you will receive a check for this amount in 3-4 days)","","","",""
