"Invoice","","","","","","",""
"","","","","","","",""
"Date","Subtotal","Tax","Delivery Fee","Tip","Total","Payment Type","Order Type"
"12/10/2021 19:42:30","23.71","1.84","0","3.83","29.38","credit_card","pickup"
"12/11/2021 20:26:43","57.05","4.42","0","5","66.47","credit_card","pickup"
"12/17/2021 19:51:35","20.97","1.63","0","0","22.6","cash","pickup"
"12/17/2021 19:58:38","73.46","5.69","0","11.87","91.02","credit_card","pickup"
"12/24/2021 19:40:29","31.99","2.71","2.99","5.65","43.34","credit_card","delivery"
"12/27/2021 14:57:36","57.7","4.63","1.99","12.86","77.18","credit_card","delivery"
"12/31/2021 21:22:03","20.95","1.62","0","0","22.57","credit_card","pickup"
"Total","285.83","22.54","4.98","39.21","352.56","",""
"","","","","","","",""
"All Orders","352.56","","(all orders including cash and credit card paid orders) ","","","",""
"Pre-Paid Orders","329.96","","(orders where the customer paid with a credit card online) ","","","",""
"MenuStar Fees","24.19","","(includes credit card processing fee) ","","","",""
"Adjustments","0","","(credits/debts posted to your account) ","","","",""
"Net Payout","305.77","","(you will receive a check for this amount in 3-4 days)","","","",""
