,"902 Broadway New York, NY 10010",Aroma Pizza & Pasta,,
,"Activity Period: Fri Jan 1, 2021 to Sun Jan","20491 Alton Pkwy, Lake Forest CA, 92630",,
,"31, 2021",Account ID: 15639,,
,W-9 form reminder,,,
,"For legal reasons, we need your W-9 form and Slice Agreement Acknowledgement. If you haven’t",,,
,"already, return them asap. Talk to your Account Manager or email Partner@SliceLife.com",,,
Summary of Your Activity,,,"From January 1, 2021 to January 31, 2021,",
Prepaid orders,,"$4,233.43","your restaurant made $4,274.43 with Slice.",
118 orders,,"$5,027.15",Activity Details,
Processing fee,,-$201.09,Net Sales,"$4,030.61"
Slice partnership fee,,-$258.75,"Taxes
Sales Tax Withholding","$333.88
-$333.88"
Sales tax withholding,,-$333.88,Cust. Delivery fee,$178.46
"8 Slice
Adjustments",,$41.00,"Tips
Slice Adjustments
Slice Fees","$484.20
$41.00
-$459.84"
"TOTAL OF 118
ORDERS",$0.00,"$4,274.43",Total Earnings,"$4,274.43"
,"Paid directly by
your custom ers",Total Earnings,,
Order Activity Report Reminder,,,,
The order activity report is not a statement and it does not,,,,
correspond to a payment. The amounts on this report are,,,,
for your reference and reporting needs. Please refer to your,,,,
official statement on the Owner’s Portal for the finalized,,,,
reporting.,,,,

"902 Broadway New York, NY 10010",,,,,Aroma Pizza & Pasta,,,,,,
"Activity Period: Fri Jan 1, 2021 to Sun Jan",,,,,"20491 Alton Pkwy, Lake Forest CA, 92630",,,,,,
"31, 2021",,,,,Account ID: 15639,,,,,,
Transactions,,,,,,,,,,,
,,,,,Cust.,,,,,,
,,Order,Pickup,,,Order,,,Order,P'ship,Proc.
Date & Time,Order ID,,,Subtotal,Delivery,,Tax,Tips,,,
,,Type,Delivery,,,Adjust.,,,Total,Fee,Fee
,,,,,Fee,,,,,,
"Jan 01, 2021
Friday
4:35pm",39269306,Credit,Delivery,$42.59,$2.99,$0.00,$3.53,$6.39,$55.50,-$2.25,-$2.22
"Jan 01, 2021
Friday
6:55pm",39277779,Credit,Pickup,$77.78,$0.00,$0.00,$6.10,$5.00,$88.88,-$2.25,-$3.48
"Jan 01, 2021
Friday
7:44pm",39278845,Credit,Pickup,$8.98,$0.00,$0.00,$0.70,$0.00,$9.68,$0.00,-$0.39
"Jan 02, 2021
Saturday
1:59pm",39298621,Credit,Pickup,$33.97,$0.00,$0.00,$2.71,$5.10,$41.78,-$2.25,-$1.67
"Jan 02, 2021
Saturday
4:10pm",39322383,Credit,Pickup,$50.14,$0.00,$0.00,$3.96,$5.01,$59.11,-$2.25,-$2.36
"Jan 02, 2021
Saturday
4:21pm",39323774,Credit,Delivery,$31.87,$1.99,$0.00,$2.62,$4.78,$41.26,-$2.25,-$1.65
"Jan 02, 2021
Saturday
4:26pm",39324400,Credit,Delivery,$30.47,$1.99,$0.00,$2.52,$4.57,$39.55,-$2.25,-$1.58
"Jan 02, 2021
Saturday
5:35pm",39331394,Credit,Pickup,$24.99,$0.00,$0.00,$1.94,$0.00,$26.93,-$2.25,-$1.08
"Jan 02, 2021
Saturday
5:38pm",39331639,Credit,Delivery,$40.88,$6.99,$0.00,$3.78,$6.13,$57.78,-$2.25,-$2.31
"Jan 02, 2021
Saturday
5:43pm",39332020,Credit,Delivery,$26.72,$4.99,$0.00,$2.53,$4.01,$38.25,-$2.25,-$1.53
"Jan 03, 2021
Sunday
10:57am",39345276,Credit,Pickup,$62.93,$0.00,$0.00,$4.95,$6.29,$74.17,-$2.25,-$2.97
"Jan 03, 2021
Sunday
5:36pm",39381933,Credit,Delivery,$18.47,$2.99,$0.00,$1.74,$2.77,$25.97,-$2.25,-$1.04
"Jan 04, 2021
Monday
11:40am",39391872,Credit,Pickup,$11.99,$0.00,$0.00,$0.93,$1.80,$14.72,-$2.25,-$0.59
"Jan 04, 2021",,,,,,,,,,,
Monday,39394063,Credit,Pickup,$46.45,$0.00,$0.00,$3.60,$0.00,$50.05,-$2.25,-$2.00
1:02pm,,,,,,,,,,,

"Jan 06, 2021
Wednesday
6:41pm",39492931,Credit,Pickup,$39.47,$0.00,$0.00,$3.13,$0.00,$42.60,-$2.25,-$1.70
"Jan 07, 2021
Thursday
1:39pm",39507690,Credit,Pickup,$16.22,$0.00,$0.00,$1.33,$0.00,$17.55,-$2.25,-$0.70
"Jan 07, 2021
Thursday
5:06pm",39531733,Credit,Delivery,$38.36,$2.99,$0.00,$3.28,$5.75,$50.38,-$2.25,-$2.02
"Jan 07, 2021
Thursday
6:05pm",39534698,Credit,Pickup,$31.98,$0.00,$0.00,$2.55,$3.20,$37.73,-$2.25,-$1.51
"Jan 07, 2021
Thursday
7:07pm",39536250,Credit,Delivery,$37.98,$2.99,-$0.01,$3.25,$5.70,$49.91,-$2.25,-$2.00
"Jan 08, 2021
Friday
12:00pm",39548419,Credit,Pickup,$42.46,$0.00,$0.00,$3.36,$0.00,$45.82,-$2.25,-$1.83
"Jan 08, 2021
Friday
4:22pm",39600835,Credit,Delivery,$24.98,$4.99,$0.00,$2.40,$5.00,$37.37,-$2.25,-$1.21
"Jan 08, 2021
Friday
4:57pm",39606769,Credit,Delivery,$57.01,$1.99,-$0.01,$4.57,$11.40,$74.96,-$2.25,-$3.00
"Jan 08, 2021
Friday
5:52pm",39613079,Credit,Delivery,$27.23,$4.99,$0.00,$2.57,$4.08,$38.87,-$2.25,-$1.55
"Jan 08, 2021
Friday
5:56pm",39613439,Credit,Pickup,$17.98,$0.00,$0.00,$1.47,$0.00,$19.45,-$2.25,-$0.78
"Jan 08, 2021
Friday
6:03pm",39613943,Credit,Delivery,$34.15,$2.99,$0.00,$2.88,$5.12,$45.14,-$2.25,-$1.81
"Jan 08, 2021
Friday
6:50pm",39616743,Credit,Pickup,$37.22,$0.00,$0.00,$2.96,$3.72,$43.90,-$2.25,-$1.76
"Jan 08, 2021
Friday
7:49pm",39618512,Credit,Pickup,$84.54,$0.00,$0.00,$6.63,$8.45,$99.62,-$2.25,-$3.98
"Jan 09, 2021
Saturday
12:27pm",39632990,Credit,Delivery,$28.98,$1.99,$0.00,$2.47,$4.35,$37.79,-$2.25,-$1.51
"Jan 09, 2021
Saturday
1:57pm",39642393,Credit,Pickup,$15.00,$0.00,-$0.01,$1.16,$3.75,$19.90,-$2.25,-$0.80
"Jan 09, 2021
Saturday
5:01pm",39676719,Credit,Pickup,$30.96,$0.00,$0.00,$2.40,$1.00,$34.36,-$2.25,-$1.37
"Jan 09, 2021",,,,,,,,,,,
Saturday,39687753,Credit,Pickup,$16.56,$0.00,$0.00,$1.28,$0.00,$17.84,-$2.25,-$0.71
9:38pm,,,,,,,,,,,

"Jan 09, 2021
Saturday
9:39pm",39687758,Credit,Pickup,$7.99,$0.00,$0.00,$0.62,$0.00,$8.61,$0.00,-$0.34
"Jan 10, 2021
Sunday
12:55pm",39701194,Credit,Delivery,$41.97,$1.99,$0.00,$3.41,$6.30,$53.67,-$2.25,-$2.15
"Jan 10, 2021
Sunday
5:37pm",39731673,Credit,Pickup,$29.56,$0.00,$0.00,$2.29,$0.00,$31.85,-$2.25,-$1.27
"Jan 10, 2021
Sunday
6:26pm",39733565,Credit,Pickup,$50.66,$0.00,$0.00,$4.00,$5.07,$59.73,-$2.25,-$2.39
"Jan 10, 2021
Sunday
6:42pm",39733952,Credit,Delivery,$55.99,$1.99,-$0.01,$4.49,$8.40,$70.86,-$2.25,-$2.83
"Jan 10, 2021
Sunday
6:50pm",39734117,Credit,Delivery,$51.55,$4.99,$0.00,$4.38,$10.31,$71.23,-$2.25,-$2.85
"Jan 11, 2021
Monday
4:40pm",39760456,Credit,Delivery,$16.98,$2.99,$0.00,$1.62,$2.55,$24.14,-$2.25,-$0.97
"Jan 11, 2021
Monday
6:05pm",39764403,Credit,Pickup,$60.71,$0.00,$0.00,$4.78,$6.07,$71.56,-$2.25,-$2.78
"Jan 12, 2021
Tuesday
5:14pm",39796752,Credit,Delivery,$61.60,$6.99,$0.00,$5.39,$15.40,$89.38,-$2.25,-$3.58
"Jan 12, 2021
Tuesday
6:21pm",39799261,Credit,Pickup,$42.22,$0.00,$0.00,$3.35,$6.33,$51.90,-$2.25,-$2.08
"Jan 13, 2021
Wednesday
6:29pm",39838665,Credit,Delivery,$27.98,$1.99,$0.00,$2.32,$4.50,$36.79,-$2.25,-$1.47
"Jan 13, 2021
Wednesday
7:00pm",39839298,Credit,Pickup,$36.99,$0.00,-$0.01,$2.87,$5.55,$45.40,-$2.25,-$1.82
"Jan 14, 2021
Thursday
1:10pm",39852375,Credit,Delivery,$28.71,$2.99,$0.00,$2.46,$4.31,$38.47,-$2.25,-$1.54
"Jan 14, 2021
Thursday
6:15pm",39882370,Credit,Delivery,$32.05,$2.99,$0.00,$2.79,$4.81,$42.64,-$2.25,-$1.71
"Jan 14, 2021
Thursday
6:24pm",39882641,Credit,Delivery,$30.97,$4.99,$0.00,$2.86,$10.00,$48.82,-$2.25,-$1.95
"Jan 15, 2021
Friday
4:44pm",39953323,Credit,Pickup,$15.75,$0.00,-$0.01,$1.22,$0.00,$16.96,-$2.25,-$0.68
"Jan 15, 2021
Friday
5:28pm",39959298,Credit,Delivery,$40.39,$2.99,$0.00,$3.36,$6.06,$52.80,-$2.25,-$2.11

"Jan 15, 2021
Friday6:19pm",39963825,Credit,Pickup,$34.73,$0.00,$0.00,$2.77,$0.00,$37.50,-$2.25,-$1.50
"Jan 15, 2021
Friday
6:29pm",39964480,Credit,Pickup,$27.58,$0.00,-$0.01,$2.14,$0.00,$29.71,-$2.25,-$1.19
