Store ID,Store Name,Business ID,Merchant Store ID,Payout Date,Currency,Subtotal,Tax Subtotal,Commission,Commission Tax,Drive Charge,Marketing Fees,Tips,Error Charges,Adjustments,Total Before Adjustments,Net Payout,Transactions Start Local Date,Transactions End Local Date,Transactions Start UTC Date,Transactions End UTC Date,Payout ID,Payout Status,Tax Remitted by DoorDash to State
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-31,USD,1161.66,90.02,165.82,0.0,0.0,12.87,4.57,0.0,0.0,1077.56,1077.56,2022-01-25,2022-01-27,2022-01-25,2022-01-28,199140247,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-28,USD,387.6,30.03,53.71,0.0,0.0,0.99,0.0,0.0,0.0,362.93,362.93,2022-01-24,2022-01-24,2022-01-24,2022-01-25,199073172,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-27,USD,798.62,61.91,114.02,0.0,0.0,7.92,0.0,0.0,0.0,738.59,738.59,2022-01-23,2022-01-23,2022-01-23,2022-01-24,198710290,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-26,USD,841.4,65.22,121.43,0.0,0.0,8.91,0.0,0.0,0.0,776.28,776.28,2022-01-22,2022-01-22,2022-01-22,2022-01-23,198665477,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-25,USD,990.01,76.71,148.54,0.0,0.0,10.89,0.0,5.68,18.08,901.61,919.69,2022-01-21,2022-01-21,2022-01-21,2022-01-22,198626590,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-24,USD,988.66,76.64,136.99,0.0,0.0,8.91,10.26,0.0,0.0,929.66,929.66,2022-01-18,2022-01-20,2022-01-18,2022-01-21,197668098,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-21,USD,530.84,41.14,79.66,0.0,0.0,6.93,0.0,3.71,0.0,481.68,481.68,2022-01-17,2022-01-17,2022-01-17,2022-01-18,197601092,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-20,USD,918.03,71.15,137.71,0.0,0.0,7.92,0.0,0.0,0.0,843.55,843.55,2022-01-16,2022-01-16,2022-01-16,2022-01-17,197240077,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-19,USD,1069.33,82.87,143.41,0.0,0.0,8.91,13.58,3.48,0.0,1009.98,1009.98,2022-01-15,2022-01-15,2022-01-15,2022-01-16,197183435,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-18,USD,1124.57,87.17,163.78,0.0,0.0,9.9,2.9,0.0,0.0,1040.96,1040.96,2022-01-14,2022-01-14,2022-01-14,2022-01-15,197145314,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-17,USD,1331.32,103.16,193.97,0.0,0.0,7.92,6.34,6.01,0.0,1232.92,1232.92,2022-01-11,2022-01-13,2022-01-11,2022-01-14,196201589,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-14,USD,488.71,37.87,68.96,0.0,0.0,3.96,1.5,4.88,0.0,450.28,450.28,2022-01-10,2022-01-10,2022-01-10,2022-01-11,196136670,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-13,USD,611.99,47.45,86.72,0.0,0.0,3.96,2.79,0.0,0.0,571.55,571.55,2022-01-09,2022-01-09,2022-01-09,2022-01-10,195786535,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-12,USD,553.36,42.87,78.9,0.0,0.0,4.95,1.0,0.0,0.0,513.38,513.38,2022-01-08,2022-01-08,2022-01-08,2022-01-09,195730508,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-11,USD,650.78,50.43,90.06,0.0,0.0,2.97,0.0,0.0,0.0,608.18,608.18,2022-01-07,2022-01-07,2022-01-07,2022-01-08,195693147,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-10,USD,1201.23,93.13,170.84,0.0,0.0,13.86,7.64,6.72,0.0,1110.58,1110.58,2022-01-04,2022-01-06,2022-01-04,2022-01-07,194664029,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-07,USD,431.68,33.46,64.77,0.0,0.0,3.96,0.0,0.0,0.0,396.41,396.41,2022-01-03,2022-01-03,2022-01-03,2022-01-04,194563333,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-06,USD,762.02,59.05,108.68,0.0,0.0,4.95,6.77,2.78,0.0,711.43,711.43,2022-01-02,2022-01-02,2022-01-02,2022-01-03,194211828,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-05,USD,530.42,41.13,73.01,0.0,0.0,2.97,8.23,0.7,0.0,503.1,503.1,2022-01-01,2022-01-01,2022-01-01,2022-01-02,194160282,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-04,USD,840.39,65.11,116.55,0.0,0.0,5.94,0.0,17.65,0.0,765.36,765.36,2021-12-31,2021-12-31,2021-12-31,2022-01-01,194143221,paid,0.0
486867,Aroma Pizza & Pasta,223895,NULL,2022-01-03,USD,1899.88,147.3,283.12,0.0,0.0,15.84,2.26,35.24,0.0,1715.24,1715.24,2021-12-28,2021-12-30,2021-12-28,2021-12-31,193192863,paid,0.0
