"902 Broadway New York, NY 10010",,Ameci Pizza & Pasta,,
"Activity Period: Mon Nov 1, 2021 to Tue Nov 30, 2021",,"25431 Trabuco Rd, Lake Forest CA, 92630",,
,,Account ID: 3057,,
W-9 form reminder,,,,
"For legal reasons, we need your W-9 form and Slice Agreement Acknowledgement. If you haven’t already, return them asap. Talk to your Account Manager or email",,,,
Partner@SliceLife.com,,,,
Summary of Your Activity,,,,
,,,"From November 1, 2021 to November 30, 2021, your",
Orders,,"$4,489.94","restaurant made $4,483.93 with Slice.",
117 orders,,"$5,328.95",Activity Details,
Processing fee,,-$213.34,,
Slice partnership fee,,-$263.25,"Net Sales
Taxes","$4,232.88
$362.42"
Sales tax withholding,,-$362.42,"Sales Tax Withholding
Cust. Delivery fee","-$362.42
$247.32"
20 Phone Orders,$911.74,,Tips,$486.63
Slice partnership fee,,-$45.00,"Slice Adjustments
Slice Fees","$38.99
-$521.59"
6 Slice Adjustments,,$38.99,,
TOTAL OF 137 ORDERS,$911.74,"$4,483.93",Total Earnings,"$4,483.93"
,"Paid directly by
your customers",Total Earnings,Slice spent $38.99,
,,,in funding promotions,
,,,for your customers! *,
Order Activity Report Reminder,,,,
The order activity report is not a statement and it does not correspond to a,,,,
payment. The amounts on this report are for your reference and reporting needs.,,,,
Please refer to your official statement on the Owner’s Portal for the finalized,,,,
reporting.,,,,

Orders,,,,,,,,,,,
Date & Time,Order ID,"Order
Type","Pickup
Delivery",Subtotal,"Cust.
Delivery
Fee","Order
Adjust.",Tax,Tips,"Order
Total","P'ship
Fee","Proc.
Fee"
"Nov 01, 2021
Monday
5:33pm",56336501,Credit,Pickup,$21.46,$0.00,$0.00,$1.72,$3.22,$26.40,-$2.25,-$1.06
"Nov 03, 2021
Wednesday
3:59pm",56410709,Credit,Pickup,$24.97,$0.00,$0.00,$2.00,$0.00,$26.97,-$2.25,-$1.08
"Nov 03, 2021
Wednesday
5:44pm",56419038,Credit,Delivery,$67.49,$1.99,$0.00,$5.56,$10.12,$85.16,-$2.25,-$3.41
"Nov 04, 2021
Thursday
12:28pm",56434288,Credit,Delivery,$19.28,$4.99,$0.00,$1.94,$2.89,$29.10,-$2.25,-$1.17
"Nov 04, 2021
Thursday
4:21pm",13742177,Phone,-,-,-,-,-,-,-,-$2.25,-
"Nov 05, 2021
Friday
12:17pm",13746366,Phone,-,-,-,-,-,-,-,-$2.25,-
"Nov 05, 2021
Friday
4:20pm",56540135,Credit,Delivery,$30.44,$2.99,$0.00,$2.67,$6.09,$42.19,-$2.25,-$1.69
"Nov 05, 2021
Friday
5:04pm",13752821,Phone,-,-,-,-,-,-,-,-$2.25,-
"Nov 05, 2021
Friday
5:23pm",56550571,Credit,Delivery,$37.87,$2.99,$0.00,$3.27,$9.47,$53.60,-$2.25,-$2.15
"Nov 05, 2021
Friday
5:41pm",56552849,Credit,Delivery,$49.72,$2.99,$0.00,$4.22,$4.97,$61.90,-$2.25,-$2.48
"Nov 05, 2021
Friday
6:08pm",13753596,Phone,-,-,-,-,-,-,-,-$2.25,-
"Nov 05, 2021
Friday
7:08pm",56558979,Credit,Delivery,$32.74,$2.99,-$0.01,$2.86,$4.91,$43.49,-$2.25,-$1.74
"Nov 05, 2021
Friday
7:13pm",56559154,Credit,Delivery,$30.98,$2.99,$0.00,$2.72,$4.65,$41.34,-$2.25,-$1.66
"Nov 05, 2021
Friday
8:31pm",56560983,Credit,Delivery,$30.45,$4.99,$0.00,$2.84,$4.57,$42.85,-$2.25,-$1.71
"Nov 06, 2021
Saturday
4:07pm",13760685,Phone,-,-,-,-,-,-,-,-$2.25,-
"Nov 06, 2021
Saturday
4:50pm",56619030,Credit,Delivery,$47.99,$4.99,-$0.01,$4.24,$4.80,$62.01,-$2.25,-$2.48
"Nov 06, 2021
Saturday
5:02pm",13761654,Phone,-,-,-,-,-,-,-,-$2.25,-
"Nov 06, 2021
Saturday
5:19pm",56622748,Credit,Delivery,$39.97,$6.99,$0.00,$3.76,$3.00,$53.72,-$2.25,-$2.15
"Nov 06, 2021
Saturday
5:43pm",13762205,Phone,-,-,-,-,-,-,-,-$2.25,-
"Nov 06, 2021
Saturday
5:56pm",56626514,Credit,Pickup,$20.00,$0.00,-$0.01,$1.60,$0.00,$21.59,-$2.25,-$0.86
"Nov 06, 2021
Saturday
5:57pm",56626606,Credit,Delivery,$17.36,$4.99,$0.00,$1.79,$6.91,$31.05,-$2.25,-$1.24
